,0
Unnamed: 0,1288.0
aic,-1412.7608653127866
bic,-1391.584290787718
hqic,-1404.2398504601065
mae,0.010979052403442324
mse,0.00024135788831760788
rsquare,0.9730746431377914
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,13000.0
order_p,2.0
order_q,2.0
ar.L1.close,0.2664968558475327
ar.L2.close,0.21206325338455093
ma.L1.close,0.26828811615971776
ma.L2.close,0.22499098745180968
