,asofdate,pointForecast,close,forecastday
0,1973-09-04 01:00:00+00:00,80.83878677921655,84.9,1
1,1973-09-05 01:00:00+00:00,80.8794894554996,85.32,2
2,1973-09-06 01:00:00+00:00,80.9198709545477,85.0,3
3,1973-09-07 01:00:00+00:00,80.95429832161084,83.0,4
4,1973-09-10 01:00:00+00:00,80.97846822020128,81.0,5
5,1973-09-11 01:00:00+00:00,85.18782662091317,79.0,1
6,1973-09-12 01:00:00+00:00,85.071970679434,77.0,2
7,1973-09-13 01:00:00+00:00,85.13453996697405,77.0,3
8,1973-09-14 01:00:00+00:00,85.20088834220623,79.0,4
9,1973-09-17 01:00:00+00:00,85.24271034105533,81.0,5
10,1973-09-18 01:00:00+00:00,79.38658489812596,83.0,1
11,1973-09-19 01:00:00+00:00,79.53287757222526,85.0,2
12,1973-09-20 01:00:00+00:00,79.24160230386795,87.0,3
13,1973-09-21 01:00:00+00:00,79.16628157125903,89.0,4
14,1973-09-24 01:00:00+00:00,79.45812174170699,87.0,5
15,1973-09-25 01:00:00+00:00,83.40907700148902,85.0,1
16,1973-09-26 01:00:00+00:00,83.24647227745785,83.0,2
17,1973-09-27 01:00:00+00:00,83.36289062436403,82.55,3
18,1973-09-28 01:00:00+00:00,83.49000244383998,82.8,4
19,1973-10-01 01:00:00+00:00,83.36592533176707,81.8,5
20,1973-10-02 01:00:00+00:00,85.19433767713988,80.3,1
21,1973-10-03 01:00:00+00:00,85.64659499143922,78.95,2
22,1973-10-04 01:00:00+00:00,85.50383690904481,79.0,3
23,1973-10-05 01:00:00+00:00,85.17234677519025,78.92,4
24,1973-10-09 01:00:00+00:00,85.32074365069266,80.92,5
25,1973-10-10 01:00:00+00:00,80.51163359886779,82.92,1
26,1973-10-11 01:00:00+00:00,80.7524205922108,82.53,2
27,1973-10-12 01:00:00+00:00,80.72987732495145,83.45,3
28,1973-10-15 01:00:00+00:00,80.56495113924903,81.35,4
29,1973-10-16 01:00:00+00:00,80.59501436294656,83.35,5
30,1973-10-17 01:00:00+00:00,83.48755588999819,81.42,1
31,1973-10-18 01:00:00+00:00,83.2100031079126,79.85,2
32,1973-10-19 01:00:00+00:00,83.17550329167996,77.97,3
33,1973-10-23 01:00:00+00:00,83.35196879760568,75.97,4
34,1973-10-24 01:00:00+00:00,83.36098549060145,73.97,5
35,1973-10-25 01:00:00+00:00,81.63974417865535,71.97,1
36,1973-10-26 01:00:00+00:00,81.62379255126905,69.97,2
37,1973-10-29 02:00:00+00:00,81.8960554538276,69.97,3
38,1973-10-30 02:00:00+00:00,81.87037583628609,68.5,4
39,1973-10-31 02:00:00+00:00,81.67830536954848,69.62,5
40,1973-11-01 02:00:00+00:00,71.9794964273896,68.12,1
41,1973-11-02 02:00:00+00:00,72.33503341333414,67.5,2
42,1973-11-05 02:00:00+00:00,72.38309417489768,69.52,3
43,1973-11-07 02:00:00+00:00,72.16494014306825,71.52,4
