asofdate,pnl
1973-09-11 01:00:00+00:00,0.0
1973-09-12 01:00:00+00:00,0.0
1973-09-13 01:00:00+00:00,0.0
1973-09-14 01:00:00+00:00,0.0
1973-09-17 01:00:00+00:00,0.0
1973-09-18 01:00:00+00:00,
1973-09-19 01:00:00+00:00,
1973-09-20 01:00:00+00:00,
1973-09-21 01:00:00+00:00,
1973-09-24 01:00:00+00:00,
1973-09-25 01:00:00+00:00,-0.0007647580634902159
1973-09-26 01:00:00+00:00,-0.0018431965530221796
1973-09-27 01:00:00+00:00,-0.002880156639110607
1973-09-28 01:00:00+00:00,-0.003398636682154821
1973-10-01 01:00:00+00:00,-0.003398636682154821
1973-10-02 01:00:00+00:00,-0.002880156639110607
1973-10-03 01:00:00+00:00,-0.0018431965530221796
1973-10-04 01:00:00+00:00,-0.0005469964454116453
1973-10-05 01:00:00+00:00,0.000749203662198889
1973-10-09 01:00:00+00:00,0.0015269237267652096
1973-10-10 01:00:00+00:00,0.0012676837052431028
1973-10-11 01:00:00+00:00,0.0015269237267652096
1973-10-12 01:00:00+00:00,0.002103732774651898
1973-10-15 01:00:00+00:00,0.002907376841370429
1973-10-16 01:00:00+00:00,0.0035814008973279075
1973-10-17 01:00:00+00:00,0.002972186846750956
1973-10-18 01:00:00+00:00,0.00244722580316869
1973-10-19 01:00:00+00:00,0.0019870747649669506
1973-10-23 01:00:00+00:00,0.0014841491232140639
1973-10-24 01:00:00+00:00,0.0013700835137443375
1973-10-25 01:00:00+00:00,0.001030479085550377
1973-10-26 01:00:00+00:00,0.0005664394470258059
1973-10-29 02:00:00+00:00,-1.0369600860882212e-05
1973-10-30 02:00:00+00:00,-0.0003253462270102411
1973-10-31 02:00:00+00:00,-0.0006403228531596
1973-11-01 02:00:00+00:00,-0.0004458928370180198
1973-11-02 02:00:00+00:00,-9.851120817839574e-05
1973-11-05 02:00:00+00:00,0.0006118064507921776
1973-11-07 02:00:00+00:00,0.0013091621086866443
1973-11-08 02:00:00+00:00,0.002524997809625325
1973-11-09 02:00:00+00:00,0.0037499069113172802
1973-11-12 02:00:00+00:00,0.005030552617636488
1973-11-13 02:00:00+00:00,0.006067512703724915
1973-11-14 02:00:00+00:00,0.007035774184109984
1973-11-15 02:00:00+00:00,0.007599621230920566
1973-11-16 02:00:00+00:00,0.007100584189490511
1973-11-19 02:00:00+00:00,0.006780422762910709
1973-11-20 02:00:00+00:00,0.006722093758068234
1973-11-21 02:00:00+00:00,0.0071135461905666155
1973-11-23 02:00:00+00:00,0.007619064232534722
1973-11-26 02:00:00+00:00,0.006779126562803097
1973-11-27 02:00:00+00:00,0.0056514324691819325
1973-11-28 02:00:00+00:00,0.005044810818820201
1973-11-29 02:00:00+00:00,0.004956669211502685
1973-11-30 02:00:00+00:00,0.00516665362893559
1973-12-03 02:00:00+00:00,0.004570401579434745
1973-12-04 02:00:00+00:00,0.003546403494422422
1973-12-05 02:00:00+00:00,0.0025677724131764686
1973-12-06 02:00:00+00:00,0.0021076213749747293
