time,asofdate,pointForecast,close,forecastday,product_name,MA_20,MA_50,MA_200,MA_diff_20,MA_diff_50,MA_diff_200
2008-10-15 22:00:00+00:00,2008-10-15 22:00:00+00:00,15.4,15.4,1,milk_iv,15.997499999999999,16.436,16.25635,-0.042500000000000426,-0.03400000000000247,-0.022749999999998494
2008-10-16 22:00:00+00:00,2008-10-16 22:00:00+00:00,15.4,15.4,2,milk_iv,15.955000000000002,16.402,16.2336,-0.042499999999996874,-0.03399999999999892,-0.022750000000002046
2008-10-19 22:00:00+00:00,2008-10-19 22:00:00+00:00,15.4,15.4,3,milk_iv,15.9125,16.368,16.21085,-0.0425000000000022,-0.03400000000000247,-0.022749999999998494
2008-10-20 22:00:00+00:00,2008-10-20 22:00:00+00:00,15.4,15.4,4,milk_iv,15.870000000000001,16.334,16.1881,-0.04249999999999865,-0.03399999999999892,-0.022750000000002046
2008-10-21 22:00:00+00:00,2008-10-21 22:00:00+00:00,15.4,15.4,5,milk_iv,15.8275,16.3,16.16535,-0.042500000000000426,-0.03399999999999892,-0.022749999999998494
2008-10-22 22:00:00+00:00,2008-10-22 22:00:00+00:00,15.4,15.4,1,milk_iv,15.785000000000002,16.266000000000002,16.1426,-0.04249999999999865,-0.03399999999999892,-0.022749999999998494
2008-10-23 22:00:00+00:00,2008-10-23 22:00:00+00:00,15.4,15.4,2,milk_iv,15.742500000000001,16.232,16.11985,-0.042500000000000426,-0.03400000000000247,-0.022750000000002046
2008-10-26 22:00:00+00:00,2008-10-26 22:00:00+00:00,15.4,15.4,3,milk_iv,15.7,16.198,16.0971,-0.0425000000000022,-0.03399999999999892,-0.022749999999998494
2008-10-27 22:00:00+00:00,2008-10-27 22:00:00+00:00,13.5,13.5,4,milk_iv,15.567499999999999,16.125999999999998,16.06485,-0.13250000000000028,-0.07200000000000273,-0.03225000000000122
2008-10-28 22:00:00+00:00,2008-10-28 22:00:00+00:00,13.5,13.5,5,milk_iv,15.434999999999999,16.054,16.0326,-0.13250000000000028,-0.07199999999999918,-0.03225000000000122
2008-10-29 22:00:00+00:00,2008-10-29 22:00:00+00:00,13.44534188723135,13.5,1,milk_iv,15.302499999999998,15.982000000000001,16.00035,-0.13250000000000028,-0.0719999999999974,-0.03224999999999767
2008-10-30 22:00:00+00:00,2008-10-30 22:00:00+00:00,13.446274578933881,13.5,2,milk_iv,15.169999999999998,15.91,15.97835,-0.13250000000000028,-0.07200000000000095,-0.02200000000000024
2008-11-02 23:00:00+00:00,2008-11-02 23:00:00+00:00,13.44717701023326,13.5,3,milk_iv,15.0375,15.838,15.95635,-0.1324999999999985,-0.07200000000000095,-0.02200000000000024
2008-11-03 23:00:00+00:00,2008-11-03 23:00:00+00:00,13.44805016096593,13.5,4,milk_iv,14.904999999999998,15.765999999999998,15.93435,-0.13250000000000206,-0.07200000000000095,-0.02200000000000024
2008-11-04 23:00:00+00:00,2008-11-04 23:00:00+00:00,13.448894979364999,13.5,5,milk_iv,14.772499999999999,15.693999999999999,15.91285,-0.1324999999999985,-0.07199999999999918,-0.02149999999999963
2008-11-05 23:00:00+00:00,2008-11-05 23:00:00+00:00,13.458019524656997,13.5,1,milk_iv,14.64,15.622,15.89135,-0.1324999999999985,-0.07199999999999918,-0.021500000000001407
2008-11-06 23:00:00+00:00,2008-11-06 23:00:00+00:00,13.458581645696267,13.5,2,milk_iv,14.544999999999998,15.55,15.86985,-0.09500000000000242,-0.07199999999999918,-0.02149999999999963
2008-11-09 23:00:00+00:00,2008-11-09 23:00:00+00:00,13.459125364153344,13.5,3,milk_iv,14.45,15.48,15.84835,-0.09499999999999886,-0.07000000000000028,-0.02149999999999963
2008-11-10 23:00:00+00:00,2008-11-10 23:00:00+00:00,13.459651281779301,13.5,4,milk_iv,14.354999999999999,15.425,15.82685,-0.09500000000000064,-0.054999999999999716,-0.02149999999999963
2008-11-11 23:00:00+00:00,2008-11-11 23:00:00+00:00,13.46015998069405,13.5,5,milk_iv,14.26,15.37,15.80535,-0.09499999999999886,-0.05500000000000149,-0.02149999999999963
2008-11-12 23:00:00+00:00,2008-11-12 23:00:00+00:00,13.475638780348751,13.5,1,milk_iv,14.165000000000001,15.315,15.78385,-0.09499999999999886,-0.054999999999999716,-0.021500000000001407
2008-11-13 23:00:00+00:00,2008-11-13 23:00:00+00:00,13.475926071761155,13.5,2,milk_iv,14.069999999999999,15.26,15.76235,-0.09500000000000242,-0.054999999999999716,-0.02149999999999963
2008-11-16 23:00:00+00:00,2008-11-16 23:00:00+00:00,13.476094513903943,13.5,3,milk_iv,13.975,15.205,15.74085,-0.09499999999999886,-0.054999999999999716,-0.02149999999999963
2008-11-17 23:00:00+00:00,2008-11-17 23:00:00+00:00,13.47619327271039,13.5,4,milk_iv,13.879999999999999,15.15,15.719349999999999,-0.09500000000000064,-0.054999999999999716,-0.021500000000001407
2008-11-18 23:00:00+00:00,2008-11-18 23:00:00+00:00,13.476251175451873,13.5,5,milk_iv,13.785,15.095,15.69785,-0.09499999999999886,-0.054999999999999716,-0.021499999999997854
2008-11-19 23:00:00+00:00,2008-11-19 23:00:00+00:00,13.490104529649463,13.5,1,milk_iv,13.689999999999998,15.04,15.67635,-0.09500000000000242,-0.05500000000000149,-0.021500000000001407
2008-11-20 23:00:00+00:00,2008-11-20 23:00:00+00:00,13.46233700640034,13.5,2,milk_iv,13.594999999999999,14.985,15.65485,-0.09499999999999886,-0.054999999999999716,-0.02149999999999963
2008-11-23 23:00:00+00:00,2008-11-23 23:00:00+00:00,13.4892592567756,13.5,3,milk_iv,13.5,14.93,15.63335,-0.09499999999999886,-0.054999999999999716,-0.02149999999999963
2008-11-24 23:00:00+00:00,2008-11-24 23:00:00+00:00,13.463154937460818,13.5,4,milk_iv,13.5,14.875,15.611849999999999,0.0,-0.054999999999999716,-0.021500000000001407
2008-11-25 23:00:00+00:00,2008-11-25 23:00:00+00:00,13.488464661121274,13.5,5,milk_iv,13.5,14.82,15.60035,0.0,-0.054999999999999716,-0.011499999999998067
2008-11-27 23:00:00+00:00,2008-11-27 23:00:00+00:00,13.477317006769237,13.5,1,milk_iv,13.5,14.765,15.58885,0.0,-0.054999999999999716,-0.011499999999999844
2008-11-30 23:00:00+00:00,2008-11-30 23:00:00+00:00,13.47751905375081,13.5,2,milk_iv,13.5,14.71,15.57735,0.0,-0.054999999999999716,-0.01150000000000162
2008-12-01 23:00:00+00:00,2008-12-01 23:00:00+00:00,13.477629495253213,13.0,3,milk_iv,13.475,14.645,15.56335,-0.025000000000000355,-0.06500000000000128,-0.013999999999999346
2008-12-02 23:00:00+00:00,2008-12-02 23:00:00+00:00,13.477689863694488,13.0,4,milk_iv,13.45,14.58,15.5496,-0.025000000000000355,-0.0649999999999995,-0.013749999999999929
2008-12-03 23:00:00+00:00,2008-12-03 23:00:00+00:00,13.477722861599732,12.5,5,milk_iv,13.4,14.505,15.53335,-0.049999999999998934,-0.07499999999999929,-0.01624999999999943
2008-12-04 23:00:00+00:00,2008-12-04 23:00:00+00:00,12.507750548450886,12.5,1,milk_iv,13.35,14.43,15.517100000000001,-0.05000000000000071,-0.07500000000000107,-0.01624999999999943
2008-12-07 23:00:00+00:00,2008-12-07 23:00:00+00:00,12.444156543577297,12.5,2,milk_iv,13.3,14.355,15.50085,-0.049999999999998934,-0.07499999999999929,-0.016250000000001208
2008-12-08 23:00:00+00:00,2008-12-08 23:00:00+00:00,12.506946017639443,12.5,3,milk_iv,13.25,14.28,15.485850000000001,-0.05000000000000071,-0.07500000000000107,-0.014999999999998792
2008-12-09 23:00:00+00:00,2008-12-09 23:00:00+00:00,12.444946933409026,12.5,4,milk_iv,13.2,14.207,15.47095,-0.05000000000000071,-0.07299999999999862,-0.014900000000000801
2008-12-10 23:00:00+00:00,2008-12-10 23:00:00+00:00,12.506161713704333,12.5,5,milk_iv,13.15,14.133999999999999,15.456199999999999,-0.049999999999998934,-0.07300000000000217,-0.014750000000001151
2008-12-11 23:00:00+00:00,2008-12-11 23:00:00+00:00,12.447762882835606,11.75,1,milk_iv,13.0625,14.046,15.43795,-0.08750000000000036,-0.08799999999999919,-0.018249999999998323
2008-12-14 23:00:00+00:00,2008-12-14 23:00:00+00:00,12.502958771264664,11.5,2,milk_iv,12.9625,13.953,15.41845,-0.09999999999999964,-0.09299999999999997,-0.01950000000000074
2008-12-15 23:00:00+00:00,2008-12-15 23:00:00+00:00,12.448448621414986,11.5,3,milk_iv,12.8625,13.86,15.39895,-0.09999999999999964,-0.09299999999999997,-0.01950000000000074
2008-12-16 23:00:00+00:00,2008-12-16 23:00:00+00:00,12.502278605145744,11.5,4,milk_iv,12.7625,13.767000000000001,15.379449999999999,-0.10000000000000142,-0.0929999999999982,-0.01950000000000074
2008-12-17 23:00:00+00:00,2008-12-17 23:00:00+00:00,12.449117426552457,11.5,5,milk_iv,12.6625,13.674,15.35995,-0.09999999999999964,-0.09300000000000175,-0.019499999999998963
2008-12-18 23:00:00+00:00,2008-12-18 23:00:00+00:00,11.451628494172342,11.5,1,milk_iv,12.5625,13.581,15.34045,-0.09999999999999964,-0.09299999999999997,-0.019499999999998963
2008-12-21 23:00:00+00:00,2008-12-21 23:00:00+00:00,11.452110592795599,11.5,2,milk_iv,12.4625,13.503,15.32095,-0.09999999999999964,-0.0779999999999994,-0.01950000000000074
2008-12-22 23:00:00+00:00,2008-12-22 23:00:00+00:00,11.452580697292447,11.5,3,milk_iv,12.3625,13.425,15.30435,-0.09999999999999964,-0.0779999999999994,-0.016600000000000392
2008-12-23 23:00:00+00:00,2008-12-23 23:00:00+00:00,11.45303910558972,11.5,4,milk_iv,12.2625,13.347000000000001,15.28775,-0.10000000000000142,-0.0779999999999994,-0.016599999999998616
2008-12-25 23:00:00+00:00,2008-12-25 23:00:00+00:00,11.453486108237309,11.5,5,milk_iv,12.1625,13.268999999999998,15.27115,-0.09999999999999964,-0.07800000000000296,-0.016600000000000392
2008-12-28 23:00:00+00:00,2008-12-28 23:00:00+00:00,11.458729405262355,10.6,1,milk_iv,12.0175,13.173,15.250049999999998,-0.14499999999999957,-0.09599999999999831,-0.02110000000000234
2008-12-29 23:00:00+00:00,2008-12-29 23:00:00+00:00,11.459052935771794,10.6,2,milk_iv,11.872499999999999,13.077,15.22895,-0.14500000000000135,-0.09600000000000009,-0.021099999999998786
2008-12-30 23:00:00+00:00,2008-12-30 23:00:00+00:00,11.459368260421806,10.6,3,milk_iv,11.7525,12.981000000000002,15.20785,-0.11999999999999922,-0.09599999999999831,-0.021099999999998786
2009-01-01 23:00:00+00:00,2009-01-01 23:00:00+00:00,11.459675587124018,10.6,4,milk_iv,11.632499999999999,12.885,15.18675,-0.120000000000001,-0.09600000000000186,-0.021100000000000563
2009-01-04 23:00:00+00:00,2009-01-04 23:00:00+00:00,11.459975118533112,10.2,5,milk_iv,11.5175,12.780999999999999,15.16365,-0.11499999999999844,-0.10400000000000098,-0.023099999999999454
2009-01-05 23:00:00+00:00,2009-01-05 23:00:00+00:00,10.173482269954933,10.2,1,milk_iv,11.4025,12.677,15.140550000000001,-0.11500000000000021,-0.1039999999999992,-0.023099999999999454
2009-01-06 23:00:00+00:00,2009-01-06 23:00:00+00:00,10.173139063704488,10.2,2,milk_iv,11.2875,12.573,15.120550000000001,-0.11500000000000021,-0.1039999999999992,-0.019999999999999574
2009-01-07 23:00:00+00:00,2009-01-07 23:00:00+00:00,10.172993589468964,10.0,3,milk_iv,11.1625,12.465,15.099549999999999,-0.125,-0.10800000000000054,-0.021000000000002572
2009-01-08 23:00:00+00:00,2009-01-08 23:00:00+00:00,10.172931926704925,9.9,4,milk_iv,11.032499999999999,12.392999999999999,15.078050000000001,-0.13000000000000078,-0.07200000000000095,-0.021499999999997854
2009-01-11 23:00:00+00:00,2009-01-11 23:00:00+00:00,10.172905789301577,9.8,5,milk_iv,10.897499999999999,12.319,15.05605,-0.1349999999999998,-0.07399999999999807,-0.02200000000000024
2009-01-12 23:00:00+00:00,2009-01-12 23:00:00+00:00,9.772480362936665,9.8,1,milk_iv,10.8,12.245,15.03405,-0.09749999999999837,-0.07400000000000162,-0.02200000000000024
2009-01-13 23:00:00+00:00,2009-01-13 23:00:00+00:00,9.77240360704074,9.8,2,milk_iv,10.715,12.171000000000001,15.012050000000002,-0.08500000000000085,-0.07399999999999807,-0.021999999999998465
2009-01-14 23:00:00+00:00,2009-01-14 23:00:00+00:00,9.772395982030703,9.8,3,milk_iv,10.629999999999999,12.097000000000001,14.990049999999998,-0.08500000000000085,-0.07399999999999984,-0.022000000000003794
2009-01-15 23:00:00+00:00,2009-01-15 23:00:00+00:00,9.772395224551381,9.8,4,milk_iv,10.544999999999998,12.023,14.96805,-0.08500000000000085,-0.07400000000000162,-0.021999999999998465
2009-01-18 23:00:00+00:00,2009-01-18 23:00:00+00:00,9.77239514930228,9.8,5,milk_iv,10.459999999999999,11.949000000000002,14.94605,-0.08499999999999908,-0.07399999999999807,-0.02200000000000024
2009-01-20 23:00:00+00:00,2009-01-20 23:00:00+00:00,9.77620353653135,9.8,1,milk_iv,10.375,11.875,14.92405,-0.08499999999999908,-0.07400000000000162,-0.02200000000000024
2009-01-21 23:00:00+00:00,2009-01-21 23:00:00+00:00,9.776732597110042,9.8,2,milk_iv,10.29,11.801000000000002,14.902050000000001,-0.08500000000000085,-0.07399999999999807,-0.021999999999998465
2009-01-22 23:00:00+00:00,2009-01-22 23:00:00+00:00,9.776203623009746,9.8,3,milk_iv,10.205,11.727,14.880049999999999,-0.08499999999999908,-0.07400000000000162,-0.022000000000002018
2009-01-25 23:00:00+00:00,2009-01-25 23:00:00+00:00,9.776732510641102,9.8,4,milk_iv,10.120000000000001,11.652999999999999,14.85805,-0.08499999999999908,-0.07400000000000162,-0.021999999999998465
2009-01-26 23:00:00+00:00,2009-01-26 23:00:00+00:00,9.776203709459875,10.1,5,milk_iv,10.05,11.585,14.83755,-0.07000000000000028,-0.06799999999999784,-0.020500000000000185
2009-01-27 23:00:00+00:00,2009-01-27 23:00:00+00:00,10.067300670595326,10.1,1,milk_iv,10.025,11.517000000000001,14.81415,-0.025000000000000355,-0.06799999999999962,-0.02340000000000053
2009-01-28 23:00:00+00:00,2009-01-28 23:00:00+00:00,10.067493128644644,10.1,2,milk_iv,10.0,11.449000000000002,14.790749999999997,-0.025000000000000355,-0.06799999999999962,-0.023400000000002308
2009-01-29 23:00:00+00:00,2009-01-29 23:00:00+00:00,10.067680687060362,10.1,3,milk_iv,9.975,11.381000000000002,14.76735,-0.025000000000000355,-0.06799999999999962,-0.02339999999999698
2009-02-01 23:00:00+00:00,2009-02-01 23:00:00+00:00,10.067863470490394,10.1,4,milk_iv,9.95,11.312999999999999,14.74395,-0.025000000000000355,-0.06800000000000317,-0.02340000000000053
2009-02-02 23:00:00+00:00,2009-02-02 23:00:00+00:00,10.068041600416006,10.1,5,milk_iv,9.945,11.245,14.720550000000001,-0.004999999999999005,-0.06799999999999962,-0.023399999999998755
2009-02-03 23:00:00+00:00,2009-02-03 23:00:00+00:00,10.072415965073679,10.1,1,milk_iv,9.940000000000001,11.177,14.697149999999999,-0.004999999999999005,-0.06799999999999962,-0.023400000000002308
2009-02-04 23:00:00+00:00,2009-02-04 23:00:00+00:00,10.072483774583917,10.1,2,milk_iv,9.935,11.109000000000002,14.67375,-0.005000000000000782,-0.06799999999999784,-0.023399999999998755
2009-02-05 23:00:00+00:00,2009-02-05 23:00:00+00:00,10.072549703379378,10.1,3,milk_iv,9.94,11.041000000000002,14.650350000000001,0.004999999999999005,-0.06799999999999962,-0.023399999999998755
