,No._Trades,relative_Pnl,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,2599,2.027953634890051,0.7936874518860662,-65.75,108.25,1.617157428791378,105.29419729892672,10.261296082801953,,
