,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close
0,2016-05-26 23:10:00+00:00,-1736.7537343025629,-1726.1654470400285,-1732.4932268762227,0.004091790452348232,5.823194044058246e-05,0.9494451318117473,5,True,252,1000,1,0,0 days 00:00:00.197531,nz_milk,0.06405013175973216
1,2016-06-02 23:10:00+00:00,-1756.0163407956397,-1745.4280535331054,-1751.7558333692996,0.003873957694763911,5.3804471888511585e-05,0.94426966712061,5,True,252,1000,1,0,0 days 00:00:00.145017,nz_milk,0.06165826162465276
2,2016-06-12 23:10:00+00:00,-1756.0163407956443,-1745.42805353311,-1751.7558333693041,0.0038739576671696476,5.380447189880944e-05,0.9442696673013375,5,True,252,1000,1,0,0 days 00:00:00.217998,nz_milk,0.06165826166183533
3,2016-06-19 23:10:00+00:00,-1756.0163407956406,-1745.4280535331063,-1751.7558333693005,0.0038739576309742294,5.38044719076629e-05,0.944269667456716,5,True,252,1000,1,0,0 days 00:00:00.112056,nz_milk,0.06165826169306943
4,2016-06-26 23:10:00+00:00,-1756.0163407956402,-1745.4280535331059,-1751.7558333693,0.0038739577020588042,5.380447188871838e-05,0.9442696671242394,5,True,252,1000,1,0,0 days 00:00:00.153992,nz_milk,0.06165826162472288
5,2016-07-03 23:10:00+00:00,-1761.3552184508003,-1750.766931188266,-1757.0947110244601,0.0037588636970132135,5.2700040952864425e-05,0.9398796037934166,5,True,252,1000,1,0,0 days 00:00:00.150537,nz_milk,0.061825701507903494
6,2016-07-10 23:10:00+00:00,-1771.6302011576763,-1761.041913895142,-1767.3696937313362,0.0036243782166544133,5.058054780910373e-05,0.9343010057507294,5,True,252,1000,1,0,0 days 00:00:00.128973,nz_milk,0.061480314445103185
7,2016-07-17 23:10:00+00:00,-1773.1597172221723,-1762.571429959638,-1768.8992097958321,0.0035683582740517776,5.0269547548561765e-05,0.9331308719577475,5,True,252,1000,1,0,0 days 00:00:00.096027,nz_milk,0.061387216230797764
8,2016-07-24 23:10:00+00:00,-1781.04904124854,-1770.4607539860058,-1776.7885338222,0.003456726654483538,4.8714597408101614e-05,0.9322228990810836,5,True,252,1000,1,0,0 days 00:00:00.138350,nz_milk,0.06131646776524594
9,2016-07-31 23:10:00+00:00,-1781.0490412485374,-1770.460753986003,-1776.7885338221972,0.003456726646182,4.871459741225248e-05,0.9322228991605165,5,True,252,1000,1,0,0 days 00:00:00.121010,nz_milk,0.0613164677824021
10,2016-08-07 23:10:00+00:00,-1783.5748032720298,-1772.9865160094955,-1779.3142958456897,0.003395719748347881,4.8247092012683016e-05,0.9300432008523398,5,True,252,1000,1,0,0 days 00:00:00.132996,nz_milk,0.06145857374758764
