time,asofdate,pointForecast,resid,forecastday,product_name,MA_50,MA_diff_50
2004-09-13 22:00:00+00:00,2004-09-13 22:00:00+00:00,0.9840448704970743,0.9954019231424592,1,CL1,0.9655227897705626,0.0022907259860259765
2004-09-14 22:00:00+00:00,2004-09-14 22:00:00+00:00,0.985426816951183,0.9798941428517136,2,CL1,0.9668725059756299,0.0013497162050672973
2004-09-15 22:00:00+00:00,2004-09-15 22:00:00+00:00,0.9858063780257657,0.9809946362286568,3,CL1,0.9684869787080039,0.0016144727323740282
2004-09-16 22:00:00+00:00,2004-09-16 22:00:00+00:00,0.9859105594665772,1.019955434464065,4,CL1,0.970438655789334,0.0019516770813300388
2004-09-19 22:00:00+00:00,2004-09-19 22:00:00+00:00,0.9859391499650332,1.0249284017445142,5,CL1,0.9728255357572972,0.0023868799679632735
2004-09-20 22:00:00+00:00,2004-09-20 22:00:00+00:00,1.0232656249323375,1.0492860512238218,1,CL1,0.9759139179852712,0.003088382227973918
2004-09-21 22:00:00+00:00,2004-09-21 22:00:00+00:00,1.024639802498883,1.092269665624115,2,CL1,0.9797713164529275,0.0038573984676563144
2004-09-22 22:00:00+00:00,2004-09-22 22:00:00+00:00,1.0251546280726385,1.0834482937632643,3,CL1,0.9828452326284761,0.003073916175548641
2004-09-23 22:00:00+00:00,2004-09-23 22:00:00+00:00,1.0253473924601502,1.0881652414252367,4,CL1,0.9861620877186396,0.0033168550901634397
2004-09-26 22:00:00+00:00,2004-09-26 22:00:00+00:00,1.0254195529879317,1.1122225392423155,5,CL1,0.9898359011100543,0.003673813391414704
2004-09-27 22:00:00+00:00,2004-09-27 22:00:00+00:00,1.1110114472486254,1.1062305775987642,1,CL1,0.9934163421130132,0.003580441002958956
2004-09-28 22:00:00+00:00,2004-09-28 22:00:00+00:00,1.1128213480116038,1.103022729415698,2,CL1,0.9972456855210712,0.0038293434080579614
2004-09-29 22:00:00+00:00,2004-09-29 22:00:00+00:00,1.1131690197979782,1.1112901393901786,3,CL1,1.0012535709379378,0.004007885416866586
2004-09-30 22:00:00+00:00,2004-09-30 22:00:00+00:00,1.113235753272838,1.1219803451772798,4,CL1,1.0051532718754632,0.003899700937525452
2004-10-03 22:00:00+00:00,2004-10-03 22:00:00+00:00,1.1132485604288014,1.1162823479406574,5,CL1,1.0087958536154853,0.0036425817400220772
2004-10-04 22:00:00+00:00,2004-10-04 22:00:00+00:00,1.1173731178211888,1.142456447031085,1,CL1,1.0130408026716378,0.004244949056152469
2004-10-05 22:00:00+00:00,2004-10-05 22:00:00+00:00,1.1171767013771834,1.1547109041895756,2,CL1,1.0173567357493334,0.004315933077695622
2004-10-06 22:00:00+00:00,2004-10-06 22:00:00+00:00,1.117132253133636,1.1672041404255458,3,CL1,1.0216099892585633,0.004253253509229893
2004-10-07 22:00:00+00:00,2004-10-07 22:00:00+00:00,1.117122193837748,1.175121459411855,4,CL1,1.0261639274904841,0.004553938231920851
2004-10-10 22:00:00+00:00,2004-10-10 22:00:00+00:00,1.1171199172271193,1.1720416545488108,5,CL1,1.0303276709599083,0.004163743469424164
