,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.resid,ar.L2.resid,ma.L1.resid,ma.L2.resid
0,1991-04-02 23:00:00+00:00,-1146.6439035683366,-1125.467329043268,-1138.1228887156562,0.014352586203162458,0.0005899248367646334,5,True,252,1000,2,2,0 days 00:00:00.742100,NG1,0.3811838199690038,0.27167738481690057,0.3728419623468473,0.31340229921177004
1,1991-04-09 22:00:00+00:00,-1147.3096909933925,-1126.1331164683238,-1138.7886761407121,0.014062398586708208,0.0005881883750786551,5,True,252,1000,2,2,0 days 00:00:00.733241,NG1,0.4495965583290592,0.2972836094539214,0.43880448151241075,0.3179268854274975
2,1991-04-16 22:00:00+00:00,-1150.7544808077864,-1129.5779062827178,-1142.233465955106,0.013883126015473235,0.0005812277039449857,5,True,252,1000,2,2,0 days 00:00:01.018643,NG1,0.6095267661597,0.30782384517010486,0.6050031090930444,0.42902212990233063
3,1991-04-23 22:00:00+00:00,-1228.4325186104156,-1207.255944085347,-1219.9115037577353,0.013329346036225126,0.00042648794397198513,5,True,252,1000,2,2,0 days 00:00:00.623833,NG1,0.40443946092865035,0.6040317313511887,0.279361739578138,0.7477598229440591
4,1991-04-30 22:00:00+00:00,-1213.1606054880585,-1191.98403096299,-1204.6395906353782,0.013884728033242578,0.0004530966823297165,5,True,252,1000,2,2,0 days 00:00:00.667295,NG1,0.05342313474415878,0.0809554275760646,0.06352155579785533,0.052544331471599814
5,1991-05-07 22:00:00+00:00,-1208.2229676151178,-1187.0463930900492,-1199.7019527624375,0.013704527268919783,0.0004619988393228083,5,True,252,1000,2,2,0 days 00:00:00.600139,NG1,0.4376982884737839,0.8100807520302225,0.4144724415183816,0.9248874059032508
6,1991-05-14 22:00:00+00:00,-1205.2752524902826,-1184.098677965214,-1196.7542376376023,0.013615616517577924,0.00046956426446071017,5,True,252,1000,2,2,0 days 00:00:00.900127,NG1,0.033369172712042906,0.027118167921108296,0.015870518937828877,0.021773995416981645
7,1991-05-21 22:00:00+00:00,-1226.962802827552,-1205.7862283024833,-1218.4417879748717,0.0134913326175043,0.00042874033891135297,5,True,252,1000,2,2,0 days 00:00:00.658604,NG1,0.6256852932437174,0.3268011897446604,0.6215068908921462,0.3770865895017006
8,1991-05-29 22:00:00+00:00,-1210.8754063934184,-1189.6988318683498,-1202.354391540738,0.014009076876616575,0.00045697257917891467,5,True,252,1000,2,2,0 days 00:00:00.591072,NG1,0.1891714384480238,0.18828240491079434,0.15385460704746381,0.15414530104534438
9,1991-06-05 22:00:00+00:00,-1212.3675352933042,-1191.1909607682355,-1203.8465204406239,0.013802759354012305,0.0004543484229057601,5,True,252,1000,2,2,0 days 00:00:00.925056,NG1,0.20814377988752714,0.2080233150612311,0.1756222482271431,0.1755857084233995
