time,asofdate,pointForecast,resid,forecastday,product_name,MA_50,MA_diff_50
1975-03-05 08:15:00+00:00,1975-03-05 08:15:00+00:00,-6.603052802008332,-7.593730719316736,1,SOYB,-2.0124258114706572,-0.17120972374068688
1975-03-06 08:15:00+00:00,1975-03-06 08:15:00+00:00,-6.623639003835099,-7.8155702884777245,2,SOYB,-2.20811819299668,-0.19569238152602297
1975-03-07 08:15:00+00:00,1975-03-07 08:15:00+00:00,-6.61709138313609,-7.341720677204644,3,SOYB,-2.4116357152337495,-0.20351752223706931
1975-03-10 08:15:00+00:00,1975-03-10 08:15:00+00:00,-6.619170999534177,-7.023500722556118,4,SOYB,-2.610770741486314,-0.19913502625256463
1975-03-11 08:15:00+00:00,1975-03-11 08:15:00+00:00,-6.618510190381514,-7.41514390363807,5,SOYB,-2.836291012312899,-0.22552027082658466
1975-03-12 08:15:00+00:00,1975-03-12 08:15:00+00:00,-7.593262991355394,-8.799330816498461,1,SOYB,-3.0967365640554214,-0.2604455517425226
1975-03-13 08:15:00+00:00,1975-03-13 08:15:00+00:00,-7.623871378613547,-9.140746025439176,2,SOYB,-3.3519196296328433,-0.2551830655774219
1975-03-14 08:15:00+00:00,1975-03-14 08:15:00+00:00,-7.6127246674683855,-9.916117340631908,3,SOYB,-3.6222907432072406,-0.27037111357439736
1975-03-17 08:15:00+00:00,1975-03-17 08:15:00+00:00,-7.616776908446352,-10.336167956116205,4,SOYB,-3.896997607847938,-0.2747068646406974
1975-03-18 08:15:00+00:00,1975-03-18 08:15:00+00:00,-7.615302833718274,-10.140837133310908,5,SOYB,-4.1678933173420525,-0.27089570949411446
1975-03-19 08:15:00+00:00,1975-03-19 08:15:00+00:00,-10.379188293814389,-10.25343269534524,1,SOYB,-4.408355298195903,-0.2404619808538504
1975-03-20 08:15:00+00:00,1975-03-20 08:15:00+00:00,-10.407434541768907,-10.396875763048504,2,SOYB,-4.64181310799641,-0.23345780980050712
1975-03-21 08:15:00+00:00,1975-03-21 08:15:00+00:00,-10.397047073329432,-10.61192070959856,3,SOYB,-4.873257688090352,-0.23144458009394242
1975-03-24 08:15:00+00:00,1975-03-24 08:15:00+00:00,-10.400862545515983,-9.952540648050135,4,SOYB,-5.054751232760205,-0.1814935446698529
1975-03-25 08:15:00+00:00,1975-03-25 08:15:00+00:00,-10.399460460187736,-10.118090534671452,5,SOYB,-5.2347538571730645,-0.1800026244128592
1975-03-26 08:15:00+00:00,1975-03-26 08:15:00+00:00,-10.406642959398894,-10.235687311477417,1,SOYB,-5.394466684317812,-0.15971282714474722
1975-03-27 08:15:00+00:00,1975-03-27 08:15:00+00:00,-10.337944336850088,-10.713577253168374,2,SOYB,-5.589664079476272,-0.19519739515846002
1975-03-31 08:15:00+00:00,1975-03-31 08:15:00+00:00,-10.361287748798096,-11.793235902342335,3,SOYB,-5.795820347022973,-0.20615626754670124
1975-04-01 08:15:00+00:00,1975-04-01 08:15:00+00:00,-10.35333251942841,-13.249866935708068,4,SOYB,-6.01389843001212,-0.21807808298914733
1975-04-02 08:15:00+00:00,1975-04-02 08:15:00+00:00,-10.356040890547302,-15.03369063185318,5,SOYB,-6.256948977334224,-0.2430505473221034
1975-04-03 08:15:00+00:00,1975-04-03 08:15:00+00:00,-15.454803170148514,-15.03129672190826,1,SOYB,-6.494575720531504,-0.23762674319728028
1975-04-04 08:15:00+00:00,1975-04-04 08:15:00+00:00,-15.436973962310809,-16.44128355344643,2,SOYB,-6.7285142952669545,-0.23393857473545054
1975-04-07 08:15:00+00:00,1975-04-07 08:15:00+00:00,-15.432797643001274,-15.447810917864407,3,SOYB,-6.941636649764308,-0.2131223544973535
1975-04-08 08:15:00+00:00,1975-04-08 08:15:00+00:00,-15.431818846863443,-15.582764621568115,4,SOYB,-7.169667089579124,-0.22803043981481608
1975-04-09 08:15:00+00:00,1975-04-09 08:15:00+00:00,-15.431589418912903,-16.434995524345904,5,SOYB,-7.456594892158488,-0.28692780257936423
1975-04-10 08:15:00+00:00,1975-04-10 08:15:00+00:00,-16.67034052152349,-16.258627716806217,1,SOYB,-7.735562575690235,-0.2789676835317465
1975-04-11 08:15:00+00:00,1975-04-11 08:15:00+00:00,-16.722430688244422,-16.742005279636913,2,SOYB,-8.015274844208754,-0.2797122685185194
1975-04-14 08:15:00+00:00,1975-04-14 08:15:00+00:00,-16.73190694228732,-15.97788160238822,3,SOYB,-8.28734399103415,-0.2720691468253964
1975-04-15 08:15:00+00:00,1975-04-15 08:15:00+00:00,-16.73362826650384,-16.1856767412771,4,SOYB,-8.55847625789923,-0.2711322668650791
1975-04-16 08:15:00+00:00,1975-04-16 08:15:00+00:00,-16.733940852635637,-17.376923434398797,5,SOYB,-8.841244371325155,-0.28276811342592545
1975-04-17 08:15:00+00:00,1975-04-17 08:15:00+00:00,-17.611041890994187,-15.638724856356456,1,SOYB,-9.086871371986533,-0.24562700066137744
1975-04-18 08:15:00+00:00,1975-04-18 08:15:00+00:00,-17.627305154483153,-14.552737339822066,2,SOYB,-9.307510128600288,-0.22063875661375576
1975-04-21 08:15:00+00:00,1975-04-21 08:15:00+00:00,-17.630339004943824,-13.85976280278503,3,SOYB,-9.498799397780182,-0.19128926917989375
1975-04-22 08:15:00+00:00,1975-04-22 08:15:00+00:00,-17.630904706258654,-15.06023113942525,4,SOYB,-9.714078027079124,-0.21527862929894148
1975-04-23 08:15:00+00:00,1975-04-23 08:15:00+00:00,-17.631010179947463,-14.702925418525776,5,SOYB,-9.915498339579123,-0.2014203124999998
1975-04-24 08:15:00+00:00,1975-04-24 08:15:00+00:00,-14.95114900074625,-15.342297938367045,1,SOYB,-10.13025176219817,-0.21475342261904729
1975-04-25 08:15:00+00:00,1975-04-25 08:15:00+00:00,-14.926710832273395,-15.745517184398793,2,SOYB,-10.390508384221983,-0.26025662202381206
1975-04-28 08:15:00+00:00,1975-04-28 08:15:00+00:00,-14.922082617215542,-15.148230478049586,3,SOYB,-10.664625257568542,-0.2741168733465589
1975-04-29 08:15:00+00:00,1975-04-29 08:15:00+00:00,-14.921205412592059,-14.061402601065444,4,SOYB,-10.902193585941557,-0.23756832837301545
