,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.resid
23,2014-02-13 14:30:00+00:00,575.7851051249863,586.3733923875207,580.0456125513265,0.43698194800214946,0.5615372052619906,5,True,252,1000,1,0,0 days 00:00:00.048213,SOYB,0.059835078297168186
24,2014-02-21 14:30:00+00:00,534.6177015718268,545.2059888343612,538.878208998167,0.4081994070261266,0.47702782245386893,5,True,252,1000,1,0,0 days 00:00:00.056018,SOYB,0.060721413489068794
25,2014-02-28 14:30:00+00:00,525.6921945690042,536.2804818315385,529.9527019953443,0.40123738125777253,0.46462260258207416,5,True,252,1000,1,0,0 days 00:00:00.047988,SOYB,0.06271230912720681
26,2014-03-07 14:30:00+00:00,478.96133302388796,489.5496202864222,483.2218404502281,0.3658355207697617,0.3824176862502908,5,True,252,1000,1,0,0 days 00:00:00.040001,SOYB,0.06128941156809584
27,2014-03-14 13:30:00+00:00,477.0819844808252,487.6702717433595,481.34249190716537,0.36271943619589475,0.3796053398996784,5,True,252,1000,1,0,0 days 00:00:00.040034,SOYB,0.06133617453998134
28,2014-03-21 13:30:00+00:00,475.3069428190124,485.8952300815467,479.5674502453526,0.3575823835863257,0.3769131113591582,5,True,252,1000,1,0,0 days 00:00:00.039973,SOYB,0.061284647055389704
29,2014-03-28 13:30:00+00:00,473.693655865089,484.28194312762326,477.95416329142915,0.35252511459035063,0.37455193635326006,5,True,252,1000,1,0,0 days 00:00:00.031988,SOYB,0.06145991868121311
30,2014-04-04 13:30:00+00:00,473.4796204781676,484.06790774070186,477.74012790450774,0.3522563835888401,0.3742008736254383,5,True,252,1000,1,0,0 days 00:00:00.040004,SOYB,0.06144467247050902
31,2014-04-11 13:30:00+00:00,473.06333427205834,483.6516215345926,477.3238416983985,0.35065047464123117,0.37360071211086254,5,True,252,1000,1,0,0 days 00:00:00.031994,SOYB,0.06146243491033817
32,2014-04-22 13:30:00+00:00,471.48490067077,482.07318793330427,475.74540809711016,0.3464527853814278,0.3712559169956641,5,True,252,1000,1,0,0 days 00:00:00.032004,SOYB,0.06149234060806989
33,2014-04-29 13:30:00+00:00,485.91637693418284,496.5046641967171,490.176884360523,0.3604156894497722,0.39314164847507965,5,True,252,1000,1,0,0 days 00:00:00.033683,SOYB,0.06262075573914479
34,2014-05-06 13:30:00+00:00,486.10315602640253,496.6914432889368,490.3636634527427,0.35965026149840557,0.39343691874663067,5,True,252,1000,1,0,0 days 00:00:00.042718,SOYB,0.061839491634234654
35,2014-05-13 13:30:00+00:00,486.1068018790328,496.69508914156705,490.36730930537294,0.3597546777131842,0.39344577681936,5,True,252,1000,1,0,0 days 00:00:00.040037,SOYB,0.061851135356731056
36,2014-05-20 13:30:00+00:00,485.8982385129785,496.48652577551275,490.15874593931864,0.3590058741541483,0.39311883385308805,5,True,252,1000,1,0,0 days 00:00:00.040435,SOYB,0.061850436266996475
37,2014-05-28 13:30:00+00:00,485.508818556885,496.09710581941926,489.76932598322514,0.35681568222699017,0.3925117325239533,5,True,252,1000,1,0,0 days 00:00:00.026158,SOYB,0.06185475687119384
38,2014-06-06 13:30:00+00:00,484.7694069906644,495.35769425319864,489.02991441700453,0.3545834312438006,0.3913755425411502,5,True,252,1000,1,0,0 days 00:00:00.033363,SOYB,0.06185649096591026
39,2014-06-13 13:30:00+00:00,484.36662238341194,494.9549096459462,488.6271298097521,0.35284313337075424,0.3907375961424396,5,True,252,1000,1,0,0 days 00:00:00.033482,SOYB,0.061830389373007125
40,2014-06-23 13:30:00+00:00,484.03776160404044,494.6260488665747,488.2982690303806,0.35178266080131765,0.3902350474722342,5,True,252,1000,1,0,0 days 00:00:00.036264,SOYB,0.06183589673868882
41,2014-06-30 13:30:00+00:00,484.0180034021464,494.60629066468067,488.27851082848656,0.3510471022418997,0.3901970571419638,5,True,252,1000,1,0,0 days 00:00:00.031899,SOYB,0.06182285539779434
42,2014-07-08 13:30:00+00:00,483.90544463312244,494.4937318956567,488.1659520594626,0.35053605285016665,0.3900340891019628,5,True,252,1000,1,0,0 days 00:00:00.048016,SOYB,0.06183662616297814
43,2014-07-15 13:30:00+00:00,458.32197233962086,468.9102596021551,462.582479765961,0.3322975342412785,0.35239143797247724,5,True,252,1000,1,0,0 days 00:00:00.050427,SOYB,0.06244433863041351
44,2014-07-22 13:30:00+00:00,491.7121465397826,502.3004338023169,495.9726539661228,0.35114699933601184,0.40231730846910185,5,True,252,1000,1,0,0 days 00:00:00.041394,SOYB,0.062356650399395405
45,2014-07-29 13:30:00+00:00,503.3334642776217,513.921751540156,507.59397170396187,0.3639086521835442,0.4212994571438931,5,True,252,1000,1,0,0 days 00:00:00.033402,SOYB,0.06297212118289072
46,2014-08-05 13:30:00+00:00,512.2895771664878,522.8778644290221,516.550084592828,0.37103946571897956,0.4367800825074434,5,True,252,1000,1,0,0 days 00:00:00.042567,SOYB,0.06352407175124192
47,2014-08-12 13:30:00+00:00,496.22779693802113,506.8160842005554,500.4883043643613,0.35522517628033734,0.4096011303012948,5,True,252,1000,1,0,0 days 00:00:00.042172,SOYB,0.0626723922665407
48,2014-08-19 13:30:00+00:00,487.2733966674591,497.8616839299934,491.53390409379926,0.3444829630344693,0.39529826582087296,5,True,252,1000,1,0,0 days 00:00:00.032246,SOYB,0.06246242706336369
49,2014-08-26 13:30:00+00:00,487.9567512161183,498.54503847865254,492.21725864245843,0.3448765029807045,0.3963827299134745,5,True,252,1000,1,0,0 days 00:00:00.024097,SOYB,0.06254830520730968
50,2014-09-03 13:30:00+00:00,486.17479632337484,496.7630835859091,490.435303749715,0.34134702081270235,0.39359221867483085,5,True,252,1000,1,0,0 days 00:00:00.031943,SOYB,0.06252803903556156
51,2014-09-10 13:30:00+00:00,484.88785726019603,495.4761445227303,489.1483646865362,0.33725501202166397,0.39162847115399474,5,True,252,1000,1,0,0 days 00:00:00.031964,SOYB,0.06280123085164735
52,2014-09-17 13:30:00+00:00,484.2566257057142,494.8449129682485,488.51713313205437,0.33644300565698315,0.3906184304057941,5,True,252,1000,1,0,0 days 00:00:00.032032,SOYB,0.06306581445050319
53,2014-09-24 13:30:00+00:00,483.285942291443,493.8742295539773,487.54644971778316,0.33553959430480823,0.3891003262048538,5,True,252,1000,1,0,0 days 00:00:00.032001,SOYB,0.06260660134588968
54,2014-10-01 13:30:00+00:00,483.3111907970911,493.8994780596254,487.57169822343127,0.33583919010355723,0.389149700699635,5,True,252,1000,1,0,0 days 00:00:00.024010,SOYB,0.06270642100433985
55,2014-10-08 13:30:00+00:00,393.63015916896535,404.2184464314996,397.8906665953055,0.3128650804742864,0.27262102205755384,5,True,252,1000,1,0,0 days 00:00:00.032220,SOYB,0.062393045871581086
56,2014-10-16 13:30:00+00:00,385.1749584481368,395.7632457106711,389.43546587447696,0.3089092025786836,0.2636255083743378,5,True,252,1000,1,0,0 days 00:00:00.040008,SOYB,0.06271685128783412
57,2014-10-24 13:30:00+00:00,384.51096277897005,395.0992500415043,388.7714702053102,0.3059178690496534,0.2629810167942566,5,True,252,1000,1,0,0 days 00:00:00.040282,SOYB,0.06180567378288358
58,2014-11-03 14:30:00+00:00,384.50640093690475,395.094688199439,388.7669083632449,0.3076335990551624,0.26301559403910324,5,True,252,1000,1,0,0 days 00:00:00.039969,SOYB,0.06267974403338293
59,2014-11-10 14:30:00+00:00,402.36121315780554,412.9495004203398,406.6217205841457,0.31541090191830623,0.2834659753300784,5,True,252,1000,1,0,0 days 00:00:00.048298,SOYB,0.06617511242717329
60,2014-11-17 14:30:00+00:00,433.94485862219136,444.5331458847256,438.2053660485315,0.3215766318823363,0.31986556619958395,5,True,252,1000,1,0,0 days 00:00:00.031959,SOYB,0.06153780164858924
61,2014-11-24 14:30:00+00:00,434.647055136095,445.23534239862926,438.90756256243515,0.3217084915648424,0.3207499480126211,5,True,252,1000,1,0,0 days 00:00:00.040013,SOYB,0.061356083065955774
62,2014-12-02 14:30:00+00:00,435.7267871472608,446.31507440979505,439.98729457360093,0.32422352496908774,0.3221262895803332,5,True,252,1000,1,0,0 days 00:00:00.040005,SOYB,0.0612785690513165
63,2014-12-09 14:30:00+00:00,437.0505728599167,447.638860122451,441.31108028625687,0.32654323782600364,0.3238290321489994,5,True,252,1000,1,0,0 days 00:00:00.031985,SOYB,0.06130125089169018
64,2014-12-16 14:30:00+00:00,461.4866303798551,472.0749176423894,465.74713780619527,0.34309159963463604,0.35676704801779574,5,True,252,1000,1,0,0 days 00:00:00.032000,SOYB,0.06201180428090859
65,2014-12-23 14:30:00+00:00,472.4009679791907,482.98925524172495,476.66147540553084,0.3536946805618024,0.3726159765193691,5,True,252,1000,1,0,0 days 00:00:00.032000,SOYB,0.061605169611720995
66,2014-12-31 14:30:00+00:00,487.85624594873536,498.44453321126963,492.1167533750755,0.3655434294389138,0.3961654264620963,5,True,252,1000,1,0,0 days 00:00:00.032000,SOYB,0.061655822536945494
67,2015-01-08 14:30:00+00:00,489.65255926715975,500.240846529694,493.9130666934999,0.36691823458858774,0.39905603266546646,5,True,252,1000,1,0,0 days 00:00:00.033845,SOYB,0.06171382520383042
68,2015-01-15 14:30:00+00:00,487.88372929909195,498.4720165616262,492.1442367254321,0.3616369527604717,0.3962342216787138,5,True,252,1000,1,0,0 days 00:00:00.031999,SOYB,0.061629008331420224
69,2015-01-26 14:30:00+00:00,484.81872558018847,495.40701284272274,489.0792330065286,0.3584232760015802,0.3914209908808017,5,True,252,1000,1,0,0 days 00:00:00.040000,SOYB,0.061538953421960904
70,2015-02-02 14:30:00+00:00,485.3254565480911,495.91374381062536,489.58596397443125,0.3613272642118897,0.39221847141079674,5,True,252,1000,1,0,0 days 00:00:00.039999,SOYB,0.06158461338882887
71,2015-02-09 14:30:00+00:00,491.53562242556353,502.1239096880978,495.7961298519037,0.36901538452252947,0.40199548177600736,5,True,252,1000,1,0,0 days 00:00:00.024018,SOYB,0.06190244609698064
72,2015-02-17 14:30:00+00:00,495.8760857535759,506.4643730161102,500.1365931799161,0.37805619772429666,0.40897140027748036,5,True,252,1000,1,0,0 days 00:00:00.031991,SOYB,0.06169352355223789
73,2015-02-25 14:30:00+00:00,500.5183890323576,511.1066762948919,504.7788964586978,0.38442890131651974,0.4165715062689822,5,True,252,1000,1,0,0 days 00:00:00.039992,SOYB,0.06134019090217084
74,2015-03-04 14:30:00+00:00,502.2080457832278,512.7963330457621,506.468553209568,0.3892702771602568,0.4194511497377978,5,True,252,1000,1,0,0 days 00:00:00.032001,SOYB,0.06136884864071503
75,2015-03-11 13:30:00+00:00,507.02160979058897,517.6098970531233,511.2821172169291,0.3990310143473413,0.4274555728028744,5,True,252,1000,1,0,0 days 00:00:00.040004,SOYB,0.06150349019884476
76,2015-03-18 13:30:00+00:00,516.5394724515533,527.1277597140876,520.7999798778934,0.4112972022629878,0.44393290086836124,5,True,252,1000,1,0,0 days 00:00:00.040006,SOYB,0.061475650073912036
77,2015-03-25 13:30:00+00:00,524.4683980046399,535.0566852671742,528.72890543098,0.4188966090827973,0.45811975023529494,5,True,252,1000,1,0,0 days 00:00:00.032009,SOYB,0.06149427557522515
78,2015-04-01 13:30:00+00:00,527.8659976415555,538.4542849040898,532.1265050678957,0.4286838367901397,0.46433554473274896,5,True,252,1000,1,0,0 days 00:00:00.039980,SOYB,0.061556211990873515
79,2015-04-09 13:30:00+00:00,531.8437675265114,542.4320547890458,536.1042749528516,0.43574207850991425,0.4717281009446654,5,True,252,1000,1,0,0 days 00:00:00.033258,SOYB,0.061604919712832884
80,2015-04-17 13:30:00+00:00,533.5062602490525,544.0945475115868,537.7667676753927,0.4397428569355323,0.4748543919911374,5,True,252,1000,1,0,0 days 00:00:00.033449,SOYB,0.06165221083716065
81,2015-04-24 13:30:00+00:00,533.9146647087762,544.5029519713105,538.1751721351163,0.44109135057904314,0.47562505776142816,5,True,252,1000,1,0,0 days 00:00:00.048012,SOYB,0.06170071847412018
82,2015-05-04 13:30:00+00:00,534.6148551432486,545.203142405783,538.8753625695888,0.44331473001596106,0.47698315302679795,5,True,252,1000,1,0,0 days 00:00:00.046809,SOYB,0.061708523920706214
83,2015-05-11 13:30:00+00:00,529.5699206069869,540.1582078695212,533.830428033327,0.4333738533469337,0.467503171636264,5,True,252,1000,1,0,0 days 00:00:00.033260,SOYB,0.06151880329001416
84,2015-05-19 13:30:00+00:00,523.050896120735,533.6391833832694,527.3114035470752,0.43003564641993597,0.4555322991958247,5,True,252,1000,1,0,0 days 00:00:00.039967,SOYB,0.06125174672776825
85,2015-05-27 13:30:00+00:00,523.9050474467745,534.4933347093088,528.1655548731146,0.43200771466520677,0.45707480152556773,5,True,252,1000,1,0,0 days 00:00:00.023999,SOYB,0.06120539698428368
86,2015-06-03 13:30:00+00:00,524.9239341214693,535.5122213840036,529.1844415478095,0.43610687278833526,0.45892620591618144,5,True,252,1000,1,0,0 days 00:00:00.024230,SOYB,0.06119130926129939
87,2015-06-10 13:30:00+00:00,535.2679440653092,545.8562313278435,539.5284514916493,0.4515022304184582,0.47812955738440366,5,True,252,1000,1,0,0 days 00:00:00.039995,SOYB,0.060893211781293526
88,2015-06-17 13:30:00+00:00,535.5341077489298,546.1223950114642,539.79461517527,0.45210379282282215,0.4786382064567277,5,True,252,1000,1,0,0 days 00:00:00.040000,SOYB,0.06074781065827935
89,2015-06-25 13:30:00+00:00,536.8627937367094,547.4510809992437,541.1233011630495,0.4553459832424883,0.48116651857876,5,True,252,1000,1,0,0 days 00:00:00.031999,SOYB,0.0607715472668869
90,2015-07-02 13:30:00+00:00,548.2548819819106,558.8431692444449,552.5153894082507,0.468307599538225,0.5034065059181317,5,True,252,1000,1,0,0 days 00:00:00.024001,SOYB,0.06201958311844697
91,2015-07-10 13:30:00+00:00,563.8915074511849,574.4797947137192,568.1520148775251,0.48882842419342865,0.5355884654497474,5,True,252,1000,1,0,0 days 00:00:00.024004,SOYB,0.060754511176860045
92,2015-07-20 13:30:00+00:00,566.0861560957075,576.6744433582418,570.3466635220476,0.4956289189088177,0.5402641313352717,5,True,252,1000,1,0,0 days 00:00:00.040039,SOYB,0.05964404006211877
93,2015-07-27 13:30:00+00:00,569.0690402458715,579.6573275084058,573.3295476722117,0.5047705561555823,0.5466842037862829,5,True,252,1000,1,0,0 days 00:00:00.033340,SOYB,0.05955939965445917
94,2015-08-03 13:30:00+00:00,542.5607024124713,553.1489896750056,546.8212098388115,0.4866580714058635,0.4921966101735541,5,True,252,1000,1,0,0 days 00:00:00.049808,SOYB,0.05909649892713568
95,2015-08-10 13:30:00+00:00,538.0513534521211,548.6396407146555,542.3118608784613,0.47819623263557803,0.48364896412852426,5,True,252,1000,1,0,0 days 00:00:00.046033,SOYB,0.059171791589173
96,2015-08-17 13:30:00+00:00,519.7185342846268,530.3068215471611,523.979041710967,0.457156283308276,0.4499388727010912,5,True,252,1000,1,0,0 days 00:00:00.032095,SOYB,0.05914308058198507
97,2015-08-24 13:30:00+00:00,516.6291964635427,527.217483726077,520.8897038898829,0.45003277098654715,0.4439448300280896,5,True,252,1000,1,0,0 days 00:00:00.033184,SOYB,0.05901375122665672
98,2015-08-31 13:30:00+00:00,514.7666595497292,525.3549468122635,519.0271669760693,0.4458129587124709,0.4406681169765877,5,True,252,1000,1,0,0 days 00:00:00.031082,SOYB,0.05895840038669661
99,2015-09-08 13:30:00+00:00,513.7004001150362,524.2886873775706,517.9609075413764,0.4429182132003882,0.43880700837709125,5,True,252,1000,1,0,0 days 00:00:00.023990,SOYB,0.05894760647851029
100,2015-09-16 13:30:00+00:00,513.3860930198966,523.974380282431,517.6466004462368,0.44161189768568804,0.43851238857811153,5,True,252,1000,1,0,0 days 00:00:00.033570,SOYB,0.059081420360877525
101,2015-09-23 13:30:00+00:00,511.9577229070554,522.5460101695897,516.2182303333956,0.43824679311565057,0.43578101417186305,5,True,252,1000,1,0,0 days 00:00:00.032002,SOYB,0.05891307249290073
102,2015-10-01 13:30:00+00:00,509.2472477785023,519.8355350410366,513.5077552048424,0.43369256367181414,0.43151936017464687,5,True,252,1000,1,0,0 days 00:00:00.040002,SOYB,0.05890783519760484
103,2015-10-08 13:30:00+00:00,505.5184262501173,516.1067135126516,509.7789336764574,0.42506361809889986,0.4247778466640628,5,True,252,1000,1,0,0 days 00:00:00.024034,SOYB,0.05874970785969149
104,2015-10-15 13:30:00+00:00,505.28182577251334,515.8701130350477,509.5423331988535,0.42430964341541244,0.42438147789993386,5,True,252,1000,1,0,0 days 00:00:00.039956,SOYB,0.05873291380924553
105,2015-10-22 13:30:00+00:00,504.9881345718245,515.5764218343588,509.24864199816466,0.4235518832067658,0.423972456458793,5,True,252,1000,1,0,0 days 00:00:00.032000,SOYB,0.05877379267030223
106,2015-11-02 14:30:00+00:00,503.99398761077464,514.582274873309,508.2544950371148,0.4219702747752648,0.422225075400505,5,True,252,1000,1,0,0 days 00:00:00.040092,SOYB,0.058975692065924804
107,2015-11-09 14:30:00+00:00,513.6324743521506,524.2207616146849,517.8929817784907,0.4295321453745985,0.43871554810427876,5,True,252,1000,1,0,0 days 00:00:00.047908,SOYB,0.0592540315863131
108,2015-11-16 14:30:00+00:00,513.9275552048474,524.5158424673817,518.1880626311876,0.43036993405086704,0.4395263596900964,5,True,252,1000,1,0,0 days 00:00:00.040065,SOYB,0.05952780082957689
109,2015-11-23 14:30:00+00:00,505.78457417726844,516.3728614398027,510.0450816036086,0.41922506657986225,0.42552853763419657,5,True,252,1000,1,0,0 days 00:00:00.031997,SOYB,0.05936220594863951
110,2015-12-01 14:30:00+00:00,492.5006372913873,503.0889245539216,496.76114471772746,0.407563042678301,0.4087416082845226,5,True,252,1000,1,0,0 days 00:00:00.031939,SOYB,0.06450421772015465
111,2015-12-08 14:30:00+00:00,468.02156457026774,478.609851832802,472.2820719966079,0.39959754902252104,0.3663230296414694,5,True,252,1000,1,0,0 days 00:00:00.040005,SOYB,0.059738841990406646
112,2015-12-15 14:30:00+00:00,468.7572915385359,479.3455788010702,473.0177989648761,0.4025239124456557,0.36730743183682596,5,True,252,1000,1,0,0 days 00:00:00.025326,SOYB,0.05982364270438797
113,2015-12-28 14:30:00+00:00,468.5767430681033,479.1650303306376,472.8372504944435,0.4032607052678914,0.36696731147326217,5,True,252,1000,1,0,0 days 00:00:00.041321,SOYB,0.059789351901403984
114,2016-01-05 14:30:00+00:00,467.1248313676693,477.71311863020355,471.38533879400944,0.40316410611628933,0.3676704790669732,5,True,252,1000,1,0,0 days 00:00:00.088000,SOYB,0.061691126102980505
115,2016-01-13 14:30:00+00:00,437.9429487226923,448.53123598522654,442.20345614903243,0.3838905551601169,0.32493532974444284,5,True,252,1000,1,0,0 days 00:00:00.048032,SOYB,0.059788776001082185
116,2016-01-21 14:30:00+00:00,430.8455204995736,441.43380776210785,435.10602792591374,0.38296783220380337,0.3160237976476382,5,True,252,1000,1,0,0 days 00:00:00.024017,SOYB,0.06011344420803956
117,2016-01-28 14:30:00+00:00,430.1068366633334,440.6951239258677,434.36734408967357,0.38235484340904674,0.3148978783678099,5,True,252,1000,1,0,0 days 00:00:00.055946,SOYB,0.05818889708530389
118,2016-02-04 14:30:00+00:00,436.0240671318068,446.6123543943411,440.28457455814697,0.39063926668274934,0.3223527848266737,5,True,252,1000,1,0,0 days 00:00:00.040001,SOYB,0.05797559065452114
119,2016-02-11 14:30:00+00:00,450.54935624409177,461.13764350662603,454.8098636704319,0.40382710350055984,0.3415226266068097,5,True,252,1000,1,0,0 days 00:00:00.047781,SOYB,0.05848135133735148
120,2016-02-23 14:30:00+00:00,499.60627733114507,510.19456459367933,503.8667847574852,0.42834223373226094,0.41502512661773505,5,True,252,1000,1,0,0 days 00:00:00.031993,SOYB,0.05888475302536461
121,2016-03-02 14:30:00+00:00,496.6367886814943,507.22507594402856,500.89729610783445,0.4254021377549644,0.41024055071428783,5,True,252,1000,1,0,0 days 00:00:00.039961,SOYB,0.05876120296307262
122,2016-03-09 14:30:00+00:00,492.7992634023467,503.38755066488096,497.05977082868685,0.4164588451284012,0.4038841931476975,5,True,252,1000,1,0,0 days 00:00:00.034240,SOYB,0.05892786989429264
123,2016-03-16 13:30:00+00:00,485.76268586524316,496.3509731277774,490.0231932915833,0.4054563592607863,0.39279249474344585,5,True,252,1000,1,0,0 days 00:00:00.047996,SOYB,0.05904449124178471
124,2016-03-23 13:30:00+00:00,483.3935907778425,493.9818780403768,487.6540982041827,0.3987436378310276,0.38909537696448665,5,True,252,1000,1,0,0 days 00:00:00.048298,SOYB,0.0590328458509445
125,2016-03-31 13:30:00+00:00,482.1969046778147,492.78519194034897,486.45741210415486,0.39470100442051975,0.3874651317226936,5,True,252,1000,1,0,0 days 00:00:00.047964,SOYB,0.059340901031335234
126,2016-04-07 13:30:00+00:00,464.63205522191976,475.220342484454,468.8925626482599,0.37593925884544466,0.36118949081761587,5,True,252,1000,1,0,0 days 00:00:00.047999,SOYB,0.058502237677491714
127,2016-04-14 13:30:00+00:00,453.07643133604694,463.6647185985812,457.3369387623871,0.3679828089487953,0.34498087139003536,5,True,252,1000,1,0,0 days 00:00:00.040004,SOYB,0.05822442909431012
128,2016-04-21 13:30:00+00:00,449.4671971826261,460.05548444516035,453.72770460896623,0.36224446537265587,0.3401365008353364,5,True,252,1000,1,0,0 days 00:00:00.057897,SOYB,0.058161889438382575
129,2016-04-28 13:30:00+00:00,443.3636926293129,453.95197989184715,447.62420005565303,0.35330506876494006,0.3318975267817452,5,True,252,1000,1,0,0 days 00:00:00.046324,SOYB,0.05781933037627368
130,2016-05-05 13:30:00+00:00,441.76654760646534,452.3548348689996,446.0270550328055,0.35126721140347744,0.32978730716987575,5,True,252,1000,1,0,0 days 00:00:00.053586,SOYB,0.057698981118772016
131,2016-05-12 13:30:00+00:00,467.23864396891634,477.8269312314506,471.4991513952565,0.36626243723517543,0.364805643966929,5,True,252,1000,1,0,0 days 00:00:00.035582,SOYB,0.0586821553439983
132,2016-05-19 13:30:00+00:00,469.0138033127361,479.6020905752704,473.27431073907627,0.3679759267019583,0.3674637676138915,5,True,252,1000,1,0,0 days 00:00:00.039257,SOYB,0.05721533462249628
133,2016-05-26 13:30:00+00:00,469.2080743651944,479.7963616277287,473.4685817915346,0.36858746836311007,0.3677131058912176,5,True,252,1000,1,0,0 days 00:00:00.040004,SOYB,0.05724306734075305
134,2016-06-03 13:30:00+00:00,476.85885176623117,487.44713902876543,481.1193591925713,0.37514665688001314,0.3790604268741655,5,True,252,1000,1,0,0 days 00:00:00.034760,SOYB,0.0582179438143835
135,2016-06-10 13:30:00+00:00,482.00521527707735,492.5935025396116,486.2657227034175,0.3829723133691349,0.3869078812258616,5,True,252,1000,1,0,0 days 00:00:00.064070,SOYB,0.057914692025572034
136,2016-06-17 13:30:00+00:00,493.6776434401098,504.2659307026441,497.93815086645,0.3976655509181388,0.40550305269396264,5,True,252,1000,1,0,0 days 00:00:00.031942,SOYB,0.058109471117851
