time,open,high,low,close,MA,Smoothing Line,MA,Smoothing Line,Volume,Volume MA,Cash from operating activities,P/CF ratio,Basic EPS,EPS estimates
1987-07-30T00:00:00Z,29.1296928327645,29.1296928327645,28.424543946932005,28.655462184873947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-07-31T00:00:00Z,28.638655462184875,28.67003367003367,28.511705685618725,28.67003367003367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-03T00:00:00Z,28.132231404958677,29.95073891625616,28.132231404958677,28.509212730318257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-04T00:00:00Z,28.607382550335572,28.73310810810811,28.58096828046744,28.58096828046744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-05T00:00:00Z,28.402662229617302,28.994889267461666,28.402662229617302,28.6890756302521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-06T00:00:00Z,28.46666666666667,28.8663282571912,28.46666666666667,28.743718592964825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-07T00:00:00Z,28.737373737373733,28.737373737373733,28.20097244732577,28.5973597359736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-10T00:00:00Z,28.766666666666666,29.30756843800322,28.476499189627226,28.476499189627226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-11T00:00:00Z,28.504065040650406,28.66013071895425,28.432956381260095,28.66013071895425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-12T00:00:00Z,28.608837970540097,28.883333333333336,28.548123980424144,28.883333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-13T00:00:00Z,28.658940397350992,28.658940397350992,28.456591639871384,28.51373182552504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-14T00:00:00Z,28.18619582664526,28.912685337726522,28.18619582664526,28.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-17T00:00:00Z,28.758169934640524,28.83495145631068,28.758169934640524,28.83495145631068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-18T00:00:00Z,28.48,29.102564102564102,28.48,29.102564102564102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-19T00:00:00Z,29.083601286173636,29.81574539363484,28.947368421052634,29.60330578512397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-20T00:00:00Z,29.60330578512397,29.98338870431894,29.60330578512397,29.98338870431894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-21T00:00:00Z,30.18394648829431,30.18394648829431,30.09917355371901,30.09917355371901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-24T00:00:00Z,30.433333333333334,31.60839160839161,30.43117744610282,31.60839160839161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-25T00:00:00Z,31.70175438596491,32.09764918625678,31.533101045296167,31.598579040852577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-26T00:00:00Z,31.17338003502627,32.38095238095239,31.17338003502627,31.725978647686834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-27T00:00:00Z,31.826241134751776,32.07885304659498,31.802120141342755,31.914893617021278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-28T00:00:00Z,31.929203539823007,32.142857142857146,31.76265270506108,32.142857142857146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-08-31T00:00:00Z,32.32974910394265,32.608695652173914,31.97158081705151,31.97158081705151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-09-01T00:00:00Z,31.66959578207381,31.713780918727913,31.03448275862069,31.03448275862069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-09-02T00:00:00Z,30.711864406779657,31.403812824956674,30.711864406779657,31.30360205831904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-09-03T00:00:00Z,31.132075471698112,31.690140845070424,31.10732538330494,31.57894736842105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-09-04T00:00:00Z,31.51832460732984,32.32682060390764,31.51832460732984,32.32682060390764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-09-07T00:00:00Z,31.20418848167539,32.043010752688176,31.130434782608695,31.758436944937834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-09-08T00:00:00Z,32.18085106382979,32.18085106382979,31.02564102564103,31.02564102564103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987-09-09T00:00:00Z,30.016528925619834,30.5050505050505,29.80456026058632,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
