Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-04-30 00:00:00-04:00,56.161070665777785,56.36405250115274,55.930410769066505,55.9488639831543,5715100,0.0,0.0,0.0
2018-05-01 00:00:00-04:00,55.86583023303101,55.97654600580209,55.69052996617756,55.90273666381836,7587000,0.0,0.0,0.0
2018-05-02 00:00:00-04:00,55.66284941635258,55.86582773743376,55.52445206687789,55.57058334350586,6736700,0.0,0.0,0.0
2018-05-03 00:00:00-04:00,55.51521913721088,55.764332234037155,55.183071861033014,55.625938415527344,11913800,0.0,0.0,0.0
2018-05-04 00:00:00-04:00,55.47831996277217,56.11494001776054,55.37682904394995,56.03190231323242,4642000,0.0,0.0,0.0
2018-05-07 00:00:00-04:00,56.03190445992835,56.16107344534509,56.00422639722216,56.09648895263672,5366500,0.0,0.0,0.0
2018-05-08 00:00:00-04:00,56.133392205900805,56.29023924514734,56.11493899194403,56.27178955078125,6810700,0.0,0.0,0.0
2018-05-09 00:00:00-04:00,55.625939674042016,55.828917983033485,55.570580033631295,55.792015075683594,7328600,0.0,0.0,0.0
2018-05-10 00:00:00-04:00,56.04113511458176,56.23488860061505,56.00422868307322,56.11494445800781,6175600,0.0,0.0,0.0
2018-05-11 00:00:00-04:00,56.54858459909607,56.585491029540684,56.484000105613454,56.53935623168945,8750200,0.0,0.0,0.0
2018-05-14 00:00:00-04:00,56.78846574256253,56.88995666002869,56.73310962001059,56.853050231933594,3633100,0.0,0.0,0.0
2018-05-15 00:00:00-04:00,56.3825053149312,56.39173016211424,56.22565475609398,56.27178955078125,5468000,0.0,0.0,0.0
2018-05-16 00:00:00-04:00,56.37327790608941,56.54858168186228,56.317921782869135,56.437862396240234,3766700,0.0,0.0,0.0
2018-05-17 00:00:00-04:00,56.41018143023445,56.59471004384628,56.34559694340889,56.42863464355469,4411700,0.0,0.0,0.0
2018-05-18 00:00:00-04:00,56.41018919945821,56.43786726345531,56.281020208017,56.290245056152344,4193700,0.0,0.0,0.0
2018-05-21 00:00:00-04:00,56.271790176925265,56.391730789592856,56.253336962763164,56.354827880859375,2702600,0.0,0.0,0.0
