,asofdate,pnl,strategy,positionType,position_identifier
0,2019-05-08 00:00:00-04:00,1.8043632507324219,arma_ma,short,MCHI_short_0
1,2019-05-09 00:00:00-04:00,0.0566864013671875,arma_ma,short,MCHI_short_0
2,2019-05-10 00:00:00-04:00,0.9541358947753906,arma_ma,short,MCHI_short_0
3,2019-05-13 00:00:00-04:00,-0.3684272766113281,arma_ma,short,MCHI_short_0
4,2019-05-14 00:00:00-04:00,2.1633453369140625,arma_ma,short,MCHI_short_0
5,2019-05-15 00:00:00-04:00,-0.916351318359375,arma_ma,short,MCHI_short_5
6,2019-05-16 00:00:00-04:00,-0.5101280212402344,arma_ma,short,MCHI_short_5
7,2019-05-17 00:00:00-04:00,-0.22673416137695312,arma_ma,short,MCHI_short_5
8,2019-05-20 00:00:00-04:00,1.8043632507324219,arma_ma,short,MCHI_short_5
9,2019-05-21 00:00:00-04:00,1.5776405334472656,arma_ma,short,MCHI_short_5
10,2019-05-22 00:00:00-04:00,-0.8029937744140625,arma_ma,short,MCHI_short_10
11,2019-05-23 00:00:00-04:00,0.5762672424316406,arma_ma,short,MCHI_short_10
12,2019-05-24 00:00:00-04:00,0.9919281005859446,arma_ma,short,MCHI_short_10
13,2019-05-28 00:00:00-04:00,0.302295684814446,arma_ma,short,MCHI_short_10
14,2019-05-29 00:00:00-04:00,-0.406219482421875,arma_ma,short,MCHI_short_10
15,2019-05-30 00:00:00-04:00,-0.16059112548828125,arma_ma,short,MCHI_short_15
16,2019-05-31 00:00:00-04:00,0.028343200683600855,arma_ma,short,MCHI_short_15
17,2019-06-03 00:00:00-04:00,0.11335372924803977,arma_ma,short,MCHI_short_15
18,2019-06-04 00:00:00-04:00,-0.33063507080078125,arma_ma,short,MCHI_short_15
19,2019-06-05 00:00:00-04:00,0.018886566162109375,arma_ma,short,MCHI_short_15
20,2019-06-06 00:00:00-04:00,0.4534606933593821,arma_ma,short,MCHI_short_20
21,2019-06-07 00:00:00-04:00,-0.02834701538086648,arma_ma,short,MCHI_short_20
22,2019-06-10 00:00:00-04:00,-0.5762596130371094,arma_ma,short,MCHI_short_20
23,2019-06-11 00:00:00-04:00,-0.9352455139160156,arma_ma,short,MCHI_short_20
24,2019-06-12 00:00:00-04:00,-0.7557525634765625,arma_ma,short,MCHI_short_20
25,2019-06-13 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_25
26,2019-06-14 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_25
27,2019-06-17 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_25
28,2019-06-18 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_25
29,2019-06-19 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_25
30,2019-06-20 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_30
31,2019-06-21 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_30
32,2019-06-24 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_30
33,2019-06-25 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_30
34,2019-06-26 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_30
35,2019-06-27 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_35
36,2019-06-28 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_35
37,2019-07-01 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_35
38,2019-07-02 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_35
39,2019-07-03 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_35
40,2019-07-05 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_40
41,2019-07-08 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_40
42,2019-07-09 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_40
43,2019-07-10 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_40
44,2019-07-11 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_40
45,2019-07-12 00:00:00-04:00,0.2662010192871094,arma_ma,short,MCHI_short_45
46,2019-07-15 00:00:00-04:00,-0.2566947937011719,arma_ma,short,MCHI_short_45
47,2019-07-16 00:00:00-04:00,-0.5229072570800781,arma_ma,short,MCHI_short_45
48,2019-07-17 00:00:00-04:00,0.057041168212890625,arma_ma,short,MCHI_short_45
49,2019-07-18 00:00:00-04:00,0.14261245727538352,arma_ma,short,MCHI_short_45
50,2019-07-19 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_50
51,2019-07-22 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_50
52,2019-07-23 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_50
53,2019-07-24 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_50
54,2019-07-25 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_50
55,2019-07-26 00:00:00-04:00,-0.3232536315917969,arma_ma,long,MCHI_long_55
56,2019-07-29 00:00:00-04:00,0.1140899658203125,arma_ma,long,MCHI_long_55
57,2019-07-30 00:00:00-04:00,-0.3422584533691406,arma_ma,long,MCHI_long_55
58,2019-07-31 00:00:00-04:00,-0.4278373718261719,arma_ma,long,MCHI_long_55
59,2019-08-01 00:00:00-04:00,-0.6084709167480469,arma_ma,long,MCHI_long_55
60,2019-08-02 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_60
61,2019-08-05 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_60
62,2019-08-06 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_60
63,2019-08-07 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_60
64,2019-08-08 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_60
65,2019-08-09 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_65
66,2019-08-12 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_65
67,2019-08-13 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_65
68,2019-08-14 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_65
69,2019-08-15 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_65
70,2019-08-16 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_70
71,2019-08-19 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_70
72,2019-08-20 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_70
73,2019-08-21 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_70
74,2019-08-22 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_70
75,2019-08-23 00:00:00-04:00,0.5799560546875,arma_ma,short,MCHI_short_75
76,2019-08-26 00:00:00-04:00,1.2739830017089844,arma_ma,short,MCHI_short_75
77,2019-08-27 00:00:00-04:00,-0.5609359741210938,arma_ma,short,MCHI_short_75
78,2019-08-28 00:00:00-04:00,-0.14261245727539062,arma_ma,short,MCHI_short_75
79,2019-08-29 00:00:00-04:00,-0.10457992553711648,arma_ma,short,MCHI_short_75
80,2019-08-30 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_80
81,2019-09-03 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_80
82,2019-09-04 00:00:00-04:00,0.0,arma_ma,no_position,MCHI_no_position_80
