,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ar.L3.close,ma.L1.close,ma.L2.close,ma.L3.close
10,1970-03-17 01:00:00+00:00,-1570.5765059675896,-1542.3410732674981,-1559.2151528306824,0.007005649902003582,0.00010790915762143313,0.943676752582287,5,True,252,13000,3,3,0 days 00:00:01.187289,corn,0.7118685483819556,0.24089269776554456,0.3875321566031018,0.7088919310177088,0.2283125396972816,0.45071170720737946
11,1970-03-24 01:00:00+00:00,-1569.406638425989,-1541.1712057258976,-1558.045285289082,0.007076609509544264,0.00010840888849322411,0.9441232016415366,5,True,252,13000,3,3,0 days 00:00:01.069428,corn,0.6106266670141622,0.2751181020376544,0.24901617875391904,0.6009729296145337,0.24719421537601807,0.262461908369093
12,1970-04-01 01:00:00+00:00,-1568.4319736055822,-1540.1965409054908,-1557.070620468675,0.007111142670697736,0.0001088333340971044,0.9436693808470601,5,True,252,13000,3,3,0 days 00:00:01.622235,corn,0.793055397250537,0.23394874433318844,0.406396533563987,0.7898397223903653,0.2237656727783191,0.4884660164546507
13,1970-04-08 01:00:00+00:00,-1568.5364130142561,-1540.3009803141647,-1557.175059877349,0.0070939925696917585,0.00010878608743280309,0.9430876974954263,5,True,252,13000,3,3,0 days 00:00:01.704914,corn,0.767241490915223,0.23389001990729544,0.42291100390384295,0.7646691350516436,0.23146826946363966,0.4952166244774618
14,1970-04-15 01:00:00+00:00,-1567.69684570348,-1539.4614130033885,-1556.3354925665728,0.007115265463988724,0.00010914222600433916,0.9399333318320608,5,True,252,13000,3,3,0 days 00:00:01.923842,corn,0.6077213642561304,0.27041794418477455,0.25662567229153943,0.6030185969574462,0.25021443799139365,0.2960674655134641
15,1970-04-22 01:00:00+00:00,-1566.281460754416,-1538.0460280543246,-1554.9201076175088,0.0071458512383517445,0.00010978585228334617,0.9382789680675814,5,True,252,13000,3,3,0 days 00:00:01.023115,corn,0.6739388557619816,0.2083263780207752,0.38012424363099595,0.6703740472614083,0.20514695139367978,0.4559722325830129
16,1970-04-29 00:00:00+00:00,-1561.196434315334,-1532.9610016152426,-1549.835081178427,0.007217154546114244,0.00011198745262170933,0.9417264912101425,5,True,252,13000,3,3,0 days 00:00:01.408646,corn,0.6524172882211581,0.2191134200688032,0.41541372353126077,0.6501960547786793,0.21776815428354582,0.47852216919824125
17,1970-05-06 00:00:00+00:00,-1557.4424238284073,-1529.2069911283158,-1546.0810706915001,0.007356291568987463,0.00011366070285100485,0.9417228351583465,5,True,252,13000,3,3,0 days 00:00:01.003646,corn,0.6372340067281066,0.2019743273261593,0.41786252582256667,0.6338556917527989,0.20704049476995512,0.47963367097565585
18,1970-05-13 00:00:00+00:00,-1555.8059365960894,-1527.570503895998,-1544.4445834591822,0.007407943711029451,0.00011441276608955295,0.9444818178633246,5,True,252,13000,3,3,0 days 00:00:01.781179,corn,0.7282342524647025,0.2040088821655149,0.44981037889974645,0.7249360419682888,0.21596268324781134,0.5270976179113518
19,1970-05-20 00:00:00+00:00,-1555.1306436029308,-1526.8952109028394,-1543.7692904660237,0.0074551802017677376,0.00011472188964847411,0.9439105267429987,5,True,252,13000,3,3,0 days 00:00:01.758925,corn,0.491567289769222,0.2679777463002799,0.2631924100456321,0.48920182831327563,0.23307585187527188,0.31506836164157187
20,1970-05-27 00:00:00+00:00,-1554.345950272921,-1526.1105175728296,-1542.984597136014,0.007478755828149695,0.00011506045292338364,0.9404431515088795,5,True,252,13000,3,3,0 days 00:00:01.017036,corn,0.4407453809223837,0.27316680876255867,0.25359165251638355,0.43879694975368894,0.23287918966961363,0.29712136414276646
21,1970-06-04 00:00:00+00:00,-1552.3712602685528,-1524.1358275684613,-1541.0099071316456,0.007566638266814093,0.00011597118516238767,0.9404028375407729,5,True,252,13000,3,3,0 days 00:00:01.623531,corn,0.8341092692844327,0.1846415414867525,0.4795177740151515,0.8306218421611636,0.20646498272346595,0.5895103022494537
22,1970-06-11 00:00:00+00:00,-1537.9204812370613,-1509.6850485369698,-1526.559128100154,0.007758415264890338,0.00012282908450687822,0.9517051020783479,5,True,252,13000,3,3,0 days 00:00:01.348453,corn,0.4910012198448032,0.281668475748388,0.24677687863480818,0.48317420211378037,0.240924189392812,0.2882879942770289
23,1970-06-18 00:00:00+00:00,-1534.1448905991629,-1505.9094578990714,-1522.7835374622557,0.00798117436042766,0.00012506320327599027,0.9519681221456745,5,True,252,13000,3,3,0 days 00:00:01.121057,corn,0.4317754377367135,0.33976780298852927,0.39839660111706776,0.45723868278796365,0.3625405152907655,0.4543844129888397
24,1970-06-25 00:00:00+00:00,-1528.2451863993342,-1500.0097536992428,-1516.883833262427,0.0080734691085211,0.00012807291619997284,0.9510045229448334,5,True,252,13000,3,3,0 days 00:00:01.327186,corn,0.397462481992481,0.3135210263949819,0.36574515193765733,0.4285879956196447,0.3398140034307158,0.4251367586100699
25,1970-07-02 00:00:00+00:00,-1526.0128908457395,-1497.777458145648,-1514.6515377088324,0.008098863699637361,0.00012934156933135682,0.9511310302681824,5,True,252,13000,3,3,0 days 00:00:02.123775,corn,0.281702757848392,0.2625070891243581,0.28181019259539064,0.3068159958369533,0.28638577136221716,0.30869054266972196
26,1970-07-10 00:00:00+00:00,-1516.3417018431824,-1488.106269143091,-1504.9803487062752,0.008145283805844837,0.00013399731822926248,0.9653943193828665,5,True,252,13000,3,3,0 days 00:00:01.206835,corn,,0.05537263917161931,,,,
27,1970-07-17 00:00:00+00:00,-1515.3491103459464,-1487.113677645855,-1503.9877572090393,0.00832328652015006,0.0001348995853552678,0.9528307658243176,5,True,252,13000,3,3,0 days 00:00:01.641992,corn,0.42650693606144857,0.3300497942775204,0.39035863257041314,0.46242572850022223,0.3641012977601196,0.4599558657102636
28,1970-07-24 00:00:00+00:00,-1508.5490446567956,-1480.313611956704,-1497.1876915198884,0.00832548382640539,0.00013812141015155538,0.9617948776204618,5,True,252,13000,3,3,0 days 00:00:01.316209,corn,0.46337697493886487,0.3283682562507745,0.22073018985645032,0.44539177649359635,0.2826470493087112,0.2114439399484403
29,1970-07-31 00:00:00+00:00,-1503.9202417612582,-1475.6848090611668,-1492.558888624351,0.008404566393639925,0.00014062626100187648,0.9617315233371222,5,True,252,13000,3,3,0 days 00:00:01.202679,corn,0.48529475047550913,0.6312394727502392,0.309033064996106,0.45621590195730705,0.5378217536362474,0.26794167682488657
30,1970-08-07 00:00:00+00:00,-1495.6362946449644,-1467.400861944873,-1484.2749415080573,0.008902942151793884,0.00014711708396246008,0.9808236815463445,5,True,252,13000,3,3,0 days 00:00:01.218279,corn,0.01936721144537238,0.020792493971068245,0.015171925188564682,0.022044063266139894,0.022360140813721778,0.023974794569634993
31,1970-08-14 00:00:00+00:00,-1517.443739264792,-1489.2083065647005,-1506.0823861278848,0.00831577620245532,0.00013481381672233113,0.9377882689726503,5,True,252,13000,3,3,0 days 00:00:02.229021,corn,0.12002946567432762,0.04506553962914696,0.1075088866270464,0.127822408782788,0.02775882001944771,0.12786652922623548
32,1970-08-21 00:00:00+00:00,-1558.6786012998773,-1530.4431685997858,-1547.3172481629701,0.007881601089864713,0.00011321593766824605,0.9701884047532219,5,True,252,13000,3,3,0 days 00:00:01.191800,corn,,0.215101641935132,,,0.2249174790855049,
33,1970-08-28 00:00:00+00:00,-1570.1704100199063,-1541.9349773198148,-1558.8090568829991,0.0077555387718570585,0.00010828030050011105,0.9493466263509812,5,True,252,13000,3,3,0 days 00:00:01.550585,corn,0.08417850635152,0.10872041585750394,0.08428562780283143,0.11477314575613681,0.12473607509282562,0.1153569827101504
34,1970-09-04 00:00:00+00:00,-1567.815532782663,-1539.5801000825716,-1556.4541796457559,0.007944981424417604,0.0001094083264124173,0.9723500647655289,5,True,252,13000,3,3,0 days 00:00:01.885548,corn,0.07353066539307135,0.13073368444218608,0.07070980925839815,0.08328654646911234,0.14752369173326607,0.08287255925211694
35,1970-09-14 00:00:00+00:00,-1575.6930844740364,-1547.457651773945,-1564.3317313371292,0.007713170113020595,0.00010595253236271168,0.9696000955895715,5,True,252,13000,3,3,0 days 00:00:02.439418,corn,0.2176748141996381,0.3191113757159458,0.20364564063469956,0.2335388669541511,0.3562487799756062,0.23397502732254333
36,1970-09-21 00:00:00+00:00,-1591.8522626852991,-1563.6168299852077,-1580.490909548392,0.00753241872703393,9.930223644535007e-05,0.973748277147938,5,True,252,13000,3,3,0 days 00:00:02.551358,corn,0.12123324953908071,0.10508835662030057,0.0781446775884879,0.13854706461205235,0.1413514267666111,0.1049986172116138
37,1970-09-28 00:00:00+00:00,-1601.0057995993157,-1572.7703668992242,-1589.6444464624085,0.007426854976976181,9.570656276698364e-05,0.9708652854212122,5,True,252,13000,3,3,0 days 00:00:02.585885,corn,0.2183685518497427,0.14445683654402536,0.09447991059636604,0.2622329255189323,0.24006597403418548,0.09956545964468452
38,1970-10-05 00:00:00+00:00,-1603.2958542468846,-1575.0604215467931,-1591.9345011099774,0.00738682562666079,9.481220558922968e-05,0.9811610149911122,5,True,252,13000,3,3,0 days 00:00:01.383203,corn,0.06993856727162384,0.07911936030941231,0.06115808446106574,0.0758704529395606,0.08876414587927842,0.0742531523101908
39,1970-10-12 00:00:00+00:00,-1606.6629465282126,-1578.4275138281212,-1595.3015933913055,0.007340596130836967,9.364149168491588e-05,0.9681855467759094,5,True,252,13000,3,3,0 days 00:00:01.965134,corn,0.07029601114249882,0.07664381628204225,0.06734362395626657,0.08307706246437992,0.09195843194568831,0.08298544039104891
40,1970-10-19 00:00:00+00:00,-1613.3011964769003,-1585.0657637768088,-1601.939843339993,0.007255018447932,9.122444564503267e-05,0.9686392042302082,5,True,252,13000,3,3,0 days 00:00:01.602002,corn,0.2095860630462494,0.10338271116819298,0.19221073432053526,0.18386266774183663,0.12064619028928614,0.1485506675428932
41,1970-10-26 01:00:00+00:00,-1613.490900972019,-1585.2554682719276,-1602.129547835112,0.007254845655122623,9.099679454487342e-05,0.9873932905678602,5,True,252,13000,3,3,0 days 00:00:01.650696,corn,0.08536405504486372,0.06960124773456089,0.08153903653610961,0.07198167535578782,0.0600899648297509,0.07223027439643022
42,1970-11-02 01:00:00+00:00,-1627.5407824499048,-1599.3053497498133,-1616.1794293129976,0.0071380906265103555,8.608963852518475e-05,0.9622966902437845,5,True,252,13000,3,3,0 days 00:00:01.957841,corn,0.08368519766116399,0.07593108788324461,0.07572586308484758,0.08951446459286211,0.0976562799209504,0.09055019950764144
43,1970-11-10 01:00:00+00:00,-1633.0006123005487,-1604.7651796004573,-1621.6392591636416,0.006972007623628545,8.423820010055276e-05,0.9597633913286944,5,True,252,13000,3,3,0 days 00:00:01.159374,corn,0.1434775386820013,0.1299897207353725,0.13815783205947507,0.12980734320523957,0.13870323505205673,0.11938911099249812
44,1970-11-17 01:00:00+00:00,-1638.6409906202553,-1610.4055579201638,-1627.279637483348,0.006917996812387476,8.237259348590852e-05,0.9468176527592103,5,True,252,13000,3,3,0 days 00:00:01.780858,corn,0.08131589929538294,0.05023482887266419,0.07655766344171056,0.10849833635423277,0.07008994945084303,0.1036231851691664
45,1970-11-24 01:00:00+00:00,-1638.9869327045758,-1610.7515000044843,-1627.6255795676686,0.006902944378866549,8.233881586977396e-05,0.9442745611006301,5,True,252,13000,3,3,0 days 00:00:01.653683,corn,0.0762846312710786,0.050331843844719934,0.07084156570415706,0.10370281953016451,0.07102425914505338,0.09739938620283901
46,1970-12-02 01:00:00+00:00,-1638.4851329355633,-1610.249700235472,-1627.1237797986562,0.006899826440721859,8.241875754927937e-05,0.9599817682580796,5,True,252,13000,3,3,0 days 00:00:03.741226,corn,0.026799816089571778,0.021699713751805152,0.024672643789214833,0.029612550427651003,0.04239874215384176,0.02939755800530264
47,1970-12-09 01:00:00+00:00,-1621.9160870221067,-1593.6806543220152,-1610.5547338851995,0.006993146280829547,8.798706963707268e-05,0.9722627979985233,5,True,252,13000,3,3,0 days 00:00:04.224017,corn,0.07160122559724995,0.12318858106769752,0.06686981800190883,0.08512028019571849,0.15625416329667033,0.08449344338726215
48,1970-12-16 01:00:00+00:00,-1626.7379500883312,-1598.5025173882398,-1615.376596951424,0.006915280057628974,8.624346579434298e-05,0.9552042319049259,5,True,252,13000,3,3,0 days 00:00:03.686639,corn,0.072395823753778,0.09966078319966232,0.06633250399518138,0.08510942082636605,0.1273551631778123,0.08503859310473708
49,1970-12-23 01:00:00+00:00,-1634.6271430114166,-1606.3917103113251,-1623.2657898745094,0.006867326108599679,8.368890204718112e-05,0.9403505527498437,5,True,252,13000,3,3,0 days 00:00:02.097639,corn,0.18556187125904583,0.08332542451775127,0.2123922706736041,0.22838348941215647,0.1089484002266797,0.26539274641238186
50,1970-12-31 01:00:00+00:00,-1637.7079846056427,-1609.4725519055512,-1626.3466314687355,0.006807519353557535,8.264059458256776e-05,0.9377269088971709,5,True,252,13000,3,3,0 days 00:00:01.376698,corn,0.22033402684093922,0.10522458123761123,0.25518106930095735,0.2626132424064411,0.1406173135833366,0.30519821094254945
51,1971-01-08 01:00:00+00:00,-1639.0051188946286,-1610.7696861945371,-1627.6437657577214,0.006780307953539412,8.219848784532897e-05,0.9383943946641776,5,True,252,13000,3,3,0 days 00:00:01.277540,corn,0.2354868522921359,0.11748079558980569,0.24853285617426563,0.27746826141925635,0.1576739813974248,0.28794305849482177
52,1971-01-15 01:00:00+00:00,-1637.253848859942,-1609.0184161598506,-1625.892495723035,0.0068407876371968605,8.27774730716462e-05,0.9383953762254055,5,True,252,13000,3,3,0 days 00:00:02.558625,corn,0.2603995172855216,0.14651282987595576,0.25602027968640917,0.30649346544754397,0.2049817303045545,0.2908633121468441
53,1971-01-22 01:00:00+00:00,-1637.4092295131409,-1609.1737968130494,-1626.0478763762337,0.006831025282005152,8.275087142266789e-05,0.936673767190252,5,True,252,13000,3,3,0 days 00:00:03.746396,corn,0.287140420884699,0.16369437352786712,0.270920863243682,0.33508163437122046,0.2311146909786467,0.30824917633978666
54,1971-01-29 01:00:00+00:00,-1638.1983042716329,-1609.9628715715414,-1626.8369511347257,0.00681584628130914,8.247077747085457e-05,0.9363011236590874,5,True,252,13000,3,3,0 days 00:00:02.630467,corn,0.26300035521628934,0.10753975840578855,0.26713452170483415,0.30815081440433933,0.14394209717026182,0.3066037660092701
55,1971-02-05 01:00:00+00:00,-1638.4646246881753,-1610.2291919880838,-1627.103271551268,0.00680603155979454,8.23803147297775e-05,0.9368238611382347,5,True,252,13000,3,3,0 days 00:00:02.136684,corn,0.28636894659902634,0.12234940039521303,0.2881352079385656,0.3323295365524576,0.16351251821705606,0.3266094741552104
56,1971-02-12 01:00:00+00:00,-1639.2899893947506,-1611.0545566946591,-1627.9286362578434,0.006772442409026701,8.212259711314721e-05,0.9363638244126031,5,True,252,13000,3,3,0 days 00:00:02.161376,corn,0.2967202810269153,0.11604555701445964,0.2997720141707026,0.34238887471005586,0.15378019511409477,0.33822524072720417
57,1971-02-22 01:00:00+00:00,-1640.4216800890108,-1612.1862473889194,-1629.0603269521037,0.0067286074358298255,8.176744869492313e-05,0.9357296465314898,5,True,252,13000,3,3,0 days 00:00:01.640222,corn,0.2869446800375356,0.11671227079395952,0.29143866313011696,0.3308205404451415,0.15555867421648342,0.3279694574448243
58,1971-03-01 01:00:00+00:00,-1641.6212583350834,-1613.385825634992,-1630.2599051981763,0.006696474540062434,8.142832586655372e-05,0.9352059685187167,5,True,252,13000,3,3,0 days 00:00:01.592114,corn,0.2554838853581211,0.10977903738851397,0.25742682000060635,0.30179266121436465,0.14690973736456683,0.29821605048682265
59,1971-03-08 01:00:00+00:00,-1645.2104718744122,-1616.9750391743207,-1633.849118737505,0.006658231919281763,8.020570271419996e-05,0.9337448704432435,5,True,252,13000,3,3,0 days 00:00:01.688661,corn,0.31821101886489533,0.11453312861143597,0.34586870041724477,0.3709019265101978,0.1485265514828723,0.40086664281346057
60,1971-03-15 01:00:00+00:00,-1633.0368732696497,-1604.8014405695583,-1621.6755201327426,0.006792805521967932,8.423094361706617e-05,0.9280906729521525,5,True,252,13000,3,3,0 days 00:00:02.933752,corn,0.27268650184569077,0.14285551684135453,0.2795318387225715,0.31422558692802816,0.1933946339392661,0.3122497697264866
61,1971-03-22 01:00:00+00:00,-1636.6164952591362,-1608.3810625590447,-1625.255142122229,0.0067176107593634226,8.297976917557776e-05,0.9266843264571988,5,True,252,13000,3,3,0 days 00:00:02.405919,corn,0.3753777545562821,0.09386120525167449,0.3434098676979655,0.43100358141903666,0.12987945064287437,0.4109805049036542
62,1971-03-29 01:00:00+00:00,-1637.1166661695165,-1608.881233469425,-1625.7553130326094,0.006698595503694782,8.284212267200972e-05,0.9265093975688317,5,True,252,13000,3,3,0 days 00:00:02.618958,corn,0.3629082015586797,0.06270989158107652,0.3421916131595027,0.4186141670971195,0.08096027774969765,0.4071225101188021
63,1971-04-05 01:00:00+00:00,-1639.3449818268668,-1611.1095491267754,-1627.9836286899597,0.006661649342455137,8.213664330466143e-05,0.9244393612506842,5,True,252,13000,3,3,0 days 00:00:02.208201,corn,0.27575700931232056,0.1278364878314826,0.27346057489639375,0.3162353268399955,0.17028785736073565,0.3045816416879952
64,1971-04-13 01:00:00+00:00,-1642.5242326721773,-1614.2887999720858,-1631.1628795352701,0.0065967025266618455,8.113721751057583e-05,0.9247946358302416,5,True,252,13000,3,3,0 days 00:00:01.706209,corn,0.2798078061444756,0.1569723752424042,0.27960579887559045,0.32420164623860787,0.21033733958060813,0.3132495477462323
65,1971-04-20 01:00:00+00:00,-1645.6232473391624,-1617.387814639071,-1634.2618942022552,0.006542258552117196,8.01825278008407e-05,0.9219547157210238,5,True,252,13000,3,3,0 days 00:00:02.430696,corn,0.24480148785999148,0.10645892037243394,0.23927952345292006,0.28300999677174654,0.13530095555297356,0.27224731749434533
66,1971-04-27 00:00:00+00:00,-1652.7245730374666,-1624.4891403373751,-1641.3632199005594,0.006461999630177922,7.788264619865284e-05,0.918631935871096,5,True,252,13000,3,3,0 days 00:00:02.798544,corn,0.22551217998060377,0.11775898316596331,0.2247861038369509,0.2678095976031463,0.15448465743430223,0.2621073854491568
67,1971-05-04 00:00:00+00:00,-1654.567292314196,-1626.3318596141046,-1643.2059391772889,0.006450638060472009,7.734141995551892e-05,0.9231267263839649,5,True,252,13000,3,3,0 days 00:00:02.250592,corn,0.23413506139762488,0.06959475147747392,0.3517621336389941,0.3061301421808471,0.09461619431289299,0.4913606698298909
68,1971-05-11 00:00:00+00:00,-1635.1685436210082,-1606.9331109209168,-1623.807190484101,0.006535735510821234,8.350180745293013e-05,0.9250551908407402,5,True,252,13000,3,3,0 days 00:00:01.634902,corn,0.17726778249897437,0.06878172009070015,0.2063902587264302,0.23281135095842137,0.10211082077779297,0.2832111186692273
69,1971-05-18 00:00:00+00:00,-1638.6295244274447,-1610.3940917273533,-1627.2681712905376,0.0065323699507920325,8.279240429064926e-05,0.9254373584140864,5,True,252,13000,3,3,0 days 00:00:07.877152,corn,0.17407277405791566,0.036059679630358756,0.17303186201709983,0.2291567452486741,0.14500312975487856,0.26087830397001344
70,1971-05-25 00:00:00+00:00,-1641.0659152873013,-1612.8304825872099,-1629.7045621503942,0.006368290711583716,8.209949374733101e-05,0.9307425752334583,5,True,252,13000,3,3,0 days 00:00:01.672073,corn,0.2966070962845749,0.027164653576034294,0.29142345633020444,0.36494780560713175,0.03234516639913918,0.36594899337570147
71,1971-06-02 00:00:00+00:00,-1642.2054316675813,-1613.9699989674898,-1630.844078530674,0.006422073255846843,8.18745700113491e-05,0.9291197919368549,5,True,252,13000,3,3,0 days 00:00:04.070131,corn,0.2411274969066125,0.054874823706070316,0.2392235860160578,0.29269923329725295,0.10032860275002638,0.2915150667655555
72,1971-06-09 00:00:00+00:00,-1641.395884488461,-1613.1604517883695,-1630.0345313515538,0.006202451111672537,8.180958602537843e-05,0.9656433349782249,5,True,252,13000,3,3,0 days 00:00:01.786560,corn,0.07573950607852985,0.0885141175216758,0.0815215730289495,0.093876014366048,0.0869379997978013,0.09462935853876146
73,1971-06-16 00:00:00+00:00,-1671.7579602988772,-1643.5225275987857,-1660.39660716197,0.006030603790973997,7.248256899691529e-05,0.9188633066350331,5,True,252,13000,3,3,0 days 00:00:01.980027,corn,0.2374195183556577,0.09104153454970391,0.25268175869753473,0.2672173906770965,0.10445530556336234,0.29162307706654034
74,1971-06-30 00:00:00+00:00,-1671.5488282144702,-1643.3133955143787,-1660.187475077563,0.005895163660131262,7.249532287087168e-05,0.9864639683833415,5,True,252,13000,3,3,0 days 00:00:02.484794,corn,0.015174924304125112,0.01632235249254975,0.00884521646070102,0.014851518830971192,,
75,1971-07-08 00:00:00+00:00,-1680.4639304942561,-1652.2284977941647,-1669.102577357349,0.005797473462160456,6.996894597767372e-05,0.9102034115344154,5,True,252,13000,3,3,0 days 00:00:01.401729,corn,0.2039298470366131,0.2240460270833179,0.17241120590483355,0.2174772771103266,0.2469129147844195,0.18099989943492686
76,1971-07-15 00:00:00+00:00,-1697.9180081581517,-1669.6825754580602,-1686.5566550212445,0.005496752926895378,6.514631862253839e-05,0.9087347442657328,5,True,252,13000,3,3,0 days 00:00:01.085815,corn,0.263194687015751,0.2091586611885577,0.2359547221876878,0.2830761749859667,0.22143025608073816,0.27920938197822964
77,1971-07-22 00:00:00+00:00,-1695.77041230325,-1667.5349796031585,-1684.4090591663428,0.005390844359204467,6.590582711362608e-05,0.9523967175028428,5,True,252,13000,3,3,0 days 00:00:01.599244,corn,0.05290098686665602,0.04392130974186605,0.04964303184071031,0.058957811217635527,0.055610057041862504,0.07493385796244946
78,1971-07-29 00:00:00+00:00,-1702.4213302357898,-1674.1858975356984,-1691.0599770988827,0.005359018244718519,6.418613482319185e-05,0.9538879994287816,5,True,252,13000,3,3,0 days 00:00:02.872485,corn,0.056834771069668846,0.0498714577779187,0.051885049533655456,0.06454625324859851,0.05975676765933917,0.07431961559950696
79,1971-08-05 00:00:00+00:00,-1721.8265872630586,-1693.5911545629672,-1710.4652341261515,0.005335946711702756,5.926522851824556e-05,0.9318488486675145,5,True,252,13000,3,3,0 days 00:00:01.241930,corn,0.28152860015263975,0.2549796196593717,0.21078416114184328,0.27898116203720985,0.26211451913032485,0.2042277437399772
80,1971-08-12 00:00:00+00:00,-1721.913759778642,-1693.6783270785506,-1710.552406641735,0.005328356477553181,5.926271695562297e-05,0.9400839567381211,5,True,252,13000,3,3,0 days 00:00:01.291546,corn,0.3386677060551715,0.27497835135529924,0.23657196282682608,0.3313669357902874,0.27257854261994435,0.22888718687342524
81,1971-08-19 00:00:00+00:00,-1728.4591998400342,-1700.2237671399428,-1717.097846703127,0.005261026584068517,5.774149832585633e-05,0.9417231654746566,5,True,252,13000,3,3,0 days 00:00:02.069746,corn,0.23526020548917165,0.053473920152653336,0.21200315886759266,0.21640341363786234,0.03279307260591471,0.20293991541433615
82,1971-08-26 00:00:00+00:00,-1739.2472327446526,-1711.0118000445611,-1727.8858796077454,0.0050532944225539864,5.526679405057996e-05,0.935248598896339,5,True,252,13000,3,3,0 days 00:00:01.977434,corn,0.37180871798100645,0.2633178958421318,0.2403336749572611,0.36772807906513133,0.26740058605067896,0.2500830786195944
83,1971-09-02 00:00:00+00:00,-1742.9795784945536,-1714.7441457944622,-1731.6182253576465,0.005020332208610027,5.449139707603849e-05,0.932400106262442,5,True,252,13000,3,3,0 days 00:00:02.576319,corn,0.32340659977006947,0.2512467739368845,0.25126055547565646,0.3201672778434244,0.24721896725662998,0.25556099879219507
84,1971-09-10 00:00:00+00:00,-1730.7761969704407,-1702.5407642703492,-1719.4148438335335,0.005115253566395384,5.7219875791319724e-05,0.94060318462658,5,True,252,13000,3,3,0 days 00:00:01.597306,corn,0.7385727275259024,0.3899480761742352,0.5416098011629614,0.7495879332579632,0.35741254431521124,0.6546463359263195
85,1971-09-17 00:00:00+00:00,-1717.6427437244247,-1689.4073110243332,-1706.2813905875175,0.005338916191578015,6.0141833033906876e-05,0.9277248056491239,5,True,252,13000,3,3,0 days 00:00:03.069297,corn,0.1960723110215871,0.15301520563634088,0.19015556291653699,0.17015924723253745,0.1453413970901032,0.17393476753051604
