,No._Trades,relative_Pnl,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,1385,1.9772066836178714,0.611271676300578,-65.75,108.25,2.91573338150289,192.32690609148682,13.868197651154487,,
