,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,,1.001742160278746,1.0100775193798446,1.0052369287946619,1.0019600522680605,0.9986227701993704,1.0,1.0004876198732189,1.0001487947624244,1.0,1.0018376978657646,1.0009005628517824,1.0,1.000783008710972,0.9995647172216523,0.9993156391335396,1.0004264271093928,1.0,1.0010402629028063,1.0,1.0,0.9992514658793197,1.0002029303137303,1.0,1.0,1.0003303176554788,1.000015919004107,0.9993885997366277,1.0003243393516301,1.0002111390954196,1.0001630595908688,1.0003214635358066,1.00002850911579,1.0000837287189508,1.0,1.0000518847121695,0.99974975288097,1.0003689271138372,1.0015982167265998,0.9997289428772211,1.0004198833869322,1.0002519526329048,1.0002680942686473,1.0004610941683723,0.9996108404290095,1.00002295807091,0.9997819237334656,0.9999402356210638
2,,1.0092915214866431,1.0329457364341088,1.0016893318692455,1.0049467985812954,0.9970487932843652,1.0,1.0008668797746112,0.9999008034917172,1.0,1.0051372008520236,1.0010506566604127,1.000141302811926,1.001761769599687,0.9995958088486772,0.9990776005712926,1.000767568796907,0.9993839725733877,1.001465824999409,1.0,1.0,0.9987940283611261,1.0004667397215798,1.000550574170206,1.0,1.0009359000238562,1.0001273520328569,0.9989339687715559,1.0006023445101704,1.0006635800141763,1.0002816483842278,1.0005990911349125,1.0,1.0002651409433436,1.0,1.000103769424339,0.9997622652369214,1.0004381009476815,1.0019031396547011,0.9993876116855737,1.0009924516418394,1.0007018680488067,1.0010221093992175,1.0005824347389964,0.9995174421319717,1.0002372333994016,0.999458569269294,0.9999327650736971
3,,1.0150987224157948,0.9918604651162782,1.0025339978038683,1.0082135523613962,0.998557187827912,0.9989135027464237,1.0014086796337434,0.9999504017458587,0.999664606391644,1.0037589274527001,1.000562851782364,1.0001766285149074,1.002805781214316,0.999440350713553,0.9991073553915732,1.0009949965885832,0.9994375401757017,1.002127810483013,1.0,1.0,0.9987108579032727,1.0007508421608022,1.0009635047978607,1.0,1.0014130255262141,1.0003820560985703,0.9984009531573337,1.0008649049376803,1.000844556381679,1.0002223539875483,1.0008328827973172,1.0,1.000669829751605,1.0,1.0002464523828054,0.9999874876440488,1.0005533906707558,1.0021765188316194,0.9990362413412309,1.0019371892624367,1.001988626138286,1.0018180142592639,1.0003316642263729,0.9994162606435143,1.0005739517727459,0.9990148968649656,0.9999402356210638
4,,1.0063879210220692,0.9748062015503867,1.0032097305515668,1.0126003360089604,1.00045907660021,0.9988531417878915,1.0021130194506152,1.0,0.9997125197642661,1.0034248005680158,1.0009005628517824,1.0001766285149074,1.004339173273303,0.9997512669838013,0.9993751487741016,1.0014214236979757,0.9998125133919007,1.0025297302409155,1.0,1.0002114164904863,0.9986068948309561,1.0009131864117864,1.0014550888784017,1.0,1.0017433431816931,1.000191028049285,0.9981501222800528,1.0011120206341606,1.0011461836608502,1.0005632967684555,1.0011981822698248,1.0,1.0011303377058332,1.0,1.000661530080162,1.0002877841868845,1.0007954990892114,1.0022080625828023,0.9988153799819295,1.002948726512773,1.0033743656192635,1.0027814780372148,0.9999757318858751,0.9991671985180803,1.0007040475079014,0.998736661628353,1.0000224116421008
5,,1.00232288037166,0.9593023255813959,1.005321395388124,1.016147097255927,1.00045907660021,0.9990945856220196,1.0027631792815734,1.0,0.9998562598821331,1.0020882930292778,1.0009005628517824,1.0001766285149074,1.0059378160582038,1.0002487330161987,0.9996131873363486,1.0015919945417329,1.0000267838011572,1.0026715842731164,1.0,1.0007188160676532,0.998544516987566,1.0009740655059054,1.0018090294163915,1.0,1.00255078633953,1.0001114330287497,0.9979306452624319,1.0011120206341606,1.0014025668481457,1.0011858879335904,1.0009351666496193,1.0,1.0020094892548146,1.0,1.000998780709264,1.0010385255439747,1.0010376075076666,1.0025655584295419,0.9992771810059231,1.0036644368314074,1.004688118633697,1.0034433357629378,0.9997249613732516,0.9991671985180803,1.0010025024297293,0.9984208270354411,1.000156881494707
6,,0.9953542392566802,0.9422480620155044,1.0007601993411606,1.0251073361956318,1.00045907660021,1.0006639705438523,1.0023839193801811,1.0,1.0017248814144026,1.0023806540533768,1.0009005628517824,1.0001766285149074,1.0050895566213174,1.0003109162702484,0.9996726969769102,1.0015635660677735,1.0002142704092565,1.0028607229827176,1.0,1.0009725158562368,0.9986276874454193,1.0009943585372785,1.0022612867704892,1.0,1.0033765804782266,0.9999681619917857,0.9978052298237915,1.0011120206341606,1.001553380487731,1.001600948710347,1.0005406432193111,1.0,1.0014652525816357,1.0,1.0013490025164085,1.0021521252236585,1.0019714542645668,1.003522385548756,1.0000100391526954,1.0045710032350108,1.005848900406723,1.0043397759737267,0.9996845145163769,0.9991671985180803,1.001415747706106,0.9984734661342598,1.0003287040841482
7,,0.9924506387921027,0.9492248062015491,1.0016048652757834,1.0184804928131417,1.00045907660021,1.0023540773827488,1.0025464593379207,1.0,1.0027789756120933,1.0028818443804035,1.0009005628517824,1.0001766285149074,1.0046328015399173,1.0005285576594223,0.9995834325160675,1.0016772799636113,1.0002946218127278,1.0032390004019198,1.0000222059378676,1.0011627906976743,0.998544516987566,1.0011161167255167,1.002615227308479,1.0,1.0038170040188648,1.0000636760164285,0.9977268451746412,1.0011274653651905,1.0016438686714828,1.0020456566854432,1.0002630156202055,1.0,1.0011024281328496,1.0,1.0016862531455106,1.002840304800991,1.0028937720491595,1.0040586293188651,1.0006927015359903,1.0054012272046262,1.0071266601878845,1.004725161484907,0.9997815869728764,0.9991671985180803,1.0017065499376308,0.9984133071641813,1.0005154677683235
8,,0.9947735191637626,0.957751937984495,1.0016048652757834,1.012226992719806,1.00045907660021,1.0041649061387092,1.0027089992956602,1.0,1.0016290546691582,1.0022971223322057,1.0009005628517824,1.0001766285149074,1.0045675508140028,1.0005285576594223,0.9995239228755058,1.0021037070730043,0.9998928647953718,1.0030262193536186,1.0001554415650744,1.0013107822410148,0.9987108579032727,1.0013393400706199,1.0030084945729119,1.0,1.004495990310682,1.0006049221560698,0.9975073681570202,1.0014672494478507,1.0017192754912754,1.0026089534538987,1.000569867177112,0.9998004361894717,1.0008093776165226,1.0,1.0017381378576802,1.0020520263760462,1.0035624524429891,1.0046684751750679,1.0012950506977212,1.0051340286856696,1.0079005147032358,1.0048089409438594,1.0000970724564995,0.9991671985180803,1.0019284779564257,0.9984885058767793,1.0005976437893604
9,,0.988966318234611,0.9593023255813959,1.0016048652757834,1.0101736046294567,1.00045907660021,1.0055532081849459,1.0033049791407054,1.0,1.0010540941976906,1.0020465271686925,1.0009005628517824,1.0006005369506852,1.0050243058954031,1.0005285576594223,0.9995536776957865,1.0023595633386397,0.9993571887722307,1.0030262193536186,1.0002442653165458,1.0011205073995773,0.9989811618912962,1.0010755306627706,1.003500078653453,1.0,1.0057255060282972,1.0000795950205355,0.9976327835956607,1.0011120206341606,1.001764519583151,1.0017491847020457,1.0009205546707192,0.9994013085684149,1.0009349706949486,1.0,1.0018937919941888,1.0014264085784714,1.0041158431137447,1.0051836897777215,1.001686577652846,1.004561460430762,1.0089443184681277,1.0049346101322878,1.000493451653872,0.9991671985180803,1.0021351005946142,0.9986313834307157,1.0005827026946263
