time,open,high,low,close,MA,Smoothing Line,MA,Smoothing Line,Volume,Volume MA,Cash from operating activities,P/CF ratio,Basic EPS,EPS estimates
2010-05-19T20:00:00Z,0.0264920744314266,0.0264920744314266,0.0264920744314266,0.0264920744314266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-20T20:00:00Z,0.026620498614958448,0.027146814404432135,0.026620498614958448,0.027146814404432135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-23T20:00:00Z,0.02724113968033357,0.02724113968033357,0.02724113968033357,0.02724113968033357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-24T20:00:00Z,0.027146814404432135,0.027146814404432135,0.027146814404432135,0.027146814404432135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-25T20:00:00Z,0.027071823204419893,0.027071823204419893,0.027071823204419893,0.027071823204419893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-26T20:00:00Z,0.027379169503063308,0.027379169503063308,0.027379169503063308,0.027379169503063308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-27T20:00:00Z,0.027773949000689177,0.02784286698828394,0.027636113025499655,0.02784286698828394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-30T20:00:00Z,0.028423988842398884,0.028423988842398884,0.028423988842398884,0.028423988842398884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-31T20:00:00Z,0.02834722222222222,0.02834722222222222,0.02834722222222222,0.02834722222222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-01T20:00:00Z,0.02834722222222222,0.02834722222222222,0.028055555555555556,0.028055555555555556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-03T20:00:00Z,0.028314917127071824,0.028314917127071824,0.028314917127071824,0.028314917127071824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
