time,asofdate,pointForecast,close,forecastday,product_name,MA_20,MA_50,MA_200,MA_diff_20,MA_diff_50,MA_diff_200
1971-02-03 13:00:00+00:00,1971-02-03 13:00:00+00:00,43.44777478875232,44.0,1,orange_juice,38.55,37.582,37.19975,0.4024999999999963,0.15800000000000125,0.022750000000002046
1971-02-04 13:00:00+00:00,1971-02-04 13:00:00+00:00,43.744724394449776,44.4,2,orange_juice,38.945,37.736999999999995,37.22,0.3950000000000031,0.15499999999999403,0.020249999999997215
1971-02-05 13:00:00+00:00,1971-02-05 13:00:00+00:00,43.725234936355214,44.65,3,orange_juice,39.3625,37.894,37.241,0.4174999999999969,0.15700000000000358,0.021000000000000796
1971-02-08 13:00:00+00:00,1971-02-08 13:00:00+00:00,43.734052205737534,47.65,4,orange_juice,40.045,38.115,37.27875,0.6825000000000045,0.22100000000000364,0.037750000000002615
1971-02-09 13:00:00+00:00,1971-02-09 13:00:00+00:00,43.740102857975494,45.3,5,orange_juice,40.6425,38.293,37.305749999999996,0.5974999999999966,0.17799999999999727,0.026999999999993918
1971-02-10 13:00:00+00:00,1971-02-10 13:00:00+00:00,44.52653256251514,44.5,1,orange_juice,41.175,38.455,37.32825,0.5324999999999989,0.16199999999999903,0.022500000000000853
1971-02-11 13:00:00+00:00,1971-02-11 13:00:00+00:00,45.47814918586528,41.65,2,orange_juice,41.5525,38.553999999999995,37.32725000000001,0.37750000000000483,0.09899999999999665,-0.000999999999990564
1971-02-16 13:00:00+00:00,1971-02-16 13:00:00+00:00,45.005724878083505,43.9,3,orange_juice,42.0575,38.689,37.336,0.5049999999999955,0.13500000000000512,0.008749999999992042
1971-02-17 13:00:00+00:00,1971-02-17 13:00:00+00:00,45.431435189013015,45.3,4,orange_juice,42.67,38.854,37.3535,0.6125000000000043,0.16499999999999915,0.017499999999998295
1971-02-18 13:00:00+00:00,1971-02-18 13:00:00+00:00,45.16074136462465,45.3,5,orange_juice,43.230000000000004,39.019,37.3725,0.5600000000000023,0.16499999999999915,0.019000000000005457
1971-02-19 13:00:00+00:00,1971-02-19 13:00:00+00:00,45.04343791144447,45.2,1,orange_juice,43.745,39.181,37.391,0.5149999999999935,0.16199999999999903,0.018499999999995964
