,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close
0,1970-02-02 13:00:00+00:00,-1262.7329055417554,-1252.144618279221,-1258.4723981154152,0.013177760652803835,0.0003820168592429725,0.9347399340701812,5,True,252,12000,1,0,0 days 00:00:00.257003,orange_juice,0.061595656101732094
1,1970-02-09 13:00:00+00:00,-1264.1352652759524,-1253.546978013418,-1259.8747578496123,0.013048076664835578,0.00037939891017860016,0.9458068786195788,5,True,252,12000,1,0,0 days 00:00:00.204997,orange_juice,0.06240973592710392
2,1970-02-16 13:00:00+00:00,-1258.618861334538,-1248.0305740720037,-1254.3583539081978,0.012993099852330341,0.00038732478187134776,0.9717531153413389,5,True,252,12000,1,0,0 days 00:00:00.148007,orange_juice,0.06199205099259361
3,1970-02-24 13:00:00+00:00,-1258.4446972474811,-1247.8564099849468,-1254.184189821141,0.012964401447071915,0.0003875636025083708,0.9720943080259049,5,True,252,12000,1,0,0 days 00:00:00.146999,orange_juice,0.06209415327140922
4,1970-03-03 13:00:00+00:00,-1261.305638076743,-1250.7173508142087,-1257.0451306504028,0.012813121731862137,0.00038319475015806306,0.9713949141400718,5,True,252,12000,1,0,0 days 00:00:00.140994,orange_juice,0.061922266264060014
5,1970-03-10 13:00:00+00:00,-1270.7833992962396,-1260.1951120337053,-1266.5228918698995,0.01262163431530069,0.0003690522413965015,0.9680444238767558,5,True,252,12000,1,0,0 days 00:00:00.115996,orange_juice,0.0625451305208709
6,1970-03-17 13:00:00+00:00,-1266.516904712064,-1255.9286174495296,-1262.2563972857238,0.012769775773150735,0.0003753579109421542,0.9689154069035457,5,True,252,12000,1,0,0 days 00:00:00.096036,orange_juice,0.06221831775362984
7,1970-03-24 13:00:00+00:00,-1265.520206101672,-1254.9319188391378,-1261.259698675332,0.012839198256984949,0.00037683613068763906,0.9690380139395021,5,True,252,12000,1,0,0 days 00:00:00.112982,orange_juice,0.06203065320990365
8,1970-04-01 13:00:00+00:00,-1257.6557061028147,-1247.0674188402804,-1253.3951986764746,0.013071317998491788,0.0003888025978973417,0.9626712782502435,5,True,252,12000,1,0,0 days 00:00:00.119986,orange_juice,0.06180200033733736
9,1970-04-08 13:00:00+00:00,-1261.9680089312237,-1251.3797216686894,-1257.7075015048836,0.012884399877152486,0.00038218898425537603,0.960149663210622,5,True,252,12000,1,0,0 days 00:00:00.092007,orange_juice,0.06172317354655269
10,1970-04-15 13:00:00+00:00,-1253.0474059261815,-1242.4591186636471,-1248.7868984998413,0.013136390482602126,0.00039595031800719377,0.9679519727292886,5,True,252,12000,1,0,0 days 00:00:00.072995,orange_juice,0.06187977353400931
11,1970-04-22 13:00:00+00:00,-1251.4589121720337,-1240.8706249094994,-1247.1984047456936,0.013247560942122902,0.00039846705154584464,0.9690774729269893,5,True,252,12000,1,0,0 days 00:00:00.250029,orange_juice,0.061998217493416705
12,1970-04-29 12:00:00+00:00,-1254.923300004507,-1244.3350127419726,-1250.6627925781668,0.013200618298029328,0.00039302686369039946,0.9708427807264828,5,True,252,12000,1,0,0 days 00:00:00.118970,orange_juice,0.061971659025314534
13,1970-05-06 12:00:00+00:00,-1253.988967424279,-1243.4006801617447,-1249.728459997939,0.013279443940867547,0.0003945191285876145,0.9716570880060489,5,True,252,12000,1,0,0 days 00:00:00.101995,orange_juice,0.06207829178246909
14,1970-05-13 12:00:00+00:00,-1261.997566948995,-1251.4092796864606,-1257.7370595226548,0.013078775089308423,0.0003821576401672601,0.9764506906678365,5,True,252,12000,1,0,0 days 00:00:00.094031,orange_juice,0.06251819045558836
15,1970-05-20 12:00:00+00:00,-1257.652335709518,-1247.0640484469836,-1253.3918282831778,0.013235850093540379,0.00038879708779793377,0.9727020771685723,5,True,252,12000,1,0,0 days 00:00:00.089972,orange_juice,0.0622045974809685
16,1970-05-27 12:00:00+00:00,-1261.7733337384784,-1251.185046475944,-1257.5128263121383,0.0130306743180116,0.0003825124836785512,0.9698732851451706,5,True,252,12000,1,0,0 days 00:00:00.085010,orange_juice,0.06221047430680463
17,1970-06-04 12:00:00+00:00,-1262.6218974104263,-1252.033610147892,-1258.3613899840861,0.01302257474994914,0.00038121062222974065,0.9715913586113122,5,True,252,12000,1,0,0 days 00:00:00.124030,orange_juice,0.062437377650104084
