Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1996-03-18 00:00:00-05:00,9.048894882202148,9.048894882202148,9.048894882202148,9.048894882202148,250,0.0,0.0,0.0
1996-03-19 00:00:00-05:00,9.048894882202148,9.048894882202148,9.048894882202148,9.048894882202148,250,0.0,0.0,0.0
1996-03-20 00:00:00-05:00,9.048894882202148,9.048894882202148,9.048894882202148,9.048894882202148,11000,0.0,0.0,0.0
1996-03-21 00:00:00-05:00,9.048894882202148,9.048894882202148,9.048894882202148,9.048894882202148,0,0.0,0.0,0.0
1996-03-22 00:00:00-05:00,9.048894882202148,9.048894882202148,9.048894882202148,9.048894882202148,0,0.0,0.0,0.0
1996-03-25 00:00:00-05:00,9.048894882202148,9.048894882202148,9.048894882202148,9.048894882202148,0,0.0,0.0,0.0
1996-03-26 00:00:00-05:00,9.048894882202148,9.048894882202148,9.048894882202148,9.048894882202148,0,0.0,0.0,0.0
1996-03-27 00:00:00-05:00,9.04889677981941,9.04889677981941,8.957493782043457,8.957493782043457,200,0.0,0.0,0.0
1996-03-28 00:00:00-05:00,8.77468778649155,8.957493782043457,8.77468778649155,8.957493782043457,14950,0.0,0.0,0.0
1996-03-29 00:00:00-05:00,9.003189086914062,9.003189086914062,9.003189086914062,9.003189086914062,100,0.0,0.0,0.0
1996-04-01 00:00:00-05:00,9.048893515743426,9.18599796295166,9.048893515743426,9.18599796295166,102500,0.0,0.0,0.0
1996-04-02 00:00:00-05:00,9.18599796295166,9.18599796295166,9.18599796295166,9.18599796295166,0,0.0,0.0,0.0
1996-04-03 00:00:00-05:00,9.18599796295166,9.18599796295166,9.18599796295166,9.18599796295166,0,0.0,0.0,0.0
1996-04-04 00:00:00-05:00,9.18599796295166,9.18599796295166,9.18599796295166,9.18599796295166,0,0.0,0.0,0.0
1996-04-08 00:00:00-04:00,9.00319293515766,9.094595909118652,9.00319293515766,9.094595909118652,2500,0.0,0.0,0.0
1996-04-09 00:00:00-04:00,9.18599796295166,9.18599796295166,9.18599796295166,9.18599796295166,650,0.0,0.0,0.0
1996-04-10 00:00:00-04:00,9.140296480548916,9.18599796295166,9.140296480548916,9.18599796295166,2500,0.0,0.0,0.0
