Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-05-13 00:00:00-04:00,25.49232707622628,25.49232707622628,25.27689896008916,25.294851303100586,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,25.29484786364165,25.366657225923102,25.258943182500925,25.27689552307129,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,25.34871063448399,25.366662979125977,25.240996566632074,25.366662979125977,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,25.384609973464404,25.40256231432258,25.258943587457154,25.348705291748047,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,25.348698358582094,25.86931610107422,25.187127335050057,25.86931610107422,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.869335545470555,25.941144943237305,25.815478497145495,25.941144943237305,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,25.95908885295165,25.994993540161815,25.689803698875384,25.70775604248047,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.761616518500784,25.905235286548173,25.761616518500784,25.815473556518555,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,25.92317310891823,25.92317310891823,25.86931610107422,25.86931610107422,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,25.94113395016352,26.210419077673865,25.923181608329497,26.192466735839844,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,26.22839247639274,26.22839247639274,26.066821270172664,26.102725982666016,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,26.084753391078692,26.084753391078692,25.85137294091763,25.977039337158203,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,26.066810968230637,26.318143856354073,26.03090626992729,26.228382110595703,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,26.156562052171797,26.28222844500996,26.04884800116766,26.192466735839844,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,26.138630695159367,26.138630695159367,26.04886891392599,26.102725982666016,21600,0.0,0.0,0.0
1993-06-04 00:00:00-04:00,26.030891792292095,26.030891792292095,25.90522541812241,26.012939453125,32000,0.0,0.0,0.0
1993-06-07 00:00:00-04:00,26.066809857651137,26.066809857651137,25.92319107055664,25.92319107055664,121400,0.0,0.0,0.0
1993-06-08 00:00:00-04:00,25.85137517197327,25.85137517197327,25.689804077148438,25.689804077148438,104500,0.0,0.0,0.0
1993-06-09 00:00:00-04:00,25.779565811157227,25.88727987443504,25.743661123397956,25.779565811157227,43300,0.0,0.0,0.0
1993-06-10 00:00:00-04:00,25.761613089256844,25.815470120105466,25.707756058408222,25.797517776489258,17900,0.0,0.0,0.0
1993-06-11 00:00:00-04:00,25.88727150835763,25.941128522591384,25.79750981796804,25.905223846435547,647400,0.0,0.0,0.0
1993-06-14 00:00:00-04:00,25.941125444866238,25.95907778081424,25.86931610107422,25.86931610107422,64200,0.0,0.0,0.0
1993-06-15 00:00:00-04:00,25.905235286548173,25.923187632554097,25.815473556518555,25.815473556518555,142400,0.0,0.0,0.0
1993-06-16 00:00:00-04:00,25.815459093230206,25.86931610107422,25.74364974943819,25.86931610107422,330900,0.0,0.0,0.0
1993-06-17 00:00:00-04:00,25.923194114927764,25.95909881591797,25.869337063442458,25.95909881591797,37400,0.0,0.0,0.0
1993-06-18 00:00:00-04:00,25.944183194235467,25.944183194235467,25.74530792236328,25.74530792236328,58500,0.318,0.0,0.0
1993-06-21 00:00:00-04:00,25.81763058336949,25.81763058336949,25.76339186365653,25.799551010131836,29300,0.0,0.0,0.0
1993-06-22 00:00:00-04:00,25.83571415855771,25.83571415855771,25.781475430443173,25.81763458251953,137500,0.0,0.0,0.0
1993-06-23 00:00:00-04:00,25.817634124216678,25.817634124216678,25.582599639892578,25.582599639892578,227600,0.0,0.0,0.0
1993-06-24 00:00:00-04:00,25.65490437751036,25.926097869873047,25.65490437751036,25.926097869873047,243700,0.0,0.0,0.0
1993-06-25 00:00:00-04:00,25.908029556274414,25.98034785231426,25.88994998226445,25.908029556274414,44800,0.0,0.0,0.0
1993-06-28 00:00:00-04:00,26.034574330963704,26.197290420532227,25.998415199948475,26.197290420532227,439900,0.0,0.0,0.0
1993-06-29 00:00:00-04:00,26.16113568145921,26.16113568145921,26.034578701659477,26.070737838745117,207500,0.0,0.0,0.0
1993-06-30 00:00:00-04:00,26.106896975830754,26.16113568145921,26.034578701659477,26.070737838745117,437600,0.0,0.0,0.0
