time,open,high,low,close,MA,Smoothing Line,Volume,Volume MA,Basic EPS,EPS estimates,Total common shares outstanding,Average basic shares outstanding,Diluted shares outstanding
2022-01-03T18:00:00Z,1.12838,1.1292,1.12834,1.12908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T18:30:00Z,1.12908,1.12968,1.12904,1.1294899999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T19:00:00Z,1.1294899999999999,1.12987,1.12937,1.1298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T19:30:00Z,1.1298,1.12998,1.1295,1.12972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T20:00:00Z,1.12972,1.1299299999999999,1.1296,1.12967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T20:30:00Z,1.12967,1.13004,1.12936,1.12965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T21:00:00Z,1.12965,1.12973,1.12944,1.12972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T21:30:00Z,1.12972,1.12992,1.12941,1.12941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T22:00:00Z,1.12941,1.1296,1.12928,1.12936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T22:30:00Z,1.12936,1.12961,1.12936,1.12947,1.133207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T23:00:00Z,1.12947,1.12996,1.12947,1.12995,1.133063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-03T23:30:00Z,1.12995,1.13024,1.12954,1.13019,1.1329204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T00:00:00Z,1.13019,1.13068,1.13014,1.13041,1.1327822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T00:30:00Z,1.13041,1.13062,1.13038,1.13056,1.1326478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T01:00:00Z,1.13056,1.1308799999999999,1.13052,1.13062,1.1325274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T01:30:00Z,1.13062,1.1307099999999999,1.13014,1.13065,1.1324166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T02:00:00Z,1.13065,1.13082,1.13047,1.13068,1.1323074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T02:30:00Z,1.13068,1.13094,1.12997,1.13023,1.1321948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T03:00:00Z,1.13023,1.13044,1.12953,1.1299299999999999,1.1320945999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T03:30:00Z,1.1299299999999999,1.13018,1.12976,1.12977,1.1320046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T04:00:00Z,1.12977,1.13013,1.12964,1.13001,1.1319168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T04:30:00Z,1.13001,1.13057,1.12997,1.13006,1.1318214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T05:00:00Z,1.13006,1.13057,1.13005,1.13042,1.1317328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T05:30:00Z,1.13042,1.13055,1.13016,1.13048,1.1316614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T06:00:00Z,1.13048,1.13072,1.12939,1.12947,1.1315773999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T06:30:00Z,1.12947,1.1298,1.12919,1.1293199999999999,1.1314878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T07:00:00Z,1.1293199999999999,1.12944,1.12848,1.1286,1.1313776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T07:30:00Z,1.1286,1.1293,1.12833,1.12915,1.1312742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T08:00:00Z,1.12915,1.13004,1.12875,1.1296599999999999,1.1311944,1.1321104800000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T08:30:00Z,1.1296599999999999,1.12978,1.12889,1.12897,1.1310776,1.13200401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T09:00:00Z,1.12897,1.13068,1.12833,1.1305399999999999,1.1310142,1.13190157,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T09:30:00Z,1.1305399999999999,1.13082,1.1296599999999999,1.13021,1.1309256,1.1318018300000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T10:00:00Z,1.13021,1.13056,1.12985,1.13024,1.1308525999999999,1.13170535,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T10:30:00Z,1.13024,1.13049,1.12945,1.12946,1.1307386,1.13160989,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T11:00:00Z,1.12946,1.12964,1.12791,1.12817,1.1305914,1.1315130899999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T11:30:00Z,1.12817,1.12854,1.12761,1.12761,1.130433,1.13141391,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T12:00:00Z,1.12761,1.12835,1.12723,1.1276599999999999,1.130265,1.13131179,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T12:30:00Z,1.1276599999999999,1.12813,1.12727,1.12729,1.1300996,1.1312070300000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T13:00:00Z,1.12729,1.12899,1.12729,1.1289,1.1299706,1.13110083,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T13:30:00Z,1.1289,1.1289,1.12762,1.12799,1.129813,1.13099125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T14:00:00Z,1.12799,1.12882,1.12775,1.12814,1.1296498,1.1308779,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T14:30:00Z,1.12814,1.12874,1.12786,1.12849,1.129518,1.13076273,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T15:00:00Z,1.12849,1.1316599999999999,1.12834,1.13117,1.1294886,1.13065052,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T15:30:00Z,1.13117,1.13226,1.13087,1.13091,1.1294942000000001,1.13054216,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T16:00:00Z,1.13091,1.13157,1.12894,1.12922,1.1294868,1.1304376299999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T16:30:00Z,1.12922,1.12951,1.12855,1.12945,1.1294924,1.13033786,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T17:00:00Z,1.12945,1.12961,1.12897,1.12923,1.129492,1.13024358,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T17:30:00Z,1.12923,1.1294899999999999,1.12884,1.12938,1.1295022,1.13015498,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T18:00:00Z,1.12938,1.12942,1.129,1.12918,1.1295224,1.13007138,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T18:30:00Z,1.12918,1.12918,1.12794,1.12802,1.1295152,1.12999326,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T19:00:00Z,1.12802,1.12906,1.1278,1.12891,1.1295118,1.12991814,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T19:30:00Z,1.12891,1.1293,1.1287,1.12878,1.1294975999999999,1.12984674,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T20:00:00Z,1.12878,1.12895,1.12822,1.12822,1.1294659999999999,1.12977741,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T20:30:00Z,1.12822,1.12879,1.12808,1.12846,1.1294407999999998,1.1297125199999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T21:00:00Z,1.12846,1.12863,1.12813,1.12837,1.1294148,1.12965369,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T21:30:00Z,1.12837,1.12877,1.12814,1.12866,1.129395,1.12960179,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T22:00:00Z,1.12866,1.12866,1.12831,1.12837,1.129368,1.1295569399999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T22:30:00Z,1.12837,1.12851,1.12818,1.12831,1.129346,1.12951926,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T23:00:00Z,1.12831,1.12863,1.12807,1.12842,1.1293271999999999,1.1294870899999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-04T23:30:00Z,1.12842,1.12851,1.12818,1.12829,1.1293035999999999,1.1294616199999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T00:00:00Z,1.12829,1.12856,1.12821,1.12832,1.129271,1.12944268,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T00:30:00Z,1.12832,1.12835,1.1277,1.12772,1.1292216000000002,1.1294278599999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T01:00:00Z,1.12772,1.12855,1.12772,1.12855,1.1291844,1.1294126499999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T01:30:00Z,1.12855,1.12886,1.1284,1.12856,1.1291444,1.1293951599999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T02:00:00Z,1.12856,1.12914,1.1285,1.12912,1.1291144,1.1293765399999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T02:30:00Z,1.12912,1.12942,1.12896,1.12921,1.1290856,1.1293561999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T03:00:00Z,1.12921,1.12943,1.12913,1.12942,1.1290604,1.1293346199999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T03:30:00Z,1.12942,1.12968,1.12938,1.12958,1.1290474,1.1293118799999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T04:00:00Z,1.12958,1.12959,1.12896,1.12898,1.1290284,1.1292871799999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T04:30:00Z,1.12898,1.12916,1.12883,1.1288799999999999,1.1290106,1.1292619499999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T05:00:00Z,1.1288799999999999,1.129,1.12873,1.12891,1.1289886,1.1292357899999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T05:30:00Z,1.12891,1.12948,1.12891,1.12939,1.1289752,1.1292096699999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T06:00:00Z,1.12939,1.1296599999999999,1.12929,1.12964,1.1289596000000002,1.1291843499999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T06:30:00Z,1.12964,1.13013,1.12952,1.12958,1.1289416,1.1291593899999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T07:00:00Z,1.12958,1.13026,1.12947,1.12989,1.1289500000000003,1.12913615,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T07:30:00Z,1.12989,1.13024,1.1297,1.12987,1.128961,1.1291144499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T08:00:00Z,1.12987,1.13099,1.1296599999999999,1.1309,1.1290070000000003,1.1290964,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T08:30:00Z,1.1309,1.13111,1.12968,1.13028,1.1290296000000002,1.12908058,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T09:00:00Z,1.13028,1.1307099999999999,1.13003,1.13016,1.1290396000000003,1.1290662,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T09:30:00Z,1.13016,1.13087,1.12998,1.13061,1.1290724,1.12905464,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T10:00:00Z,1.13061,1.13136,1.13043,1.1313,1.1290876,1.1290454699999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T10:30:00Z,1.1313,1.1314,1.13047,1.13081,1.1290996000000002,1.1290393699999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T11:00:00Z,1.13081,1.13188,1.13065,1.13178,1.1291304000000002,1.12903667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T11:30:00Z,1.13178,1.13238,1.1317,1.13189,1.1291790000000002,1.1290384,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T12:00:00Z,1.13189,1.13262,1.13117,1.13161,1.1292478000000001,1.12904507,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T12:30:00Z,1.13161,1.13175,1.13048,1.13078,1.1293112,1.1290563500000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T13:00:00Z,1.13078,1.13184,1.13031,1.13082,1.1293744000000001,1.12907205,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T13:30:00Z,1.13082,1.13286,1.13082,1.13237,1.1294760000000001,1.1290934800000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T14:00:00Z,1.13237,1.13367,1.1320999999999999,1.13353,1.1295686,1.1291204900000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T14:30:00Z,1.13353,1.13387,1.13305,1.13358,1.1296804000000003,1.1291539800000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T15:00:00Z,1.13358,1.1344,1.13355,1.13367,1.1297910000000002,1.1291941,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T15:30:00Z,1.13367,1.1339299999999999,1.13323,1.13369,1.1298950000000003,1.1292400900000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T16:00:00Z,1.13369,1.13395,1.13228,1.13265,1.1299246000000003,1.1292883400000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T16:30:00Z,1.13265,1.13345,1.1325,1.13342,1.1299748000000003,1.1293400000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T17:00:00Z,1.13342,1.13465,1.1333199999999999,1.13421,1.1300746000000002,1.1293962300000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T17:30:00Z,1.13421,1.13458,1.13388,1.13413,1.1301682000000002,1.1294565900000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T18:00:00Z,1.13413,1.13414,1.13355,1.13407,1.1302650000000003,1.1295194900000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T18:30:00Z,1.13407,1.13447,1.1336,1.13372,1.1303518000000004,1.1295856000000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T19:00:00Z,1.13372,1.13397,1.1308,1.13198,1.1304078000000002,1.1296540100000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T19:30:00Z,1.13198,1.13205,1.13097,1.13104,1.1304682000000001,1.1297238000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T20:00:00Z,1.13104,1.13117,1.13022,1.1311,1.1305120000000002,1.1297950200000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T20:30:00Z,1.1311,1.13131,1.13078,1.13111,1.1305586000000003,1.1298679700000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T21:00:00Z,1.13111,1.1313199999999999,1.13078,1.13126,1.1306194000000003,1.1299424200000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T21:30:00Z,1.13126,1.13135,1.13113,1.13121,1.1306744000000002,1.1300171900000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T22:00:00Z,1.13121,1.13121,1.13093,1.13093,1.1307256000000003,1.1300910800000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T22:30:00Z,1.13093,1.13128,1.1307,1.13089,1.1307702000000004,1.1301640300000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T23:00:00Z,1.13089,1.13119,1.1308799999999999,1.13112,1.1308252000000003,1.1302365700000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-05T23:30:00Z,1.13112,1.13143,1.13106,1.13106,1.1308802000000002,1.1303067800000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T00:00:00Z,1.13106,1.1313199999999999,1.13101,1.13112,1.1309342000000002,1.1303750600000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T00:30:00Z,1.13112,1.13116,1.13076,1.13081,1.1309846000000003,1.1304402700000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T01:00:00Z,1.13081,1.13096,1.13049,1.1307099999999999,1.1310324000000003,1.130502340000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T01:30:00Z,1.1307099999999999,1.13187,1.1307,1.1316599999999999,1.1311112000000003,1.1305631500000008,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T02:00:00Z,1.1316599999999999,1.13168,1.1312,1.13126,1.1311654000000002,1.1306251900000008,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T02:30:00Z,1.13126,1.13205,1.13126,1.1319,1.1312322000000004,1.1306880600000009,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T03:00:00Z,1.1319,1.1319,1.13119,1.13122,1.1312742000000005,1.1307480400000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T03:30:00Z,1.13122,1.13158,1.13085,1.13151,1.1313202000000004,1.1308056400000008,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T04:00:00Z,1.13151,1.13164,1.13114,1.13136,1.1313590000000004,1.130860340000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T04:30:00Z,1.13136,1.13153,1.13122,1.13123,1.1313920000000004,1.130912350000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T05:00:00Z,1.13123,1.13123,1.1307,1.13102,1.1314328000000005,1.1309636000000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T05:30:00Z,1.13102,1.13117,1.1307,1.1309,1.1314732000000005,1.1310138500000009,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T06:00:00Z,1.1309,1.13093,1.13009,1.13022,1.1314994000000005,1.131063220000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T06:30:00Z,1.13022,1.13056,1.12962,1.12972,1.1315060000000006,1.131110590000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T07:00:00Z,1.12972,1.12974,1.12882,1.12937,1.1315006000000005,1.1311546500000011,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T07:30:00Z,1.12937,1.12956,1.12847,1.12897,1.1314884000000007,1.131195350000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T08:00:00Z,1.12897,1.13055,1.12848,1.1305399999999999,1.1315014000000005,1.131234140000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T08:30:00Z,1.1305399999999999,1.13095,1.12887,1.12938,1.1314916000000006,1.131270210000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T09:00:00Z,1.12938,1.1307,1.12885,1.13038,1.1314812000000005,1.1313030100000012,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T09:30:00Z,1.13038,1.13086,1.13005,1.13051,1.1314858000000008,1.131333290000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T10:00:00Z,1.13051,1.13268,1.13045,1.13244,1.1315314000000007,1.1313631500000012,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T10:30:00Z,1.13244,1.13251,1.13075,1.13122,1.1315436000000008,1.1313911000000012,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T11:00:00Z,1.13122,1.13137,1.13058,1.13078,1.1315332000000007,1.1314161400000011,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T11:30:00Z,1.13078,1.13215,1.13021,1.13133,1.1315436000000008,1.1314377600000012,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T12:00:00Z,1.13133,1.13148,1.13048,1.13128,1.1315336000000007,1.1314561700000012,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T12:30:00Z,1.13128,1.13183,1.13118,1.13133,1.1315224000000006,1.1314706800000014,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T13:00:00Z,1.13133,1.132,1.13104,1.1313199999999999,1.1315166000000005,1.1314828000000015,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T13:30:00Z,1.1313199999999999,1.13173,1.13029,1.13121,1.1315252000000007,1.1314930500000016,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T14:00:00Z,1.13121,1.13197,1.13064,1.13099,1.1315286000000007,1.1315015300000015,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T14:30:00Z,1.13099,1.13318,1.13062,1.13222,1.1315256000000005,1.1315082100000013,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-01-06T15:00:00Z,1.13222,1.13296,1.13014,1.13083,1.1314716000000005,1.1315101500000013,NaN,NaN,NaN,NaN,NaN,NaN,NaN
