,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close
0,2007-09-16 22:00:00+00:00,-1450.8020686767777,-1440.2137814142434,-1446.5415612504376,0.005527936898187547,0.0001806701134017969,1.0638295832524414,5,True,252,3500,1,0,0 days 00:00:00.274011,nonfat_dry_milk,0.06287496996083974
1,2007-09-24 22:00:00+00:00,-1446.414850001287,-1435.8265627387527,-1442.154342574947,0.005819513323706791,0.00018384306744376883,1.0629316138301221,5,True,252,3500,1,0,0 days 00:00:00.125992,nonfat_dry_milk,0.06287704936394924
2,2007-10-03 22:00:00+00:00,-1448.072842934825,-1437.4845556722908,-1443.812335508485,0.005704992887451928,0.00018263747103770662,1.063290978282667,5,True,252,3500,1,0,0 days 00:00:00.187533,nonfat_dry_milk,0.06290939533234739
3,2007-10-11 22:00:00+00:00,-1447.0211864198309,-1436.4328991572966,-1442.7606789934907,0.005800600249864001,0.00018340125478794053,1.063037811681854,5,True,252,3500,1,0,0 days 00:00:00.166001,nonfat_dry_milk,0.06287714094026102
4,2007-10-21 22:00:00+00:00,-1403.5413478706796,-1392.9530606081453,-1399.2808404443394,0.006401739048602567,0.0002179389404593356,1.0694546139458536,5,True,252,3500,1,0,0 days 00:00:00.261013,nonfat_dry_milk,0.06287445431051482
5,2007-10-28 22:00:00+00:00,-1401.1597045554836,-1390.5714172929493,-1396.8991971291434,0.0066422773210129986,0.00022000907926132774,1.0688420771159146,5,True,252,3500,1,0,0 days 00:00:00.268982,nonfat_dry_milk,0.06378891256960714
6,2007-11-05 23:00:00+00:00,-1406.9568749200384,-1396.3685876575041,-1402.6963674936983,0.0065635423886491046,0.00021500508213357554,1.0693274758310969,5,True,252,3500,1,0,0 days 00:00:00.187006,nonfat_dry_milk,0.0628794109939559
7,2007-11-13 23:00:00+00:00,-1406.4738862699874,-1395.885599007453,-1402.2133788436472,0.00666786323224671,0.00021541754026086708,1.0690718727267616,5,True,252,3500,1,0,0 days 00:00:00.156097,nonfat_dry_milk,0.06287938024312575
8,2007-11-25 23:00:00+00:00,-1406.4854881875385,-1395.8972009250042,-1402.2249807611984,0.0066769516001233715,0.00021540786742574864,1.0690818394799306,5,True,252,3500,1,0,0 days 00:00:00.125495,nonfat_dry_milk,0.0641506259435791
9,2007-12-02 23:00:00+00:00,-1416.511162028547,-1405.9228747660127,-1412.2506546022069,0.006397498814926036,0.00020700599057463153,1.0698934045072883,5,True,252,3500,1,0,0 days 00:00:00.145283,nonfat_dry_milk,0.06287841962749241
10,2007-12-09 23:00:00+00:00,-1417.1548608763665,-1406.5665736138321,-1412.8943534500263,0.006332968711072482,0.00020647791477778366,1.0700965802073807,5,True,252,3500,1,0,0 days 00:00:00.198995,nonfat_dry_milk,0.06287886464394908
11,2007-12-16 23:00:00+00:00,-1417.0395644831256,-1406.4512772205912,-1412.7790570567854,0.0063649988767541035,0.00020657239626275265,1.0700184736597365,5,True,252,3500,1,0,0 days 00:00:00.132009,nonfat_dry_milk,0.06287873772628678
12,2007-12-23 23:00:00+00:00,-1418.1579256666123,-1407.569638404078,-1413.8974182402721,0.006231851504099884,0.00020565766424912848,1.0703750918992632,5,True,252,3500,1,0,0 days 00:00:00.110994,nonfat_dry_milk,0.06287771420334053
13,2008-01-01 23:00:00+00:00,-1435.374093708293,-1424.7858064457587,-1431.1135862819528,0.005891698057811575,0.0001920767471255651,1.0709246596110003,5,True,252,3500,1,0,0 days 00:00:00.123006,nonfat_dry_milk,0.0628983631762571
