,No._Trades,relative_Pnl,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,2599,1.9964066477017517,0.789838337182448,-65.75,108.25,1.6009911470361817,105.83257046681922,10.287495830707257,,
