,0
Unnamed: 0,1242.0
aic,-1408.571216895699
bic,-1380.3357841956074
hqic,-1397.2098637587917
mae,0.012475356081961075
mse,0.00475010248176652
rsquare,9.887936876417534
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,13000.0
order_p,3.0
order_q,3.0
ar.L1.close,0.2647661945381709
ar.L2.close,0.21244222868515972
ar.L3.close,0.23581287432201697
ma.L1.close,0.25768509088375313
ma.L2.close,0.21287532004263793
ma.L3.close,0.24044745134671922
