,asofdate,pnl,strategy
0,2008-10-22 22:00:00+00:00,0.0,arma_threshold_ma
1,2008-10-23 22:00:00+00:00,0.0,arma_threshold_ma
2,2008-10-26 22:00:00+00:00,0.0,arma_threshold_ma
3,2008-10-27 22:00:00+00:00,0.0,arma_threshold_ma
4,2008-10-28 22:00:00+00:00,0.0,arma_threshold_ma
5,2008-10-29 22:00:00+00:00,0.0,arma_threshold_ma
6,2008-10-30 22:00:00+00:00,0.0,arma_threshold_ma
7,2008-11-02 23:00:00+00:00,0.0,arma_threshold_ma
8,2008-11-03 23:00:00+00:00,0.0,arma_threshold_ma
9,2008-11-04 23:00:00+00:00,0.0,arma_threshold_ma
10,2008-11-05 23:00:00+00:00,0.0,arma_threshold_ma
11,2008-11-06 23:00:00+00:00,0.0,arma_threshold_ma
12,2008-11-09 23:00:00+00:00,0.0,arma_threshold_ma
13,2008-11-10 23:00:00+00:00,0.0,arma_threshold_ma
14,2008-11-11 23:00:00+00:00,0.0,arma_threshold_ma
15,2008-11-12 23:00:00+00:00,0.0,arma_threshold_ma
16,2008-11-13 23:00:00+00:00,0.0,arma_threshold_ma
17,2008-11-16 23:00:00+00:00,0.0,arma_threshold_ma
18,2008-11-17 23:00:00+00:00,0.0,arma_threshold_ma
19,2008-11-18 23:00:00+00:00,0.0,arma_threshold_ma
20,2008-11-19 23:00:00+00:00,0.0,arma_threshold_ma
21,2008-11-20 23:00:00+00:00,0.0,arma_threshold_ma
22,2008-11-23 23:00:00+00:00,0.0,arma_threshold_ma
23,2008-11-24 23:00:00+00:00,0.0,arma_threshold_ma
24,2008-11-25 23:00:00+00:00,0.0,arma_threshold_ma
25,2008-11-27 23:00:00+00:00,-0.0,arma_threshold_ma
26,2008-11-30 23:00:00+00:00,-0.0,arma_threshold_ma
27,2008-12-01 23:00:00+00:00,-0.0,arma_threshold_ma
28,2008-12-02 23:00:00+00:00,-0.0,arma_threshold_ma
29,2008-12-03 23:00:00+00:00,-0.0,arma_threshold_ma
30,2008-12-04 23:00:00+00:00,-0.0,arma_threshold_ma
31,2008-12-07 23:00:00+00:00,-0.0,arma_threshold_ma
32,2008-12-08 23:00:00+00:00,-0.0,arma_threshold_ma
33,2008-12-09 23:00:00+00:00,-0.0,arma_threshold_ma
34,2008-12-10 23:00:00+00:00,-0.0,arma_threshold_ma
35,2008-12-11 23:00:00+00:00,-0.0,arma_threshold_ma
36,2008-12-14 23:00:00+00:00,-0.0,arma_threshold_ma
37,2008-12-15 23:00:00+00:00,0.5,arma_threshold_ma
38,2008-12-16 23:00:00+00:00,0.5,arma_threshold_ma
39,2008-12-17 23:00:00+00:00,1.0,arma_threshold_ma
40,2008-12-18 23:00:00+00:00,1.0,arma_threshold_ma
41,2008-12-21 23:00:00+00:00,1.0,arma_threshold_ma
42,2008-12-22 23:00:00+00:00,0.5,arma_threshold_ma
43,2008-12-23 23:00:00+00:00,0.5,arma_threshold_ma
44,2008-12-25 23:00:00+00:00,-0.0,arma_threshold_ma
45,2008-12-28 23:00:00+00:00,0.0,arma_threshold_ma
46,2008-12-29 23:00:00+00:00,0.0,arma_threshold_ma
47,2008-12-30 23:00:00+00:00,0.0,arma_threshold_ma
48,2009-01-01 23:00:00+00:00,0.0,arma_threshold_ma
49,2009-01-04 23:00:00+00:00,0.0,arma_threshold_ma
50,2009-01-05 23:00:00+00:00,0.0,arma_threshold_ma
51,2009-01-06 23:00:00+00:00,0.0,arma_threshold_ma
52,2009-01-07 23:00:00+00:00,0.0,arma_threshold_ma
53,2009-01-08 23:00:00+00:00,0.0,arma_threshold_ma
54,2009-01-11 23:00:00+00:00,0.0,arma_threshold_ma
55,2009-01-12 23:00:00+00:00,0.9000000000000004,arma_threshold_ma
56,2009-01-13 23:00:00+00:00,0.9000000000000004,arma_threshold_ma
57,2009-01-14 23:00:00+00:00,0.9000000000000004,arma_threshold_ma
58,2009-01-15 23:00:00+00:00,0.9000000000000004,arma_threshold_ma
59,2009-01-18 23:00:00+00:00,1.3000000000000007,arma_threshold_ma
60,2009-01-20 23:00:00+00:00,0.0,arma_threshold_ma
61,2009-01-21 23:00:00+00:00,0.0,arma_threshold_ma
62,2009-01-22 23:00:00+00:00,0.0,arma_threshold_ma
63,2009-01-25 23:00:00+00:00,0.0,arma_threshold_ma
64,2009-01-26 23:00:00+00:00,0.0,arma_threshold_ma
65,2009-01-27 23:00:00+00:00,0.0,arma_threshold_ma
66,2009-01-28 23:00:00+00:00,0.0,arma_threshold_ma
67,2009-01-29 23:00:00+00:00,0.0,arma_threshold_ma
68,2009-02-01 23:00:00+00:00,0.0,arma_threshold_ma
69,2009-02-02 23:00:00+00:00,0.0,arma_threshold_ma
70,2009-02-03 23:00:00+00:00,0.0,arma_threshold_ma
71,2009-02-04 23:00:00+00:00,0.0,arma_threshold_ma
72,2009-02-05 23:00:00+00:00,0.0,arma_threshold_ma
73,2009-02-08 23:00:00+00:00,0.0,arma_threshold_ma
74,2009-02-09 23:00:00+00:00,0.0,arma_threshold_ma
75,2009-02-10 23:00:00+00:00,0.0,arma_threshold_ma
76,2009-02-11 23:00:00+00:00,0.0,arma_threshold_ma
77,2009-02-12 23:00:00+00:00,0.0,arma_threshold_ma
78,2009-02-15 23:00:00+00:00,0.0,arma_threshold_ma
79,2009-02-17 23:00:00+00:00,0.0,arma_threshold_ma
80,2009-02-18 23:00:00+00:00,-0.0,arma_threshold_ma
81,2009-02-19 23:00:00+00:00,-0.0,arma_threshold_ma
82,2009-02-22 23:00:00+00:00,-0.0,arma_threshold_ma
83,2009-02-23 23:00:00+00:00,-0.0,arma_threshold_ma
84,2009-02-24 23:00:00+00:00,0.29999999999999893,arma_threshold_ma
85,2009-02-25 23:00:00+00:00,0.0,arma_threshold_ma
86,2009-02-26 23:00:00+00:00,0.0,arma_threshold_ma
87,2009-03-01 23:00:00+00:00,0.0,arma_threshold_ma
88,2009-03-02 23:00:00+00:00,0.0,arma_threshold_ma
89,2009-03-03 23:00:00+00:00,0.0,arma_threshold_ma
90,2009-03-04 23:00:00+00:00,0.10000000000000142,arma_threshold_ma
91,2009-03-05 23:00:00+00:00,0.10000000000000142,arma_threshold_ma
92,2009-03-08 22:00:00+00:00,-0.0,arma_threshold_ma
93,2009-03-09 22:00:00+00:00,-0.3500000000000014,arma_threshold_ma
94,2009-03-10 22:00:00+00:00,-0.3500000000000014,arma_threshold_ma
95,2009-03-11 22:00:00+00:00,-0.3500000000000014,arma_threshold_ma
96,2009-03-12 22:00:00+00:00,-0.3500000000000014,arma_threshold_ma
97,2009-03-15 22:00:00+00:00,-0.3500000000000014,arma_threshold_ma
98,2009-03-16 22:00:00+00:00,0.20000000000000107,arma_threshold_ma
99,2009-03-17 22:00:00+00:00,0.20000000000000107,arma_threshold_ma
100,2009-03-18 22:00:00+00:00,0.20000000000000107,arma_threshold_ma
101,2009-03-19 22:00:00+00:00,0.20000000000000107,arma_threshold_ma
102,2009-03-22 22:00:00+00:00,0.20000000000000107,arma_threshold_ma
103,2009-03-23 22:00:00+00:00,-0.0,arma_threshold_ma
104,2009-03-24 22:00:00+00:00,-0.0,arma_threshold_ma
105,2009-03-25 22:00:00+00:00,0.0,arma_threshold_ma
106,2009-03-26 22:00:00+00:00,0.0,arma_threshold_ma
107,2009-03-29 22:00:00+00:00,0.0,arma_threshold_ma
108,2009-03-30 22:00:00+00:00,0.0,arma_threshold_ma
109,2009-03-31 22:00:00+00:00,0.0,arma_threshold_ma
110,2009-04-01 22:00:00+00:00,0.0,arma_threshold_ma
111,2009-04-02 22:00:00+00:00,0.0,arma_threshold_ma
112,2009-04-05 22:00:00+00:00,0.0,arma_threshold_ma
113,2009-04-06 22:00:00+00:00,0.0,arma_threshold_ma
114,2009-04-07 22:00:00+00:00,0.0,arma_threshold_ma
115,2009-04-08 22:00:00+00:00,0.0,arma_threshold_ma
116,2009-04-12 22:00:00+00:00,0.0,arma_threshold_ma
117,2009-04-13 22:00:00+00:00,0.0,arma_threshold_ma
118,2009-04-14 22:00:00+00:00,0.0,arma_threshold_ma
119,2009-04-15 22:00:00+00:00,0.0,arma_threshold_ma
120,2009-04-16 22:00:00+00:00,0.0,arma_threshold_ma
121,2009-04-19 22:00:00+00:00,0.0,arma_threshold_ma
122,2009-04-20 22:00:00+00:00,0.0,arma_threshold_ma
123,2009-04-21 22:00:00+00:00,0.0,arma_threshold_ma
124,2009-04-22 22:00:00+00:00,0.0,arma_threshold_ma
125,2009-04-23 22:00:00+00:00,0.0,arma_threshold_ma
