,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
0,2017-09-20 00:00:00+00:00,-410.9995124586693,-389.82293793360077,-402.478497605989,0.0773519239657395,0.010951005460576905,0.9110585111222717,5,True,252,1000,2,2,0 days 00:00:00.545176,chainlink,0.021475525038040313,0.007267057021593308,0.012918955897551957,
1,2017-09-25 00:00:00+00:00,-420.8054579208273,-399.62888339575875,-412.28444306814697,0.07610864935204892,0.010512353866688966,0.9176462735998812,5,True,252,1000,2,2,0 days 00:00:00.488583,chainlink,0.18967456403968103,0.17004722628034802,0.2046019570786361,0.18271407658889785
2,2017-09-30 00:00:00+00:00,-443.6796023083094,-422.5030277832409,-435.1585874556291,0.07246451808341128,0.009604737358388625,0.9328233076631772,5,True,252,1000,2,2,0 days 00:00:00.547246,chainlink,0.035438120381829946,0.017806277703726787,0.024454735860567664,0.02119542838059909
3,2017-10-05 00:00:00+00:00,-440.02996351612626,-418.8533889910577,-431.50894866344595,0.07269548366217825,0.009746787145612276,0.9329513136906485,5,True,252,1000,2,2,0 days 00:00:01.564598,chainlink,0.015038582231968163,0.011963538898011258,0.020267437403143025,0.01844309388582391
4,2017-10-10 00:00:00+00:00,-443.43630156140273,-422.2597270363342,-434.9152867087224,0.0719618517869908,0.009609740453587586,0.9423131188097676,5,True,252,1000,2,2,0 days 00:00:01.405615,chainlink,0.029999014119439452,0.006495063546290706,0.02924623858059106,
5,2017-10-15 00:00:00+00:00,-446.27969692890167,-425.10312240383314,-437.75868207622136,0.07224474825002823,0.009512769643329817,0.9279363775602438,5,True,252,1000,2,2,0 days 00:00:01.323399,chainlink,0.023683055207543907,0.022866153719136705,0.0340156589443638,0.034097250965791845
6,2017-10-20 00:00:00+00:00,-455.951819605231,-434.77524508016245,-447.43080475255067,0.07105463593067449,0.009141362044869487,0.924949268892483,5,True,252,1000,2,2,0 days 00:00:00.518915,chainlink,0.2703022721860926,0.20710632777635857,0.32587427810166303,0.22744140055841738
7,2017-10-25 00:00:00+00:00,-451.10751059306665,-429.9309360679981,-442.58649574038634,0.07196062808693038,0.009319527709097988,0.9237377887486603,5,True,252,1000,2,2,0 days 00:00:00.552825,chainlink,0.20006472832235175,0.182340366423467,0.21849195015997352,0.19856182266045774
8,2017-10-30 00:00:00+00:00,-452.00170719651476,-430.8251326714462,-443.48069234383445,0.07173038454694357,0.0092872984970617,0.9239008627661691,5,True,252,1000,2,2,0 days 00:00:00.523562,chainlink,0.21088807423869033,0.19218094535823488,0.229692782815719,0.2089086197744242
9,2017-11-04 00:00:00+00:00,-457.01388824514345,-435.8373137200749,-448.49287339246314,0.07108155815220198,0.009116524897334805,0.9182022776001394,5,True,252,1000,2,2,0 days 00:00:00.652324,chainlink,0.050704092932416164,0.02417590839239038,0.03912654264357736,0.08718084058239174
10,2017-11-09 00:00:00+00:00,-459.1004818023413,-437.92390727727275,-450.57946694966097,0.07056305209694794,0.009029460053279988,0.9216975380674814,5,True,252,1000,2,2,0 days 00:00:00.431453,chainlink,0.7119556907467329,0.7514892244915268,0.716030434971759,0.7554286539187177
11,2017-11-14 00:00:00+00:00,-462.1106218901906,-440.93404736512207,-453.5896070375103,0.07004663162255174,0.008931949403537963,0.9244394268297698,5,True,252,1000,2,2,0 days 00:00:00.581325,chainlink,0.041636485538315886,0.014952029971159214,0.03939120485277243,
12,2017-11-19 00:00:00+00:00,-462.9701046368872,-441.79353011181865,-454.4490897842069,0.0712438723403546,0.008917395186442847,0.905237518576883,5,True,252,1000,2,2,0 days 00:00:01.146602,chainlink,0.0214880313068862,0.02158047421161201,0.022854401951148642,0.0231162240058848
