,0
Unnamed: 0,528.5
aic,-1572.4661262754257
bic,-1551.289551750357
hqic,-1563.9451114227454
mae,0.008276552702603074
mse,0.00014724054464253353
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,5500.0
order_p,2.0
order_q,2.0
ar.L1.close,0.24890390211436203
ar.L2.close,0.2010907187972138
ma.L1.close,0.2477720336848719
ma.L2.close,0.2111173257357126
