,No._Trades,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,560,0.9588550983899821,-1.0499999999999972,5.68,0.6398322182468695,0.3894431664605534,0.6240538169585644,,
