asofdate,pnl,pointForecast,forecastday,product_name
2000-01-06 14:30:00+00:00,,27.25,5,XLU
2000-01-13 14:30:00+00:00,0.6406199999999984,27.30652082834631,5,XLU
2000-01-21 14:30:00+00:00,0.5,26.77356483087715,5,XLU
2000-02-04 14:30:00+00:00,1.4531300000000016,26.435535315070844,5,XLU
2000-02-18 14:30:00+00:00,0.875,26.272454910659608,5,XLU
2000-02-28 14:30:00+00:00,1.25,25.04016266123079,5,XLU
2000-03-06 14:30:00+00:00,0.875,24.059358921818465,5,XLU
2000-04-03 13:30:00+00:00,0.2343800000000016,26.288540365705437,5,XLU
2000-05-02 13:30:00+00:00,2.0156300000000016,29.256888723102797,5,XLU
2000-05-16 13:30:00+00:00,0.2031300000000016,27.676316090155595,5,XLU
2000-05-23 13:30:00+00:00,0.9218699999999984,28.635490267731967,5,XLU
2000-06-07 13:30:00+00:00,0.90625,28.41995030461099,5,XLU
2000-06-14 13:30:00+00:00,0.21875,28.69409070445451,5,XLU
2000-06-21 13:30:00+00:00,0.90625,29.60800151728571,5,XLU
2000-07-13 13:30:00+00:00,-0.0156199999999984,28.27695281183364,5,XLU
2000-08-03 13:30:00+00:00,-0.0468699999999984,27.74796959544752,5,XLU
2000-09-15 13:30:00+00:00,1.75,30.46737972859235,5,XLU
2000-10-06 13:30:00+00:00,2.0,32.30636192422211,5,XLU
2000-11-03 14:30:00+00:00,0.9531300000000016,32.65325711618663,5,XLU
2000-11-10 14:30:00+00:00,1.1875,33.78886680638316,5,XLU
2000-11-17 14:30:00+00:00,0.3125,34.1327353726378,5,XLU
2000-12-04 14:30:00+00:00,-0.0468800000000015,33.456619485515546,5,XLU
2000-12-11 14:30:00+00:00,0.3593800000000016,33.789324496844934,5,XLU
2001-01-03 14:30:00+00:00,0.2343800000000016,33.08712845743742,5,XLU
2001-01-18 14:30:00+00:00,0.28125,31.7558441097984,5,XLU
2001-01-25 14:30:00+00:00,0.375,31.388254985952653,5,XLU
2001-02-23 14:30:00+00:00,0.2300000000000039,31.90461634738808,5,XLU
2001-03-09 14:30:00+00:00,0.240000000000002,31.80839018807585,5,XLU
2001-03-16 14:30:00+00:00,0.2199999999999988,31.47152954165228,5,XLU
2001-03-23 14:30:00+00:00,1.3799899999999994,30.19511150648025,5,XLU
2001-03-30 14:30:00+00:00,1.1500100000000018,28.91103924186013,5,XLU
2001-04-23 13:30:00+00:00,1.3699900000000014,31.927824191070275,5,XLU
2001-05-14 13:30:00+00:00,-0.029999999999994,32.88434857722961,5,XLU
2001-05-29 13:30:00+00:00,0.5999899999999982,33.495466684394266,5,XLU
2001-06-19 13:30:00+00:00,0.1700199999999938,32.45881843863408,5,XLU
2001-07-03 13:30:00+00:00,0.3000100000000003,30.67622318605395,5,XLU
2001-07-25 13:30:00+00:00,0.4699800000000032,31.590296054751654,5,XLU
2001-08-01 13:30:00+00:00,0.8900199999999998,30.64530425257092,5,XLU
2001-08-15 13:30:00+00:00,1.1099999999999994,30.16462889563196,5,XLU
2001-08-22 13:30:00+00:00,0.0800100000000014,30.064934709915217,5,XLU
2001-09-06 13:30:00+00:00,0.0999899999999982,30.110910166993843,5,XLU
2001-09-19 13:30:00+00:00,0.4300099999999993,29.67665209278348,5,XLU
2001-10-03 13:30:00+00:00,0.8699899999999978,29.008113334508987,5,XLU
2001-10-24 13:30:00+00:00,0.5,29.613055636685207,5,XLU
2001-10-31 14:30:00+00:00,1.6200100000000006,28.055895995030536,5,XLU
2001-11-07 14:30:00+00:00,0.2600000000000015,27.69931154489601,5,XLU
2001-12-06 14:30:00+00:00,0.7599899999999984,27.49561848073041,5,XLU
2001-12-20 14:30:00+00:00,0.3300000000000018,27.32957340522974,5,XLU
