,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name
0,2015-09-14 00:00:00+00:00,-656.8321065273824,-639.1849610898253,-649.7312608168155,0.02617468084284461,0.004150598726795175,5,True,252,2600,2,0,0 days 00:00:02.679394,BTC
1,2015-09-19 00:00:00+00:00,-657.8911017980763,-640.2439563605192,-650.7902560875094,0.026358152995925553,0.004170509993138614,5,True,252,2600,2,0,0 days 00:00:00.412960,BTC
2,2015-09-24 00:00:00+00:00,-858.1309575994974,-840.4838121619403,-851.0301118889305,0.023648707433380788,0.0021103614265900548,5,True,252,2600,2,0,0 days 00:00:00.454053,BTC
3,2015-09-29 00:00:00+00:00,-1080.943166035356,-1063.2960205977988,-1073.842320324789,0.018528543978033166,0.0007716028020465148,5,True,252,2600,2,0,0 days 00:00:00.126908,BTC
4,2015-10-04 00:00:00+00:00,-1091.7052252510564,-1074.0580798134993,-1084.6043795404894,0.01785897763336451,0.0007400542187614,5,True,252,2600,2,0,0 days 00:00:00.499784,BTC
5,2015-10-09 00:00:00+00:00,-1117.5312655697385,-1099.8841201321814,-1110.4304198591715,0.01696260578524353,0.0006675480909839158,5,True,252,2600,2,0,0 days 00:00:00.374477,BTC
6,2015-10-14 00:00:00+00:00,-1127.3511469682758,-1109.7040015307186,-1120.2503012577088,0.016498180665602085,0.0006419557151029895,5,True,252,2600,2,0,0 days 00:00:00.446308,BTC
7,2015-10-19 00:00:00+00:00,-1128.4386635657356,-1110.7915181281785,-1121.3378178551686,0.016420829054829576,0.0006390095136959097,5,True,252,2600,2,0,0 days 00:00:00.287534,BTC
8,2015-10-24 00:00:00+00:00,-1140.6960201580082,-1123.048874720451,-1133.5951744474412,0.016166811461379233,0.0006090491760634913,5,True,252,2600,2,0,0 days 00:00:00.459576,BTC
9,2015-10-29 00:00:00+00:00,-1150.6925230713723,-1133.0453776338152,-1143.5916773608053,0.016053907842474836,0.0005850521246799667,5,True,252,2600,2,0,0 days 00:00:00.256024,BTC
10,2015-11-03 00:00:00+00:00,-1112.8445389554872,-1095.19739351793,-1105.7436932449202,0.017354698620501645,0.000679863992529547,5,True,252,2600,2,0,0 days 00:00:00.517998,BTC
11,2015-11-08 00:00:00+00:00,-1111.509570341179,-1093.8624249036218,-1104.408724630612,0.01754178817035478,0.000683537616393069,5,True,252,2600,2,0,0 days 00:00:00.244864,BTC
12,2015-11-13 00:00:00+00:00,-1085.6338407545236,-1067.9866953169665,-1078.5329950439566,0.018042864925162643,0.0007573551031962924,5,True,252,2600,2,0,0 days 00:00:00.564240,BTC
13,2015-11-18 00:00:00+00:00,-1086.8568065019267,-1069.2096610643696,-1079.7559607913597,0.01798431627560704,0.000753727107718066,5,True,252,2600,2,0,0 days 00:00:00.135889,BTC
14,2015-11-23 00:00:00+00:00,-1087.7490114362893,-1070.1018659987321,-1080.6481657257223,0.017957336335438636,0.0007513235201470115,5,True,252,2600,2,0,0 days 00:00:00.579061,BTC
15,2015-11-28 00:00:00+00:00,-1096.3486077737684,-1078.7014623362113,-1089.2477620632014,0.01788041889799093,0.0007258629470922279,5,True,252,2600,2,0,0 days 00:00:00.455579,BTC
16,2015-12-03 00:00:00+00:00,-1102.6924319422305,-1085.0452865046734,-1095.5915862316635,0.01772761788276591,0.0007077922036534972,5,True,252,2600,2,0,0 days 00:00:00.517821,BTC
17,2015-12-08 00:00:00+00:00,-1096.9134933446269,-1079.2663479070698,-1089.8126476340599,0.017917612919063592,0.0007242025058242843,5,True,252,2600,2,0,0 days 00:00:00.290653,BTC
18,2015-12-13 00:00:00+00:00,-1086.99086377235,-1069.3437183347928,-1079.890018061783,0.018109215349396458,0.0007532877843047012,5,True,252,2600,2,0,0 days 00:00:00.303747,BTC
19,2015-12-18 00:00:00+00:00,-1087.2152767856023,-1069.5681313480452,-1080.1144310750353,0.01811508433940027,0.0007525951746106518,5,True,252,2600,2,0,0 days 00:00:00.289742,BTC
20,2015-12-23 00:00:00+00:00,-1088.1524645336372,-1070.50531909608,-1081.0516188230702,0.018148964769772336,0.0007498454292624535,5,True,252,2600,2,0,0 days 00:00:00.266015,BTC
21,2015-12-28 00:00:00+00:00,-1079.1124090186363,-1061.4652635810792,-1072.0115633080693,0.018465100380063482,0.0007772728876108814,5,True,252,2600,2,0,0 days 00:00:00.370103,BTC
22,2016-01-02 00:00:00+00:00,-1081.453582025133,-1063.806436587576,-1074.352736314566,0.018286502085755916,0.0007700583989337822,5,True,252,2600,2,0,0 days 00:00:00.658229,BTC
23,2016-01-07 00:00:00+00:00,-1081.509865478526,-1063.862720040969,-1074.409019767959,0.018186546186870666,0.0007698392529790903,5,True,252,2600,2,0,0 days 00:00:00.529796,BTC
24,2016-01-12 00:00:00+00:00,-1080.3710417293921,-1062.723896291835,-1073.2701960188251,0.018160804173175785,0.0007733947947035012,5,True,252,2600,2,0,0 days 00:00:00.196543,BTC
25,2016-01-17 00:00:00+00:00,-1032.511786263834,-1014.8646408262769,-1025.410940553267,0.01883506222279788,0.000935092611688224,5,True,252,2600,2,0,0 days 00:00:00.991987,BTC
26,2016-01-22 00:00:00+00:00,-1015.3836170096047,-997.7364715720475,-1008.2827712990378,0.019645118254779128,0.0010008571037253284,5,True,252,2600,2,0,0 days 00:00:00.605917,BTC
27,2016-01-27 00:00:00+00:00,-1013.8472276464959,-996.2000822089387,-1006.746381935929,0.019775170189143623,0.0010069679736484966,5,True,252,2600,2,0,0 days 00:00:00.350582,BTC
28,2016-02-01 00:00:00+00:00,-1011.8348154376812,-994.1876700001241,-1004.7339697271143,0.01990810847746336,0.0010150358604190135,5,True,252,2600,2,0,0 days 00:00:00.580273,BTC
29,2016-02-06 00:00:00+00:00,-1009.2344525067117,-991.5873070691546,-1002.1336067961448,0.020147938873775476,0.001025589769428704,5,True,252,2600,2,0,0 days 00:00:00.334442,BTC
30,2016-02-11 00:00:00+00:00,-1010.0342398576884,-992.3870944201312,-1002.9333941471215,0.0200359686057534,0.001022301377528414,5,True,252,2600,2,0,0 days 00:00:00.182430,BTC
31,2016-02-16 00:00:00+00:00,-1007.8088859376523,-990.1617405000952,-1000.7080402270855,0.020359297105913478,0.0010313729998226854,5,True,252,2600,2,0,0 days 00:00:00.172064,BTC
32,2016-02-21 00:00:00+00:00,-1006.2706723573222,-988.623526919765,-999.1698266467553,0.02056139663922629,0.0010377720121032814,5,True,252,2600,2,0,0 days 00:00:00.298294,BTC
33,2016-02-26 00:00:00+00:00,-1008.004703122934,-990.3575576853768,-1000.9038574123671,0.020441960762420185,0.0010305765519936709,5,True,252,2600,2,0,0 days 00:00:00.151829,BTC
34,2016-03-02 00:00:00+00:00,-1007.6639933253374,-990.0168478877803,-1000.5631476147705,0.02043905577543376,0.001031973801134765,5,True,252,2600,2,0,0 days 00:00:00.993198,BTC
35,2016-03-07 00:00:00+00:00,-1007.2509583357177,-989.6038128981605,-1000.1501126251508,0.02051633432635132,0.0010336902191563561,5,True,252,2600,2,0,0 days 00:00:00.240279,BTC
36,2016-03-12 00:00:00+00:00,-1008.1419928793101,-990.494847441753,-1001.0411471687432,0.020380297154020975,0.0010300733368661188,5,True,252,2600,2,0,0 days 00:00:00.657654,BTC
37,2016-03-17 00:00:00+00:00,-1010.2292216857815,-992.5820762482243,-1003.1283759752146,0.020096240431465552,0.0010216603382944365,5,True,252,2600,2,0,0 days 00:00:00.668223,BTC
