,asofdate,pointForecast,close,forecastday
0,1971-02-09 01:00:00+00:00,154.29716355192085,153.0,1
1,1971-02-10 01:00:00+00:00,154.50370598249842,153.125,2
2,1971-02-11 01:00:00+00:00,154.44382472489121,152.75,3
3,1971-02-12 01:00:00+00:00,154.34262913417194,152.5,4
4,1971-02-16 01:00:00+00:00,154.37588607860246,151.125,5
5,1971-02-17 01:00:00+00:00,153.37055908461176,150.875,1
6,1971-02-18 01:00:00+00:00,152.98660634963682,151.375,2
7,1971-02-19 01:00:00+00:00,153.03829426690754,151.75,3
8,1971-02-22 01:00:00+00:00,153.22500409114298,151.25,4
9,1971-02-23 01:00:00+00:00,153.1950310656828,150.75,5
10,1971-02-24 01:00:00+00:00,150.81636900719107,149.25,1
11,1971-02-25 01:00:00+00:00,150.84277723135233,149.375,2
12,1971-02-26 01:00:00+00:00,151.09298219520014,149.5,3
13,1971-03-01 01:00:00+00:00,151.07833119562878,149.375,4
14,1971-03-02 01:00:00+00:00,150.95718655266214,151.875,5
15,1971-03-03 01:00:00+00:00,149.27480448009655,152.125,1
16,1971-03-04 01:00:00+00:00,149.1830832770931,151.75,2
17,1971-03-05 01:00:00+00:00,149.41285512292015,154.375,3
18,1971-03-08 01:00:00+00:00,149.46080081028813,154.125,4
19,1971-03-09 01:00:00+00:00,149.3478921573121,153.625,5
20,1971-03-10 01:00:00+00:00,152.47398221023707,153.875,1
21,1971-03-11 01:00:00+00:00,152.4624603431957,153.375,2
22,1971-03-12 01:00:00+00:00,152.1675377583591,152.875,3
23,1971-03-15 01:00:00+00:00,152.16455321954285,153.125,4
24,1971-03-16 01:00:00+00:00,152.3048410845068,153.5,5
25,1971-03-17 01:00:00+00:00,153.832811400133,150.625,1
26,1971-03-18 01:00:00+00:00,153.81851422451686,149.875,2
27,1971-03-19 01:00:00+00:00,154.10121165691118,149.25,3
28,1971-03-22 01:00:00+00:00,154.11072001201333,148.375,4
29,1971-03-23 01:00:00+00:00,153.96556393725027,147.875,5
30,1971-03-24 01:00:00+00:00,151.09502916695195,149.125,1
31,1971-03-25 01:00:00+00:00,150.34479610748025,148.375,2
32,1971-03-26 01:00:00+00:00,150.5690644644441,148.375,3
33,1971-03-29 01:00:00+00:00,150.9493118563667,147.875,4
34,1971-03-30 01:00:00+00:00,150.83103852629404,146.375,5
35,1971-03-31 01:00:00+00:00,148.95373041207472,146.125,1
36,1971-04-01 01:00:00+00:00,149.32396811220536,146.25,2
37,1971-04-02 01:00:00+00:00,149.3878380332476,147.125,3
38,1971-04-05 01:00:00+00:00,149.20081660126306,146.125,4
39,1971-04-06 01:00:00+00:00,149.16631683173617,146.625,5
40,1971-04-07 01:00:00+00:00,146.04353606689952,146.25,1
41,1971-04-08 01:00:00+00:00,146.1634041949896,146.875,2
42,1971-04-12 01:00:00+00:00,146.31229023594628,149.25,3
43,1971-04-13 01:00:00+00:00,146.2509016017244,148.5,4
44,1971-04-14 01:00:00+00:00,146.17476613653486,149.625,5
45,1971-04-15 01:00:00+00:00,146.23911348941257,149.25,1
46,1971-04-16 01:00:00+00:00,146.39873677944001,147.0,2
47,1971-04-19 01:00:00+00:00,146.39258884142762,146.875,3
