,0
Unnamed: 0,349.0
aic,-1633.267404020628
bic,-1619.1496876705824
hqic,-1627.5867274521745
mae,0.007399559647396272
mse,0.00013576502310434546
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,3500.0
order_p,1.0
order_q,1.0
ar.L1.close,0.30871188977005587
ma.L1.close,0.29847687971641307
