,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close
0,2005-03-28 22:46:00+00:00,-966.8229090863448,-956.2346218238105,-962.5624016600046,0.022552330531102602,0.00123301840694838,5,True,252,2000,1,0,0 days 00:00:00.108410,vix,0.06296654198290462
1,2005-04-04 21:46:00+00:00,-967.4973579432536,-956.9090706807193,-963.2368505169135,0.02252267751410303,0.0012297181587943237,5,True,252,2000,1,0,0 days 00:00:00.106012,vix,0.06281521067837881
2,2005-04-11 21:46:00+00:00,-966.5288137995193,-955.940526536985,-962.2683063731791,0.02255844142626189,0.0012344635616111056,5,True,252,2000,1,0,0 days 00:00:00.066124,vix,0.06296934685794828
3,2005-04-18 21:46:00+00:00,-961.0864971386101,-950.4982098760757,-956.8259897122699,0.02296513758061203,0.001261408660861356,5,True,252,2000,1,0,0 days 00:00:00.083781,vix,0.0629909523400524
4,2005-04-25 21:46:00+00:00,-961.2082710086346,-950.6199837461003,-956.9477635822944,0.023241415142875563,0.0012607909754910893,5,True,252,2000,1,0,0 days 00:00:00.082716,vix,0.06283917410395307
5,2005-05-02 21:46:00+00:00,-961.2005762323132,-950.6122889697789,-956.940068805973,0.023103805645204714,0.0012608302047945035,5,True,252,2000,1,0,0 days 00:00:00.084969,vix,0.06279040649922071
6,2005-05-09 21:46:00+00:00,-966.7874026042092,-956.1991153416749,-962.526895177869,0.022666459624839288,0.0012332221578925083,5,True,252,2000,1,0,0 days 00:00:00.079605,vix,0.06308890792334815
7,2005-05-16 21:46:00+00:00,-965.1491129364873,-954.560825673953,-960.8886055101472,0.022815302951644335,0.0012412428607897319,5,True,252,2000,1,0,0 days 00:00:00.070004,vix,0.062987805382075
8,2005-05-23 21:46:00+00:00,-965.6575917034301,-955.0693044408957,-961.3970842770899,0.02272585123809369,0.0012387831198075443,5,True,252,2000,1,0,0 days 00:00:00.082670,vix,0.06325046078684406
9,2005-05-31 21:46:00+00:00,-968.2886010314156,-957.7003137688813,-964.0280936050755,0.022635375678041116,0.0012258582671697078,5,True,252,2000,1,0,0 days 00:00:00.073959,vix,0.06280531257111743
