,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,,0.9945872801082544,0.9875600791631326,0.9960050307020789,1.0082633957391867,1.0003716205753925,1.0,1.000350096276476,1.0,1.0016224648985959,1.0,1.0,1.0003690661089668,1.0,1.0,1.0,1.0,1.0001590529532725,1.0,1.0,1.0,1.0,1.0,1.000386863462428,1.0,1.0006962980155507,0.9998761379822877,1.0,1.0,1.000127169026712,1.0003443335608395,1.0,0.9996472766820493,1.0,1.0,1.000290884018078,1.0009235191267036,1.0007872446921728,1.0,1.0005998677004113
2,,0.9923319801533604,0.9926491376873057,0.9967448398313236,1.0143748655046267,1.0014245455390047,1.0,1.000350096276476,1.0,1.0025377015080603,1.0,1.0,1.000984176290578,0.9996057393091989,1.0,1.0,1.0,1.000227218504675,1.0,1.0,1.0,1.0,1.0,1.0006896261721543,1.0,1.0010676569571777,0.9999587126607625,0.9999327988602686,1.0000130516781196,1.000203470442739,1.0007132623760246,1.0,0.9996472766820493,0.9997010205548369,1.0,1.0005709945540047,1.0014942331937677,1.0015647703140718,1.0,1.0011586485720272
3,,0.9941362201172756,0.9988690981057393,0.9965968780054746,1.0143748655046267,1.0032826484159674,1.0,1.000350096276476,1.0,1.0035361414456578,1.0,1.0,1.001414753417706,0.9995494163533702,1.0,1.0,1.0,0.9998863907476625,1.0,1.0001186603249315,1.0,1.0,1.0,1.0010260291829611,1.0,1.0016401686588527,1.0004266358387868,0.9997446356690209,1.0003001885967489,1.0002670549560948,1.0011805722085922,1.0,0.9998118808970929,0.9994595371568205,1.0,1.000614088482609,1.0021479602160412,1.0021284763899485,1.0,1.0016516905175707
4,,0.9986468200270636,0.9988690981057393,0.9946733742694385,1.0143748655046267,1.004583320429841,1.0,1.000350096276476,1.0,1.0035361414456578,0.9997820757286843,1.0,1.0017838195266726,0.9999436770441713,1.0,1.0,1.0,0.9994319537383124,1.0,1.0001977672082192,1.0,1.0,1.0,1.00144653294647,1.0,1.0026768790375613,1.0008807965703983,0.999852157492591,1.0006003771934977,1.0002670549560948,1.001893834584617,1.0,0.9998118808970929,0.9995630300416847,1.0,1.0007433702684214,1.0021479602160412,1.0025949917630879,1.0,1.001972167782174
5,,0.9986468200270636,0.9988690981057393,0.9960050307020789,1.0143748655046267,1.0050788145303644,1.0,1.000350096276476,1.0,1.0035361414456578,0.9997820757286843,1.0,1.0020298635993172,1.0014643968515469,1.0,1.0,1.0,0.9992501789345725,1.0,1.0000988836041096,0.9998878494191534,1.0,0.9997201060098487,1.0019679576132206,1.0,1.003605276391629,1.0008807965703983,1.0001881631912477,1.0006003771934977,1.0002670549560948,1.001893834584617,1.0,0.9998118808970929,1.0003679747017393,1.0,1.0010019338400462,1.0021479602160412,1.0033142029633446,1.0,1.0023008624125365
6,,0.9986468200270636,0.9988690981057393,0.9988163053932085,1.0143748655046267,1.0050788145303644,1.0,1.000350096276476,1.0,1.0035361414456578,1.0003632071188595,1.0,1.0018453305448338,1.0030977625705797,1.0,0.9997254975357165,1.0009061102831596,0.9992274570841049,1.0,1.0000988836041096,0.9996822400209348,1.0,0.9995451722660043,1.0022707203229468,0.999755785840463,1.0042861011179451,1.0008807965703983,1.0003763263824954,1.0006003771934977,1.0002670549560948,1.001893834584617,1.0004232599481204,0.9998118808970929,1.0009774328014949,1.0,1.0010019338400462,1.0021479602160412,1.0038487518284,1.0,1.002391253435886
7,,0.9986468200270636,0.9988690981057393,1.0005918473033957,1.0143748655046267,1.0050788145303644,1.0,0.9996999174773062,1.0,1.0035361414456578,1.0012712249160083,1.0,1.0015685309631088,1.0030977625705797,1.0,0.9994260403019527,1.001692995529061,0.9996364503925199,1.0,1.0000395534416437,0.999738315311358,1.0,0.9995626656403886,1.0024557419788906,0.9995929764007717,1.0047967196626824,1.0008807965703983,1.0006451309414208,1.0006003771934977,1.0002670549560948,1.001893834584617,1.0008586130376158,0.9998118808970929,1.0013799051315222,1.0,1.0010019338400462,1.0021479602160412,1.0043152672015394,1.0,1.002391253435886
8,,0.9986468200270636,0.9988690981057393,1.0065103203373529,1.0132558639982785,1.0050788145303644,1.0,0.9992497936932656,1.0,1.0035361414456578,1.0021792427131573,1.0,1.0015992864721894,1.0030977625705797,1.0,0.9994010855324724,1.0021222056631893,1.0003181059065451,1.0,1.000217543929041,0.9999439247095767,1.0,0.9997201060098487,1.0024557419788906,0.9996092573447408,1.0049669258442613,1.0008807965703983,1.0008198539047222,1.0006003771934977,1.0002670549560948,1.001893834584617,1.0013302455512356,0.9998118808970929,1.0017938766709789,1.0,1.0010019338400462,1.0021479602160412,1.0048692542071425,1.0,1.002391253435886
9,,0.9986468200270636,0.9946282160022618,1.0146482207590442,1.0142887884656768,1.0050788145303644,0.9989581905414667,0.9991497661857011,1.0,1.007529901196048,1.0021792427131573,1.0,1.001968352581156,1.0030977625705797,1.0001054615922065,0.9994260403019527,1.002575260804769,1.0010224832710375,1.0,1.000276874091507,1.0000186917634744,1.0,0.9998600530049244,1.0024557419788906,0.9997232239525248,1.0049669258442613,1.0008807965703983,1.001169299831325,1.0006003771934977,1.0003942239828068,1.001893834584617,1.0014390838236094,0.9993650980276888,1.002058358487854,1.0,1.0010019338400462,1.0006641036416746,1.0057731277426,1.0,1.002391253435886
10,,0.9986468200270636,1.0039581566299123,1.0165717244950803,1.0174736389068215,1.0050788145303644,0.9968745716244003,0.9994998624621771,1.0,1.0098179927197088,1.0021792427131573,1.0,1.0027064847990896,1.0030977625705797,1.0002372885824644,0.9995757689188346,1.0026229508196722,1.00172686063553,1.0,1.0001977672082192,1.0000186917634744,1.0,0.9998600530049244,1.0024557419788906,0.9999674381120618,1.0049669258442613,1.0008807965703983,1.0013305825666803,1.0006003771934977,1.0007884479656135,1.001893834584617,1.001475363247734,0.9990594044854648,1.0019548656029897,1.0,1.0010019338400462,1.0002386622462267,1.0063465528887507,1.0,1.002391253435886
11,,0.9986468200270636,1.0172462538874754,1.0251535103943183,1.0182483322573703,1.0050788145303644,0.9954489376285127,0.9997499312310886,1.0,1.0124804992199687,1.0021792427131573,1.0001629912147736,1.003659905580587,1.0030977625705797,1.0004482117668771,0.9995757689188346,1.0026229508196722,1.0022721850467502,1.0,1.0002373206498631,1.000037383526949,1.0,0.9998600530049244,1.0024557419788906,1.0002116522715987,1.0049669258442613,1.0008807965703983,1.0017337894050684,1.0006003771934977,1.0009919184083524,1.001893834584617,1.0015237358132336,0.9991181917051233,1.0025298260744573,1.0,1.0010019338400462,1.0008301295520932,1.0066964394186053,1.0,1.002391253435886
12,,0.9986468200270636,1.0223353124116483,1.0319597543833692,1.0220357219711642,1.0050788145303644,0.9942426319396848,0.9997499312310886,1.0,1.01464378575143,1.0021792427131573,1.0008149560738677,1.0051054145073737,1.0029006322251792,1.0004482117668771,0.9995757689188346,1.0026229508196722,1.0026357346542303,1.0,1.000217543929041,0.9998130823652558,1.0004713688733378,0.9998600530049244,1.0024557419788906,1.0004395854871666,1.0049669258442613,1.0008807965703983,1.0017337894050684,1.0006003771934977,1.0016023297365693,1.001893834584617,1.0014148975408597,0.9993650980276888,1.0033117723156533,1.0,1.0010019338400462,1.002002687544425,1.0077946943595375,1.0,1.002391253435886
13,,0.9986468200270636,1.026858919988691,1.036546570984686,1.0223800301269637,1.0050788145303644,0.9942426319396848,0.9997499312310886,1.0,1.0154342173686948,1.0021792427131573,1.001434322690007,1.0061818573251933,1.0023655641448064,1.0005536733590836,0.9995757689188346,1.0026229508196722,1.0028402313084377,1.0,1.0005735249038357,0.9996635482574604,1.0011421630392414,0.9998600530049244,1.0024557419788906,1.0005861139828887,1.0049669258442613,1.0008807965703983,1.0017337894050684,1.0006003771934977,1.0024543622155389,1.001893834584617,1.001584201520108,0.9997766085652979,1.0041742130228546,1.0,1.0010019338400462,1.003642193409809,1.0095732842196314,1.0,1.002391253435886
14,,0.9986468200270636,1.031665253039299,1.0393578456758157,1.0228964923606627,1.0050788145303644,0.9942426319396848,0.9997499312310886,1.0,1.0173478939157565,1.0024698084082448,1.0017277068765993,1.0071967891248519,1.0028443092693504,1.0005536733590836,0.9995757689188346,1.0026229508196722,1.003294668317788,1.0,1.0009492825994522,0.9998130823652558,1.0017766980610423,0.9998600530049244,1.0024557419788906,1.0007000805906727,1.0049669258442613,1.0008807965703983,1.0017337894050684,1.0006003771934977,1.0030774904464268,1.001893834584617,1.001572108378733,0.9997766085652979,1.0049561592640506,1.0004157935913078,1.0010019338400462,1.0058627899616583,1.0107492917227539,1.0,1.002391253435886
15,,0.9972936400541272,1.035057958722081,1.0463120514907154,1.0253927264902087,1.0050788145303644,0.9942426319396848,0.9997499312310886,1.0,1.0174310972438898,1.0016707527467539,1.0017277068765993,1.007965676851866,1.0033230543938947,1.0005536733590836,0.9995757689188346,1.0026229508196722,1.0037945490280729,1.00180245506811,1.001245933411781,1.0003364517425397,1.0022299373623285,0.9998250662561555,1.0024557419788906,1.0009117328622714,1.0049669258442613,1.0008807965703983,1.0017337894050684,1.0006003771934977,1.0036879017746438,1.001893834584617,1.0016809466511067,0.9997766085652979,1.0059450912749748,1.0008862968656822,1.0010019338400462,1.0080211267971009,1.0117309178204013,1.0,1.002391253435886
16,,0.9945872801082544,1.0265761945151257,1.0494192498335428,1.032623197761997,1.0050788145303644,0.9942426319396848,0.9997499312310886,1.0,1.0175559022360894,1.0018523563061836,1.0019558945772822,1.008611542542558,1.003970768385925,1.0005536733590836,0.9995757689188346,1.0026229508196722,1.0044534826916305,1.003149116900606,1.0015228075032878,1.000915896410247,1.0027194358077178,0.9997201060098487,1.0024557419788906,1.0009117328622714,1.0049669258442613,1.0008807965703983,1.0017337894050684,1.0006003771934977,1.0044000483242301,1.001893834584617,1.0016809466511067,0.9997766085652979,1.0063935604427197,1.0013239743302167,1.0005925415183068,1.0092766977446417,1.012780577409965,1.0,1.002391253435886
17,,0.9986468200270636,1.0277070964093864,1.0522305245246726,1.0427802883580806,1.0050788145303644,0.9942426319396848,0.9994498487083948,1.0,1.0174310972438898,1.0017070734586397,1.0020536893061465,1.0085192760153163,1.003970768385925,1.0005536733590836,0.9995757689188346,1.0026229508196722,1.0048170322991103,1.0046615217278707,1.0017996815947947,1.001626183422275,1.0030820272487468,0.9997201060098487,1.0024557419788906,1.0009117328622714,1.0049669258442613,1.0008807965703983,1.0014246641623041,1.0006003771934977,1.0046798201829963,1.001893834584617,1.0016809466511067,0.9997766085652979,1.0067960327727468,1.0014443356329636,1.0002585635716248,1.0095983729460778,1.012780577409965,1.0,1.002391253435886
18,,1.002255299954894,1.025445292620865,1.0544499519124066,1.0525069937594147,1.0050788145303644,0.9942426319396848,0.9996499037235239,1.0,1.0183047321892875,1.0020702805774993,1.0019558945772822,1.0087038090697997,1.003970768385925,1.0005536733590836,0.9995757689188346,1.0026229508196722,1.0050896945047205,1.0063603874242504,1.0017996815947947,1.00211216927261,1.0031001568207982,0.9997900795073866,1.0016315546024137,1.0009117328622714,1.0049669258442613,1.0008807965703983,1.0013037021107878,1.0006003771934977,1.0047815554043658,1.001893834584617,1.0016809466511067,0.9997766085652979,1.007129509846198,1.001575638872324,1.0000323204464532,1.0098474118117058,1.012780577409965,1.0,1.002391253435886
19,,1.0027063599458728,1.0327961549335596,1.0541540282607087,1.064557779212395,1.0050788145303644,0.9942426319396848,1.0004001100302584,1.0,1.0175559022360894,1.0027240533914465,1.0019558945772822,1.008888342124283,1.003970768385925,1.0005536733590836,0.9995757689188346,1.0026229508196722,1.005294191158928,1.0070233594033253,1.0017996815947947,1.0024486210151498,1.0030276385325925,0.9998950397536933,1.0008073672259368,1.0009117328622714,1.0049669258442613,1.0008807965703983,1.0013977837064116,1.0006003771934977,1.0051884962898436,1.001893834584617,1.0016809466511067,0.9997766085652979,1.0075089837573667,1.0015537549990974,1.0002262431251716,1.0098474118117058,1.012780577409965,1.0,1.002391253435886
