,asofdate,pnl,strategy,positionType
0,2007-07-06 13:30:00+00:00,,arma_threshold_ma,long
5,2007-07-13 13:30:00+00:00,0.21499500000000182,arma_threshold_ma,long
10,2007-07-20 13:30:00+00:00,0.0,arma_threshold_ma,no_position
15,2007-07-27 13:30:00+00:00,0.5400049999999972,arma_threshold_ma,short
20,2007-08-03 13:30:00+00:00,0.0,arma_threshold_ma,no_position
25,2007-08-10 13:30:00+00:00,0.21499999999999986,arma_threshold_ma,short
30,2007-08-17 13:30:00+00:00,-0.04499999999999815,arma_threshold_ma,short
35,2007-08-24 13:30:00+00:00,0.0,arma_threshold_ma,no_position
40,2007-08-31 13:30:00+00:00,0.0,arma_threshold_ma,no_position
45,2007-09-10 13:30:00+00:00,0.2949950000000001,arma_threshold_ma,short
50,2007-09-17 13:30:00+00:00,0.0,arma_threshold_ma,no_position
55,2007-09-24 13:30:00+00:00,0.0,arma_threshold_ma,no_position
60,2007-10-01 13:30:00+00:00,-0.4299999999999997,arma_threshold_ma,short
65,2007-10-08 13:30:00+00:00,0.0,arma_threshold_ma,no_position
70,2007-10-15 13:30:00+00:00,0.0,arma_threshold_ma,no_position
75,2007-10-22 13:30:00+00:00,0.0,arma_threshold_ma,no_position
80,2007-10-29 13:30:00+00:00,0.0,arma_threshold_ma,no_position
85,2007-11-05 14:30:00+00:00,0.0,arma_threshold_ma,no_position
90,2007-11-12 14:30:00+00:00,1.3949999999999996,arma_threshold_ma,short
95,2007-11-19 14:30:00+00:00,0.0,arma_threshold_ma,no_position
100,2007-11-27 14:30:00+00:00,0.46499999999999986,arma_threshold_ma,short
105,2007-12-04 14:30:00+00:00,0.0,arma_threshold_ma,no_position
110,2007-12-11 14:30:00+00:00,0.0,arma_threshold_ma,no_position
115,2007-12-18 14:30:00+00:00,-0.050004999999998745,arma_threshold_ma,short
120,2007-12-26 14:30:00+00:00,0.0,arma_threshold_ma,no_position
125,2008-01-03 14:30:00+00:00,-0.1850050000000003,arma_threshold_ma,short
130,2008-01-10 14:30:00+00:00,1.1050049999999985,arma_threshold_ma,short
135,2008-01-17 14:30:00+00:00,0.7300050000000002,arma_threshold_ma,short
140,2008-01-25 14:30:00+00:00,0.0,arma_threshold_ma,no_position
145,2008-02-01 14:30:00+00:00,0.0,arma_threshold_ma,no_position
150,2008-02-08 14:30:00+00:00,0.0,arma_threshold_ma,no_position
155,2008-02-15 14:30:00+00:00,0.6629950000000022,arma_threshold_ma,short
160,2008-02-25 14:30:00+00:00,0.25500499999999704,arma_threshold_ma,short
165,2008-03-03 14:30:00+00:00,-0.3049999999999997,arma_threshold_ma,short
170,2008-03-10 13:30:00+00:00,0.7599900000000002,arma_threshold_ma,short
175,2008-03-17 13:30:00+00:00,0.0,arma_threshold_ma,no_position
180,2008-03-25 13:30:00+00:00,0.0,arma_threshold_ma,no_position
185,2008-04-01 13:30:00+00:00,0.0,arma_threshold_ma,no_position
190,2008-04-08 13:30:00+00:00,0.10999999999999943,arma_threshold_ma,long
195,2008-04-15 13:30:00+00:00,0.0,arma_threshold_ma,no_position
200,2008-04-22 13:30:00+00:00,0.0,arma_threshold_ma,no_position
205,2008-04-29 13:30:00+00:00,0.0,arma_threshold_ma,no_position
210,2008-05-06 13:30:00+00:00,0.0,arma_threshold_ma,no_position
215,2008-05-13 13:30:00+00:00,0.0,arma_threshold_ma,no_position
220,2008-05-20 13:30:00+00:00,0.33000500000000343,arma_threshold_ma,long
225,2008-05-28 13:30:00+00:00,0.0,arma_threshold_ma,no_position
230,2008-06-04 13:30:00+00:00,0.005000000000002558,arma_threshold_ma,long
235,2008-06-11 13:30:00+00:00,0.16000000000000014,arma_threshold_ma,short
240,2008-06-18 13:30:00+00:00,0.9850000000000012,arma_threshold_ma,short
245,2008-06-25 13:30:00+00:00,-0.23499999999999943,arma_threshold_ma,short
250,2008-07-02 13:30:00+00:00,0.27500000000000036,arma_threshold_ma,short
255,2008-07-10 13:30:00+00:00,0.8599999999999994,arma_threshold_ma,short
260,2008-07-17 13:30:00+00:00,0.0,arma_threshold_ma,no_position
265,2008-07-24 13:30:00+00:00,0.0,arma_threshold_ma,no_position
270,2008-07-31 13:30:00+00:00,-0.1200050000000008,arma_threshold_ma,short
275,2008-08-07 13:30:00+00:00,0.0,arma_threshold_ma,no_position
280,2008-08-14 13:30:00+00:00,0.08999500000000005,arma_threshold_ma,short
285,2008-08-21 13:30:00+00:00,0.0,arma_threshold_ma,no_position
290,2008-08-28 13:30:00+00:00,-0.5250050000000002,arma_threshold_ma,long
295,2008-09-05 13:30:00+00:00,0.6549999999999994,arma_threshold_ma,long
300,2008-09-12 13:30:00+00:00,0.4350000000000023,arma_threshold_ma,long
305,2008-09-19 13:30:00+00:00,0.0,arma_threshold_ma,no_position
310,2008-09-26 13:30:00+00:00,0.0,arma_threshold_ma,no_position
315,2008-10-03 13:30:00+00:00,0.0,arma_threshold_ma,no_position
320,2008-10-10 13:30:00+00:00,2.035000000000002,arma_threshold_ma,short
325,2008-10-17 13:30:00+00:00,2.1199949999999994,arma_threshold_ma,short
330,2008-10-24 13:30:00+00:00,0.6050050000000002,arma_threshold_ma,short
335,2008-10-31 13:30:00+00:00,0.0,arma_threshold_ma,no_position
340,2008-11-07 14:30:00+00:00,-1.67,arma_threshold_ma,short
345,2008-11-14 14:30:00+00:00,1.0949999999999989,arma_threshold_ma,short
350,2008-11-21 14:30:00+00:00,1.2350000000000012,arma_threshold_ma,short
355,2008-12-01 14:30:00+00:00,0.0,arma_threshold_ma,no_position
360,2008-12-08 14:30:00+00:00,0.0,arma_threshold_ma,no_position
365,2008-12-15 14:30:00+00:00,-1.7700050000000012,arma_threshold_ma,short
370,2008-12-22 14:30:00+00:00,0.0,arma_threshold_ma,no_position
375,2008-12-30 14:30:00+00:00,-0.35999999999999943,arma_threshold_ma,short
380,2009-01-07 14:30:00+00:00,0.0,arma_threshold_ma,no_position
385,2009-01-14 14:30:00+00:00,0.0,arma_threshold_ma,no_position
390,2009-01-22 14:30:00+00:00,0.8049999999999997,arma_threshold_ma,short
395,2009-01-29 14:30:00+00:00,0.0,arma_threshold_ma,no_position
400,2009-02-05 14:30:00+00:00,0.0,arma_threshold_ma,no_position
405,2009-02-12 14:30:00+00:00,-0.0750049999999991,arma_threshold_ma,long
410,2009-02-20 14:30:00+00:00,0.0,arma_threshold_ma,no_position
415,2009-02-27 14:30:00+00:00,0.17999999999999972,arma_threshold_ma,short
420,2009-03-06 14:30:00+00:00,0.0,arma_threshold_ma,no_position
425,2009-03-13 13:30:00+00:00,0.0,arma_threshold_ma,no_position
430,2009-03-20 13:30:00+00:00,1.2649999999999988,arma_threshold_ma,long
435,2009-03-27 13:30:00+00:00,0.25,arma_threshold_ma,long
440,2009-04-03 13:30:00+00:00,1.075000000000001,arma_threshold_ma,long
445,2009-04-13 13:30:00+00:00,0.639994999999999,arma_threshold_ma,long
450,2009-04-20 13:30:00+00:00,0.4400050000000011,arma_threshold_ma,long
455,2009-04-27 13:30:00+00:00,-0.20500000000000007,arma_threshold_ma,long
460,2009-05-04 13:30:00+00:00,0.6099999999999994,arma_threshold_ma,long
465,2009-05-11 13:30:00+00:00,1.0250000000000004,arma_threshold_ma,long
470,2009-05-18 13:30:00+00:00,0.0,arma_threshold_ma,no_position
475,2009-05-26 13:30:00+00:00,-0.2349899999999998,arma_threshold_ma,long
480,2009-06-02 13:30:00+00:00,0.34999499999999983,arma_threshold_ma,long
485,2009-06-09 13:30:00+00:00,0.0,arma_threshold_ma,no_position
490,2009-06-16 13:30:00+00:00,0.0,arma_threshold_ma,no_position
495,2009-06-23 13:30:00+00:00,0.0,arma_threshold_ma,no_position
500,2009-06-30 13:30:00+00:00,-0.08999500000000005,arma_threshold_ma,long
505,2009-07-08 13:30:00+00:00,0.0,arma_threshold_ma,no_position
510,2009-07-15 13:30:00+00:00,-0.5500050000000005,arma_threshold_ma,long
515,2009-07-22 13:30:00+00:00,1.0050000000000008,arma_threshold_ma,long
