time,asofdate,pointForecast,close,forecastday,product_name,MA_50,MA_diff_50
2011-06-09 13:30:00+00:00,2011-06-09 13:30:00+00:00,46.58664734312407,48.23,1,BATS_BATS_CORN,45.1570726,0.13759979999999672
2011-06-10 13:30:00+00:00,2011-06-10 13:30:00+00:00,47.27829293660928,47.92,2,BATS_BATS_CORN,45.3002728,0.14320020000000255
2011-06-13 13:30:00+00:00,2011-06-13 13:30:00+00:00,46.606697504558056,47.57001,3,BATS_BATS_CORN,45.366673,0.0664001999999968
2011-06-14 13:30:00+00:00,2011-06-14 13:30:00+00:00,46.374890368978576,46.53999,4,BATS_BATS_CORN,45.410272799999994,0.043599799999995525
2011-06-15 13:30:00+00:00,2011-06-15 13:30:00+00:00,47.173999540992284,45.07001,5,BATS_BATS_CORN,45.39907300000001,-0.011199799999985771
2011-06-16 13:30:00+00:00,2011-06-16 13:30:00+00:00,45.31925968697841,43.86,1,BATS_BATS_CORN,45.35987279999999,-0.03920020000001756
2011-06-17 13:30:00+00:00,2011-06-17 13:30:00+00:00,44.83949978541242,44.53999,2,BATS_BATS_CORN,45.3344726,-0.02540019999999288
2011-06-20 13:30:00+00:00,2011-06-20 13:30:00+00:00,45.23184751864501,44.69,3,BATS_BATS_CORN,45.3154726,-0.01899999999999835
2011-06-21 13:30:00+00:00,2011-06-21 13:30:00+00:00,45.43897013832388,45.95,4,BATS_BATS_CORN,45.310072600000005,-0.00539999999999452
2011-06-22 13:30:00+00:00,2011-06-22 13:30:00+00:00,44.92794761222256,43.785,5,BATS_BATS_CORN,45.25691280000001,-0.05315979999999598
2011-06-23 13:30:00+00:00,2011-06-23 13:30:00+00:00,44.282144098249745,43.77,1,BATS_BATS_CORN,45.2319128,-0.025000000000005684
2011-06-24 13:30:00+00:00,2011-06-24 13:30:00+00:00,44.04856501320225,42.8,2,BATS_BATS_CORN,45.1783128,-0.05360000000000298
2011-06-27 13:30:00+00:00,2011-06-27 13:30:00+00:00,44.18532588474983,42.21001,3,BATS_BATS_CORN,45.104913,-0.07339979999999713
2011-06-28 13:30:00+00:00,2011-06-28 13:30:00+00:00,43.96882738332068,44.17,4,BATS_BATS_CORN,45.08051299999999,-0.024400000000014188
2011-06-29 13:30:00+00:00,2011-06-29 13:30:00+00:00,44.11909721916017,44.37,5,BATS_BATS_CORN,45.042513,-0.0379999999999896
2011-06-30 13:30:00+00:00,2011-06-30 13:30:00+00:00,44.305259352014176,40.5,1,BATS_BATS_CORN,44.92551280000001,-0.11700019999999256
2011-07-01 13:30:00+00:00,2011-07-01 13:30:00+00:00,44.68678224447216,41.14,2,BATS_BATS_CORN,44.8427326,-0.08278020000000907
2011-07-05 13:30:00+00:00,2011-07-05 13:30:00+00:00,44.450842391039906,42.03999,3,BATS_BATS_CORN,44.7667324,-0.07600019999999574
2011-07-06 13:30:00+00:00,2011-07-06 13:30:00+00:00,44.29541833677156,41.74001,4,BATS_BATS_CORN,44.663332600000004,-0.10339979999999827
2011-07-07 13:30:00+00:00,2011-07-07 13:30:00+00:00,44.581309621985284,42.05,5,BATS_BATS_CORN,44.5655326,-0.09780000000000655
2011-07-08 13:30:00+00:00,2011-07-08 13:30:00+00:00,42.46128042929921,43.14,1,BATS_BATS_CORN,44.497432599999996,-0.06810000000000116
2011-07-11 13:30:00+00:00,2011-07-11 13:30:00+00:00,41.74307868324279,42.97,2,BATS_BATS_CORN,44.46803260000001,-0.029399999999988324
2011-07-12 13:30:00+00:00,2011-07-12 13:30:00+00:00,42.129623999424496,44.44,3,BATS_BATS_CORN,44.4320324,-0.03600020000001081
2011-07-13 13:30:00+00:00,2011-07-13 13:30:00+00:00,42.40181119152632,45.82001,4,BATS_BATS_CORN,44.443400600000004,0.011368200000006823
2011-07-14 13:30:00+00:00,2011-07-14 13:30:00+00:00,41.93202030991458,45.61,5,BATS_BATS_CORN,44.455200600000005,0.01180000000000092
2011-07-15 13:30:00+00:00,2011-07-15 13:30:00+00:00,45.652004411609475,45.715,1,BATS_BATS_CORN,44.4677006,0.012499999999995737
2011-07-18 13:30:00+00:00,2011-07-18 13:30:00+00:00,46.06435909479978,45.23,2,BATS_BATS_CORN,44.49830059999999,0.030599999999992633
2011-07-19 13:30:00+00:00,2011-07-19 13:30:00+00:00,45.49488105201976,45.75999,3,BATS_BATS_CORN,44.5515002,0.05319960000000634
2011-07-20 13:30:00+00:00,2011-07-20 13:30:00+00:00,45.55665513879279,45.17999,4,BATS_BATS_CORN,44.5658998,0.014399599999997292
2011-07-21 13:30:00+00:00,2011-07-21 13:30:00+00:00,45.96280561463908,44.77,5,BATS_BATS_CORN,44.5775998,0.011700000000004707
2011-07-22 13:30:00+00:00,2011-07-22 13:30:00+00:00,45.01862470632559,45.53999,1,BATS_BATS_CORN,44.6511996,0.07359979999999666
2011-07-25 13:30:00+00:00,2011-07-25 13:30:00+00:00,44.74143548327652,45.03,2,BATS_BATS_CORN,44.7055996,0.054400000000001114
2011-07-26 13:30:00+00:00,2011-07-26 13:30:00+00:00,44.83487702910994,45.75,3,BATS_BATS_CORN,44.773399600000005,0.06780000000000541
2011-07-27 13:30:00+00:00,2011-07-27 13:30:00+00:00,44.97686312996275,46.13499,4,BATS_BATS_CORN,44.8392994,0.06589979999999684
2011-07-28 13:30:00+00:00,2011-07-28 13:30:00+00:00,44.813424570425674,45.99001,5,BATS_BATS_CORN,44.876499599999995,0.0372001999999938
2011-07-29 13:30:00+00:00,2011-07-29 13:30:00+00:00,46.09065715891093,44.75999,1,BATS_BATS_CORN,44.860099399999996,-0.016400199999999643
2011-08-01 13:30:00+00:00,2011-08-01 13:30:00+00:00,46.24104116728194,46.21001,2,BATS_BATS_CORN,44.8886996,0.028600200000006737
2011-08-02 13:30:00+00:00,2011-08-02 13:30:00+00:00,45.9820528043255,47.50999,3,BATS_BATS_CORN,44.9384994,0.04979979999999529
2011-08-03 13:30:00+00:00,2011-08-03 13:30:00+00:00,46.03525085493814,47.27,4,BATS_BATS_CORN,44.9800994,0.041600000000002524
2011-08-04 13:30:00+00:00,2011-08-04 13:30:00+00:00,46.20218497802642,46.52,5,BATS_BATS_CORN,45.015299600000006,0.035200200000005566
