,No._Trades,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,368,0.9945504087193461,-0.4699999999999988,18.64,0.9309720163487738,2.019872326212692,1.4212221241638099,,
