,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
0,2017-01-30 00:00:00+00:00,-736.6453045571112,-715.4687300320427,-728.1242897044309,0.03480094636990962,0.003002621770364124,5,True,252,2100,2,2,0 days 00:00:00.506617,ETH,0.13493539541005256,0.13122601856146857,0.1035845097399136,0.10060012715786197
1,2017-02-04 00:00:00+00:00,-744.4770372797101,-723.3004627546416,-735.9560224270298,0.03394940330317088,0.0029102818111205664,5,True,252,2100,2,2,0 days 00:00:00.460636,ETH,0.13415717260522378,0.1293053686427982,0.10507143858967881,0.10186933712662778
2,2017-02-09 00:00:00+00:00,-748.7310377833907,-727.5544632583221,-740.2100229307104,0.03413694736929336,0.0028774311257020683,5,True,252,2100,2,2,0 days 00:00:00.484712,ETH,0.05969418324378538,0.05876675133826912,0.038001746832392796,0.037819769334123156
3,2017-02-14 00:00:00+00:00,-740.9289139875963,-719.7523394625277,-732.407899134916,0.03381153914508088,0.002956255844051471,5,True,252,2100,2,2,0 days 00:00:00.470126,ETH,0.12106995883079198,0.11711329804281236,0.09288202543244711,0.08963807244164544
4,2017-02-19 00:00:00+00:00,-744.5520310721334,-723.3754565470649,-736.0310162194531,0.03313497503914078,0.0029213659937230626,5,True,252,2100,2,2,0 days 00:00:00.659400,ETH,0.1428510636557793,0.13784031285510784,0.11402020381464777,0.11047561089142731
5,2017-02-24 00:00:00+00:00,-787.9688123960769,-766.7922378710084,-779.4477975433966,0.030595689439989377,0.002461525934485619,5,True,252,2100,2,2,0 days 00:00:00.833712,ETH,0.2959115764618476,0.2930388590583219,0.2628650319768306,0.2627067055709536
6,2017-03-01 00:00:00+00:00,-830.9067130895711,-809.7301385645026,-822.3856982368908,0.029584693440326597,0.002065260164914147,5,True,252,2100,2,2,0 days 00:00:00.454498,ETH,0.4584607084098241,0.4243637752113538,0.442239932738258,0.42209151114726956
7,2017-03-06 00:00:00+00:00,-825.8008373224646,-804.6242627973961,-817.2798224697843,0.03003237761374689,0.002108563257414091,5,True,252,2100,2,2,0 days 00:00:00.518136,ETH,0.527548000398794,0.48358261429834204,0.5160619663376996,0.49050053250787395
8,2017-03-11 00:00:00+00:00,-817.9927336491406,-796.8161591240721,-809.4717187964603,0.03148634245494725,0.002180602130080429,5,True,252,2100,2,2,0 days 00:00:00.521048,ETH,0.011021255417205287,0.00737443903490175,,
9,2017-03-16 00:00:00+00:00,-767.1249306403678,-745.9483561152992,-758.6039157876875,0.033731783305771076,0.0026658848275835116,5,True,252,2100,2,2,0 days 00:00:01.475108,ETH,0.06341404929165755,0.06161716513545672,0.05870819062336986,0.05274430005600676
10,2017-03-21 00:00:00+00:00,-723.5237659116325,-702.347191386564,-715.0027510589522,0.036385140957599385,0.0031644206916042533,5,True,252,2100,2,2,0 days 00:00:00.627155,ETH,0.025402415397992102,0.028497143545716527,0.03477550464614774,0.05043197273820651
11,2017-03-26 00:00:00+00:00,-705.3048610044676,-684.1282864793991,-696.7838461517873,0.03634676900925867,0.0033973918052488507,5,True,252,2100,2,2,0 days 00:00:00.793192,ETH,0.013134561886914121,0.012238322517720454,0.022334076736791594,0.015133635376899502
12,2017-03-31 00:00:00+00:00,-714.6889081658857,-693.5123336408171,-706.1678933132054,0.035519669836608626,0.0032729257941539426,5,True,252,2100,2,2,0 days 00:00:00.780932,ETH,0.02639896091787878,0.026961245870406835,0.01855269697002273,0.020200589668667328
13,2017-04-05 00:00:00+00:00,-704.1054111746888,-682.9288366496203,-695.5843963220085,0.03606851601135478,0.003173561433355141,5,True,252,2100,2,2,0 days 00:00:00.213884,ETH,0.0025892008676595135,,0.01754437924865708,0.02026065496316278
14,2017-04-10 00:00:00+00:00,-739.3053366069495,-718.128762081881,-730.7843217542692,0.03356732516855224,0.0029807279873217477,5,True,252,2100,2,2,0 days 00:00:00.676386,ETH,0.10074805185864136,0.07717360768314444,0.07688325352310785,0.06313561012880975
15,2017-04-15 00:00:00+00:00,-760.0667063044183,-738.8901317793498,-751.545691451738,0.033026596778175425,0.0027340492339819424,5,True,252,2100,2,2,0 days 00:00:00.403051,ETH,0.14084503695002548,0.19485752921651,0.1485092357226641,0.23942994278559934
16,2017-04-20 00:00:00+00:00,-760.7352540915234,-739.5586795664549,-752.2142392388431,0.032794004158707986,0.0027264061903179374,5,True,252,2100,2,2,0 days 00:00:00.439765,ETH,0.1217517130689964,0.11525212177053086,0.1392297960507769,0.14191815383902134
17,2017-04-25 00:00:00+00:00,-760.98177457198,-739.8052000469115,-752.4607597192997,0.03279232590072946,0.0027239167620972814,5,True,252,2100,2,2,0 days 00:00:00.377268,ETH,0.12625703525145762,0.12282897021401014,0.14377669623295408,0.15114869043048862
18,2017-04-30 00:00:00+00:00,-709.2532654219816,-688.0766908969131,-700.7322505693013,0.03467324414402809,0.0029779702835072103,5,True,252,2100,2,2,0 days 00:00:00.314252,ETH,,,0.020337006075847836,0.03920718344345707
19,2017-05-05 00:00:00+00:00,-734.5029216239769,-713.3263470989084,-725.9819067712966,0.035446072215572916,0.0030082757965724715,5,True,252,2100,2,2,0 days 00:00:00.666147,ETH,0.014410597258473625,0.015476566779480895,0.015814542879502506,0.017558138863177294
20,2017-05-10 00:00:00+00:00,-732.0554974910548,-710.8789229659862,-723.5344826383745,0.03564886157509164,0.003039047949027312,5,True,252,2100,2,2,0 days 00:00:00.706808,ETH,0.014031138467723348,0.014635261087535755,0.0160190568768722,0.017353635469960375
21,2017-05-15 00:00:00+00:00,-731.8762537409397,-710.6996792158711,-723.3552388882594,0.035754819916687865,0.0030418343221620806,5,True,252,2100,2,2,0 days 00:00:00.916253,ETH,0.013292475216184858,0.01367721351743743,0.016860300502452873,0.01841351201044657
22,2017-05-20 00:00:00+00:00,-705.2922614287587,-684.1156869036902,-696.7712465760784,0.03782882312882491,0.0033984025784956186,5,True,252,2100,2,2,0 days 00:00:00.341056,ETH,0.2971083923523557,0.24643174544243684,0.3205868085186056,0.2774434477060848
23,2017-05-25 00:00:00+00:00,-689.02754161868,-667.8509670936114,-680.5065267659996,0.03913855654355887,0.0036066690445990092,5,True,252,2100,2,2,0 days 00:00:00.599544,ETH,0.00129704719991701,0.0012380068906965272,0.0015463174934464772,0.0010046072342632193
24,2017-05-30 00:00:00+00:00,-672.5815342856616,-651.4049597605931,-664.0605194329813,0.04089337788088805,0.003870110568442286,5,True,252,2100,2,2,0 days 00:00:01.198790,ETH,0.015550911989592171,0.015550011455308306,0.0019694802686156263,0.001969704047228559
25,2017-06-14 00:00:00+00:00,-653.5069488936971,-632.3303743686286,-644.9859340410168,0.04348263268652908,0.0041743922580019036,5,True,252,2100,2,2,0 days 00:00:00.595013,ETH,0.008890239784116159,0.007890106066100638,0.010052098083837734,0.010061470887000358
26,2017-06-29 00:00:00+00:00,-642.3421326741349,-621.1655581490663,-633.8211178214545,0.04582138078375032,0.0043631852695615566,5,True,252,2100,2,2,0 days 00:00:00.537723,ETH,0.36597298864232986,0.365416304489314,0.3489977223962113,0.3489615610436103
27,2017-07-04 00:00:00+00:00,-639.9428521246722,-618.7662775996037,-631.4218372719919,0.04577652273783045,0.004404019750613512,5,True,252,2100,2,2,0 days 00:00:00.665358,ETH,0.10109316780286264,0.09996219295744367,0.12064495933076262,0.12093236761658889
28,2017-07-09 00:00:00+00:00,-636.5764563476172,-615.3998818225487,-628.0554414949369,0.046210053771488464,0.004463056642114993,5,True,252,2100,2,2,0 days 00:00:00.457442,ETH,0.01423651726817536,0.014218873252386398,0.03646444504449956,0.036464443573242224
29,2017-07-14 00:00:00+00:00,-630.5815659985968,-609.4049914735283,-622.0605511459165,0.04794210843508003,0.0045541147891360115,5,True,252,2100,2,2,0 days 00:00:00.572675,ETH,0.030876434954185905,0.029728380075723874,0.020935858111259285,0.022003965819039382
30,2017-07-19 00:00:00+00:00,-606.739083548683,-585.5625090236144,-598.2180686960027,0.05068657040672028,0.0050038301594474855,5,True,252,2100,2,2,0 days 00:00:00.905966,ETH,0.03155865278786412,0.030728511171490402,0.020392668048636504,0.021485083608280307
31,2017-07-24 00:00:00+00:00,-602.0807867332313,-580.9042122081628,-593.559771880551,0.0513876641043754,0.0050992232221407285,5,True,252,2100,2,2,0 days 00:00:00.685591,ETH,0.03232987806214501,0.031101779927938316,0.016668200668410852,0.017204750881401845
32,2017-07-29 00:00:00+00:00,-591.6484018418558,-570.4718273167873,-583.1273869891755,0.05147347176838421,0.005324379251263542,5,True,252,2100,2,2,0 days 00:00:00.591636,ETH,0.018962664600976176,0.013578229428193962,0.026309861884679077,0.03872779455128116
33,2017-08-03 00:00:00+00:00,-594.4422193250017,-573.2656447999332,-585.9212044723214,0.052282952647593646,0.005262627963723213,5,True,252,2100,2,2,0 days 00:00:00.415106,ETH,0.024450872342816492,0.0322019482650601,0.029895723504155883,0.031321829487289586
34,2017-08-08 00:00:00+00:00,-562.1719642824709,-540.9953897574023,-553.6509494297906,0.05581106039286429,0.005499452804270511,5,True,252,2100,2,2,0 days 00:00:00.321691,ETH,0.005911636689159988,,0.015439758045741757,0.02086138490078785
35,2017-08-13 00:00:00+00:00,-595.060840227981,-573.8842657029124,-586.5398253753007,0.05177634961654222,0.005251290350814177,5,True,252,2100,2,2,0 days 00:00:00.595312,ETH,0.03282623207335833,0.02770708160676154,0.02182745112620571,0.02330269782126618
36,2017-08-18 00:00:00+00:00,-601.0145940326898,-579.8380195076213,-592.4935791800095,0.05099388217399439,0.005125745641550899,5,True,252,2100,2,2,0 days 00:00:00.719259,ETH,0.02890564126214006,0.027416408015097826,0.018273815857499744,0.019908782063524328
37,2017-08-23 00:00:00+00:00,-597.6643942861514,-576.4878197610828,-589.1433794334711,0.050952905896790746,0.005200281619740823,5,True,252,2100,2,2,0 days 00:00:00.721356,ETH,0.02597958866640718,0.02558001847251052,0.016763226210100252,0.017887496458858978
38,2017-08-28 00:00:00+00:00,-601.0706273635045,-579.894052838436,-592.5496125108242,0.05105228224566959,0.005128723546563659,5,True,252,2100,2,2,0 days 00:00:00.389007,ETH,0.02827771884216945,0.02681509347574653,0.0207702076356502,0.02355586353670724
39,2017-09-02 00:00:00+00:00,-598.7261064670687,-577.5495319420002,-590.2050916143884,0.05135445910436608,0.005178131315788272,5,True,252,2100,2,2,0 days 00:00:00.631715,ETH,0.029107501611281793,0.027027770371069577,0.028288980812174434,0.032661266727820465
40,2017-09-07 00:00:00+00:00,-595.3482403465472,-574.1716658214787,-586.8272254938669,0.05086071356520888,0.005251395197596107,5,True,252,2100,2,2,0 days 00:00:00.540895,ETH,0.03992957477124375,0.025184548449981452,0.03447577990098573,0.037440162723133254
41,2017-09-12 00:00:00+00:00,-592.2152504752479,-571.0386759501794,-583.6942356225676,0.050997665018467205,0.005324036681938646,5,True,252,2100,2,2,0 days 00:00:00.467006,ETH,0.7965309601041053,0.7148655767416392,0.7889622482229066,0.6836507487146057
42,2017-09-17 00:00:00+00:00,-588.0399921361642,-566.8634176110957,-579.5189772834839,0.05098870179695227,0.005404962022247907,5,True,252,2100,2,2,0 days 00:00:00.397384,ETH,0.035382206876434605,0.0252516165747294,0.08831259812497647,0.11409867681001487
43,2017-09-22 00:00:00+00:00,-583.9170720175892,-562.7404974925207,-575.3960571649089,0.05245900872973692,0.005494819474843268,5,True,252,2100,2,2,0 days 00:00:00.590157,ETH,0.026005853581770436,0.025675123119504185,0.042420538905694666,0.05404255227092208
44,2017-10-02 00:00:00+00:00,-578.4769683085618,-557.3003937834933,-569.9559534558815,0.05301165752256222,0.0056211109257443305,5,True,252,2100,2,2,0 days 00:00:00.344001,ETH,,,,
45,2017-10-07 00:00:00+00:00,-579.750386510707,-558.5738119856385,-571.2293716580267,0.05284020915224607,0.005593458380153566,5,True,252,2100,2,2,0 days 00:00:00.950718,ETH,0.016142137844878786,0.006846943682303146,0.03253034117861524,0.02762238028520254
46,2017-10-12 00:00:00+00:00,-581.975072615622,-560.7984980905535,-573.4540577629417,0.053151895553119714,0.005545043106805537,5,True,252,2100,2,2,0 days 00:00:00.648893,ETH,0.027837102840371837,0.024693759365587785,0.02389574651153363,0.02590016952567718
47,2017-10-17 00:00:00+00:00,-577.4661925965512,-556.2896180714827,-568.9451777438709,0.05346828389738032,0.005646976046726897,5,True,252,2100,2,2,0 days 00:00:00.411366,ETH,0.033674262931515195,0.02178718595672151,0.027174333492568786,0.02683611030413725
48,2017-10-22 00:00:00+00:00,-576.3168878646524,-555.1403133395838,-567.795873011972,0.05364545788919583,0.005673733954130876,5,True,252,2100,2,2,0 days 00:00:00.645096,ETH,0.020525651165898526,0.0036574199681847766,0.032747156714827114,0.02386618792113766
49,2017-10-27 00:00:00+00:00,-579.4981960233723,-558.3216214983038,-570.977181170692,0.05361404950241564,0.005604028458263833,5,True,252,2100,2,2,0 days 00:00:00.639169,ETH,0.01723169113270759,0.01680828968781868,0.023139571091924323,0.026592440846714385
50,2017-11-01 00:00:00+00:00,-581.9690442136235,-560.792469688555,-573.4480293609432,0.0536029535109386,0.005554618302196913,5,True,252,2100,2,2,0 days 00:00:00.389269,ETH,0.025807652670702536,0.024617824793989895,0.018107090463554472,0.017300981163118487
51,2017-11-06 00:00:00+00:00,-577.8244781210398,-556.6479035959712,-569.3034632683595,0.05295861614228513,0.005638895860575435,5,True,252,2100,2,2,0 days 00:00:01.089515,ETH,0.014372604384460235,0.014383102090684918,0.01092728190426841,0.010926981528200113
52,2017-11-11 00:00:00+00:00,-582.1946643810296,-561.0180898559611,-573.6736495283493,0.05292745503554166,0.005554450639488265,5,True,252,2100,2,2,0 days 00:00:00.696295,ETH,0.023991435905434073,0.02476151588951255,0.0184085574788301,0.019234242398833406
53,2017-11-16 00:00:00+00:00,-583.9618706090263,-562.7852960839577,-575.440855756346,0.052555919582383676,0.005505249218116646,5,True,252,2100,2,2,0 days 00:00:00.958736,ETH,0.08412258755671512,0.08285807709225193,0.09669043876789819,0.09657493970964964
54,2017-11-21 00:00:00+00:00,-595.8967258796309,-574.7201513545624,-587.3757110269506,0.05121017493302053,0.005264312676328135,5,True,252,2100,2,2,0 days 00:00:00.834573,ETH,0.013636340750049538,0.007584468752799631,0.014533728707612697,0.02112994146696057
55,2017-11-26 00:00:00+00:00,-640.4676964399674,-619.2911219148989,-631.9466815872871,0.047551242154939014,0.0043984336989661655,5,True,252,2100,2,2,0 days 00:00:00.712830,ETH,0.02049089792907146,0.021816147292181374,0.03702884556699819,0.04071851249223564
56,2017-12-01 00:00:00+00:00,-645.9749986007138,-624.7984240756452,-637.4539837480335,0.046861550345442156,0.004300798372408998,5,True,252,2100,2,2,0 days 00:00:00.475284,ETH,0.563633082725987,0.5153653964174847,0.5487913461732387,0.48284092213353225
57,2017-12-06 00:00:00+00:00,-646.4315957620171,-625.2550212369486,-637.9105809093368,0.046598838946781615,0.004293021367365658,5,True,252,2100,2,2,0 days 00:00:00.439344,ETH,0.5701431465301511,0.5173160240423424,0.5555633863701447,0.4840935160815056
58,2017-12-11 00:00:00+00:00,-642.4014190025304,-621.2248444774618,-633.88040414985,0.04730266018033371,0.0043621989978148805,5,True,252,2100,2,2,0 days 00:00:00.374935,ETH,0.6686641948677944,0.6195925740950067,0.6543822281393687,0.5888255885710186
