,0
Unnamed: 0,988.5
aic,-1428.5563307785894
bic,-1407.379756253521
hqic,-1420.0353159259093
mae,0.010709493803094853
mse,0.00023114841976120616
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,10000.0
order_p,2.0
order_q,2.0
ar.L1.close,0.24581053662952562
ar.L2.close,0.1978199668610777
ma.L1.close,0.2481634433473034
ma.L2.close,0.2109141978258173
