time,asofdate,pointForecast,close,forecastday,product_name,MA_50,MA_diff_50
2011-05-25 13:30:00+00:00,2011-05-26 13:30:00+00:00,36.60451327803914,36.55,1,EPOL,37.1215134,0.050399999999996226
2011-05-26 13:30:00+00:00,2011-05-27 13:30:00+00:00,36.606611813963326,36.7,2,EPOL,37.1965134,0.07500000000000284
2011-05-27 13:30:00+00:00,2011-05-31 13:30:00+00:00,36.606110048855534,37.16,3,EPOL,37.2573134,0.06080000000000041
2011-05-31 13:30:00+00:00,2011-06-01 13:30:00+00:00,36.606230018886286,38.42999,4,EPOL,37.3321132,0.07479980000000097
2011-06-01 13:30:00+00:00,2011-06-02 13:30:00+00:00,36.60620133434633,37.52,5,EPOL,37.3721132,0.03999999999999915
2011-06-02 13:30:00+00:00,2011-06-03 13:30:00+00:00,38.3786793493236,38.27,1,EPOL,37.4370472,0.06493400000000094
2011-06-03 13:30:00+00:00,2011-06-06 13:30:00+00:00,38.37595496999465,38.342,2,EPOL,37.5048872,0.06783999999999679
2011-06-06 13:30:00+00:00,2011-06-07 13:30:00+00:00,38.37338396944468,37.73,3,EPOL,37.554887199999996,0.04999999999999716
2011-06-07 13:30:00+00:00,2011-06-08 13:30:00+00:00,38.37095770324779,38.62,4,EPOL,37.6196872,0.0648000000000053
2011-06-08 13:30:00+00:00,2011-06-09 13:30:00+00:00,38.368668015206666,38.12,5,EPOL,37.6680872,0.04840000000000089
2011-06-09 13:30:00+00:00,2011-06-10 13:30:00+00:00,38.162292387135196,38.09,1,EPOL,37.7116872,0.04359999999999786
2011-06-10 13:30:00+00:00,2011-06-13 13:30:00+00:00,38.154430969836305,37.41,2,EPOL,37.7448872,0.033200000000000784
2011-06-13 13:30:00+00:00,2011-06-14 13:30:00+00:00,38.15258691742884,37.45,3,EPOL,37.7778872,0.03300000000000125
2011-06-14 13:30:00+00:00,2011-06-15 13:30:00+00:00,38.15215431600537,38.21001,4,EPOL,37.8098874,0.03200019999999881
2011-06-15 13:30:00+00:00,2011-06-16 13:30:00+00:00,38.152052828507216,36.68961,5,EPOL,37.810679799999996,0.0007923999999945863
2011-06-16 13:30:00+00:00,2011-06-17 13:30:00+00:00,36.37546097358919,36.28,1,EPOL,37.800079800000006,-0.010599999999989507
2011-06-17 13:30:00+00:00,2011-06-20 13:30:00+00:00,36.344344109585556,36.9324,2,EPOL,37.780128,-0.01995180000000829
2011-06-20 13:30:00+00:00,2011-06-21 13:30:00+00:00,36.334698362659765,36.61,3,EPOL,37.751528199999996,-0.028599800000002062
2011-06-21 13:30:00+00:00,2011-06-22 13:30:00+00:00,36.33170717353309,36.92999,4,EPOL,37.7259278,-0.02560039999999475
2011-06-22 13:30:00+00:00,2011-06-23 13:30:00+00:00,36.33077948117673,36.2,5,EPOL,37.6907276,-0.03520019999999846
2011-06-23 13:30:00+00:00,2011-06-24 13:30:00+00:00,35.844477947016095,35.75,1,EPOL,37.6465274,-0.04420020000000591
2011-06-24 13:30:00+00:00,2011-06-27 13:30:00+00:00,35.8163174268531,35.58859,2,EPOL,37.5948992,-0.05162819999999613
2011-06-27 13:30:00+00:00,2011-06-28 13:30:00+00:00,35.80690795364386,35.66,3,EPOL,37.53789939999999,-0.05699980000000693
2011-06-28 13:30:00+00:00,2011-06-29 13:30:00+00:00,35.803762802312505,35.82001,4,EPOL,37.484899600000006,-0.05299979999998783
2011-06-29 13:30:00+00:00,2011-06-30 13:30:00+00:00,35.802711401125926,36.46001,5,EPOL,37.4728998,-0.011999800000005223
2011-06-30 13:30:00+00:00,2011-07-01 13:30:00+00:00,36.80550144528802,36.78,1,EPOL,37.4564996,-0.016400199999999643
2011-07-01 13:30:00+00:00,2011-07-05 13:30:00+00:00,36.825974853768166,37.28,2,EPOL,37.4310996,-0.025399999999997647
2011-07-05 13:30:00+00:00,2011-07-06 13:30:00+00:00,36.83407112801136,36.87,3,EPOL,37.3940996,-0.03700000000000614
2011-07-06 13:30:00+00:00,2011-07-07 13:30:00+00:00,36.83727207429819,36.14999,4,EPOL,37.3416994,-0.0524001999999939
2011-07-07 13:30:00+00:00,2011-07-08 13:30:00+00:00,36.838537484371585,37.3185,5,EPOL,37.304269399999995,-0.037430000000007624
2011-07-08 13:30:00+00:00,2011-07-11 13:30:00+00:00,36.7213201759609,36.64,1,EPOL,37.244069599999996,-0.06019979999999947
2011-07-11 13:30:00+00:00,2011-07-12 13:30:00+00:00,36.69969631392315,34.75999,2,EPOL,37.1482694,-0.09580019999999934
