,0
Unnamed: 0,249.5
aic,-930.6430305014467
bic,-916.5253141514011
hqic,-924.9623539329932
mae,0.02585975278065999
mse,0.0015569162066137183
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,2500.0
order_p,1.0
order_q,1.0
ar.L1.close,0.4572565012992111
ma.L1.close,0.45998987366934085
