,0
Unnamed: 0,540.0
aic,-1374.8353572490562
bic,-1353.6587827239878
hqic,-1366.314342396376
mae,0.012024528491095985
mse,0.00027354413062747224
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,5500.0
order_p,2.0
order_q,2.0
ar.L1.close,0.2999585145564081
ar.L2.close,0.23864677222564598
ma.L1.close,0.2994807661123856
ma.L2.close,0.2508433368684447
