,0
Unnamed: 0,205.5
aic,-752.0431220743353
bic,-730.8665475492668
hqic,-743.5221072216549
mae,0.03783818554807951
mse,0.002970227136878811
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,2100.0
order_p,2.0
order_q,2.0
ar.L1.close,0.25074745980762453
ar.L2.close,0.21216340960183577
ma.L1.close,0.25139500759660555
ma.L2.close,0.2074545409646665
