,0
Unnamed: 0,246.5
aic,-1479.5329296146417
bic,-1458.356355089573
hqic,-1471.0119147619616
mae,0.009609566425211994
mse,0.00017657680171595194
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,2500.0
order_p,2.0
order_q,2.0
ar.L1.close,0.23009645148695282
ar.L2.close,0.19331220909187988
ma.L1.close,0.23137345011861074
ma.L2.close,0.20791974658218612
