,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,log_diff,trainDFLength,num_models,order_p,order_q,time,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
0,1970-02-02 01:00:00+00:00,-1576.1660870270375,-1554.9895125019689,-1567.6450721743572,0.006841806723492736,0.00010723373795176749,0.9478656035684561,5,True,252,12000,2,2,0 days 00:00:00.530415,0.23697477806475467,0.2245002879461054,0.21151498028626076,0.19646956964345533
1,1970-02-09 01:00:00+00:00,-1575.6616339696693,-1554.4850594446007,-1567.140619116989,0.006872978904235753,0.00010744523759672071,0.9470651447898241,5,True,252,12000,2,2,0 days 00:00:00.493455,0.23906454658590762,0.22424143184425607,0.21371732872486773,0.19562565610563187
2,1970-02-16 01:00:00+00:00,-1575.1824635560479,-1554.0058890309792,-1566.6614487033676,0.006883214800170276,0.00010766530210103945,0.9480769588423549,5,True,252,12000,2,2,0 days 00:00:00.410406,0.24597397395901652,0.2284757976042666,0.2213434628216869,0.19725787731823666
3,1970-02-24 01:00:00+00:00,-1575.3174682571212,-1554.1408937320525,-1566.7964534044409,0.006887653529637316,0.00010759658349652949,0.9494063507077047,5,True,252,12000,2,2,0 days 00:00:00.423812,0.24169819573829082,0.2347807198581463,0.2167549767695156,0.20313992967770625
4,1970-03-03 01:00:00+00:00,-1574.380738271619,-1553.2041637465504,-1565.8597234189388,0.006895816709010542,0.00010800657610594224,0.9482841542234896,5,True,252,12000,2,2,0 days 00:00:00.364185,0.24633158262148777,0.22913047908363743,0.2208793994628746,0.19679322620210332
5,1970-03-10 01:00:00+00:00,-1573.7600893980152,-1552.5835148729466,-1565.239074545335,0.006903011653974851,0.00010824939047890117,0.9463348907382848,5,True,252,12000,2,2,0 days 00:00:00.500996,0.21349243412105215,0.22689537724345815,0.18812122793347613,0.19636886562781697
6,1970-03-17 01:00:00+00:00,-1570.30842612672,-1549.1318516016513,-1561.7874112740396,0.006973951547473849,0.00010974676278630446,0.945919782026488,5,True,252,12000,2,2,0 days 00:00:00.500745,0.2275559615288625,0.20616268563861506,0.20034506453278253,0.17851638930223476
7,1970-03-24 01:00:00+00:00,-1569.2355647913687,-1548.0589902663,-1560.7145499386884,0.007038549867876842,0.00011021198556846583,0.9460543180696184,5,True,252,12000,2,2,0 days 00:00:00.486092,0.2273035199449164,0.2104413314513768,0.2012990941659497,0.17879275886857635
8,1970-04-01 01:00:00+00:00,-1568.350747959606,-1547.1741734345374,-1559.8297331069257,0.007071183535478505,0.0001106040920158809,0.9453207863340642,5,True,252,12000,2,2,0 days 00:00:00.508196,0.2170669895135532,0.2086388776159594,0.1902768014296593,0.1792817779832173
9,1970-04-08 01:00:00+00:00,-1568.4237137376435,-1547.247139212575,-1559.9026988849632,0.007060071607444816,0.00011057180355949083,0.9448744822350488,5,True,252,12000,2,2,0 days 00:00:00.457315,0.22951373108431591,0.21125970977684044,0.20422648524979947,0.1795314429430583
10,1970-04-15 01:00:00+00:00,-1567.7029428985193,-1546.5263683734506,-1559.181928045839,0.0070776259282068444,0.00011087822009915417,0.9413317963552245,5,True,252,12000,2,2,0 days 00:00:00.406776,0.1915451817133914,0.21257061396166355,0.16557945137287952,0.18174844119138353
11,1970-04-22 01:00:00+00:00,-1566.281796416422,-1545.1052218913533,-1557.7607815637416,0.007105575920895094,0.00011153509485570534,0.9398009246320653,5,True,252,12000,2,2,0 days 00:00:00.406150,0.18461447124125693,0.20394226205773422,0.1587170188752355,0.1706731926135329
12,1970-04-29 00:00:00+00:00,-1561.3020701134333,-1540.1254955883646,-1552.781055260753,0.00717352955921187,0.00011372694086360452,0.9430932026947303,5,True,252,12000,2,2,0 days 00:00:00.413565,0.20744894608278755,0.199138872669271,0.18078955712839204,0.16684283535409253
13,1970-05-06 00:00:00+00:00,-1557.9598229368703,-1536.7832484118017,-1549.43880808419,0.007297640797453395,0.00011523191117151344,0.9416955265336919,5,True,252,12000,2,2,0 days 00:00:00.436844,0.1651919018048224,0.21165101979426265,0.1406010971374432,0.17264777497060288
14,1970-05-13 00:00:00+00:00,-1556.4606543597515,-1535.2840798346829,-1547.9396395070712,0.007352622129318237,0.00011592485732455844,0.9439350257190782,5,True,252,12000,2,2,0 days 00:00:00.696429,0.14366033148227667,0.25937302383748523,0.1228954274883623,0.21429371967054678
15,1970-05-20 00:00:00+00:00,-1555.960213454759,-1534.7836389296904,-1547.4391986020787,0.0073869202336211874,0.00011615755729210707,0.9427534699181227,5,True,252,12000,2,2,0 days 00:00:00.496340,0.1435937318070714,0.2310389795455206,0.12176586606568598,0.19011947231360843
16,1970-05-27 00:00:00+00:00,-1555.1805829121568,-1534.004008387088,-1546.6595680594764,0.007402170447665064,0.00011649270521354724,0.9393139288407384,5,True,252,12000,2,2,0 days 00:00:00.444771,0.1267294050307121,0.23228578823852697,0.10563192792152419,0.1886478570099579
17,1970-06-04 00:00:00+00:00,-1553.3452919967744,-1532.1687174717058,-1544.8242771440941,0.007476262265245222,0.0001173503881124291,0.9388586586908706,5,True,252,12000,2,2,0 days 00:00:00.496185,0.1278976418481982,0.23027476257047833,0.1063549534302522,0.18726991386433375
18,1970-06-11 00:00:00+00:00,-1540.0378797964045,-1518.8613052713358,-1531.5168649437242,0.007626223276730157,0.00012407489284092414,0.9490659160652227,5,True,252,12000,2,2,0 days 00:00:00.758521,0.03824769979400497,0.03163416396510252,0.014033031269986923,0.03925499927852241
19,1970-06-18 00:00:00+00:00,-1531.135978725989,-1509.9594042009203,-1522.6149638733086,0.007866015753660447,0.00012823086563188153,0.9638162546036391,5,True,252,12000,2,2,0 days 00:00:00.611208,0.32493030576652837,0.270078187257877,0.30050852369739733,0.23743919814277187
20,1970-06-25 00:00:00+00:00,-1525.7640005002172,-1504.5874259751486,-1517.242985647537,0.00802141372823843,0.000131038738541277,0.9610959773295841,5,True,252,12000,2,2,0 days 00:00:00.552971,0.0628979750224223,0.09862895317168618,0.0512747160474941,0.08170914696829572
21,1970-07-02 00:00:00+00:00,-1522.199542798117,-1501.0229682730483,-1513.6785279454366,0.008012409862971224,0.0001329129714449549,0.9655223198945331,5,True,252,12000,2,2,0 days 00:00:00.643833,0.539873868560256,0.257049095090617,0.5097006054182236,0.2131153704846355
22,1970-07-10 00:00:00+00:00,-1516.381718332541,-1495.2051438074723,-1507.8607034798606,0.008122182680055306,0.00013599038855364887,0.9680885772144132,5,True,252,12000,2,2,0 days 00:00:00.499842,0.3500000365649034,0.719788364655329,0.34882292880805565,0.6299011533873053
23,1970-07-17 00:00:00+00:00,-1517.407773012876,-1496.2311984878074,-1508.8867581601958,0.008111808526797909,0.0001361795232460475,0.9506427035284513,5,True,252,12000,2,2,0 days 00:00:00.828328,0.035270245112117876,0.029767369251515918,0.014049168020950086,0.01950513194110572
24,1970-07-24 00:00:00+00:00,-1509.4368583275445,-1488.260283802476,-1500.9158434748642,0.00830686563010254,0.00013983941966399195,0.962547943832974,5,True,252,12000,2,2,0 days 00:00:00.511295,0.3394187462584089,0.20514288929910285,0.30686405917377674,0.17805710315906184
25,1970-07-31 00:00:00+00:00,-1504.9463651868123,-1483.7697906617436,-1496.425350334132,0.008400328797238411,0.0001422818722597347,0.9620482166689709,5,True,252,12000,2,2,0 days 00:00:00.520986,0.29156245557786437,0.22054072852844064,0.26001898073820856,0.19106226960495126
26,1970-08-07 00:00:00+00:00,-1497.2377924134262,-1476.0612178883575,-1488.7167775607459,0.008675574809308379,0.00014690598778553367,0.9686120450598604,5,True,252,12000,2,2,0 days 00:00:00.654690,0.38587952092932737,0.35654506086699705,0.3867023437305734,0.34292645986419235
27,1970-08-14 00:00:00+00:00,-1506.5775484197493,-1485.4009738946806,-1498.056533567069,0.00838123311659105,0.00014174419935092988,0.9746504390377396,5,True,252,12000,2,2,0 days 00:00:00.577681,0.23340407342916172,0.21602782103326476,0.26089736372551336,0.24172290980050207
28,1970-08-21 00:00:00+00:00,-1554.0536073115627,-1532.877032786494,-1545.5325924588824,0.007916976745156096,0.00011711566051047282,0.9894137680321134,5,True,252,12000,2,2,0 days 00:00:00.562750,1.25786745099178,0.8786998762538357,1.2564718507003545,0.7907187859140846
29,1970-08-28 00:00:00+00:00,-1560.9933288582283,-1539.8167543331597,-1552.472314005548,0.007812177230737077,0.00011395215251158695,0.9846194725621795,5,True,252,12000,2,2,0 days 00:00:00.672416,0.6262461578269992,0.5954823424136975,0.6327193628701706,0.5878849618705433
30,1970-09-04 00:00:00+00:00,-1561.2396506436185,-1540.0630761185498,-1552.7186357909382,0.00785722281709105,0.00011383079803374283,0.9916203178829704,5,True,252,12000,2,2,0 days 00:00:00.979899,0.8731004536789072,0.8164631814639712,0.8780062228190462,0.8034107512008901
31,1970-09-14 00:00:00+00:00,-1566.1807450091378,-1545.0041704840692,-1557.6597301564575,0.007809466526296414,0.00011164865637648787,0.9908971973650615,5,True,252,12000,2,2,0 days 00:00:00.447096,0.7238361279808008,0.682109068749945,0.7260268058728083,0.6657224479164365
32,1970-09-21 00:00:00+00:00,-1587.1702908361467,-1565.993716311078,-1578.6492759834664,0.007632966191512141,0.00010275498515985353,0.9751019801232322,5,True,252,12000,2,2,0 days 00:00:00.933817,0.03752488597787146,0.03269724167465681,0.03456042952159329,0.034495085431931416
33,1970-09-28 00:00:00+00:00,-1592.0050513036563,-1570.8284767785876,-1583.484036450976,0.007570583328148005,0.00010073755816311688,0.9878328632826162,5,True,252,12000,2,2,0 days 00:00:00.854163,0.6979956383052272,0.653723401146699,0.6781301808540229,0.6088539345281868
34,1970-10-05 00:00:00+00:00,-1596.8550738448262,-1575.6784993197575,-1588.3340589921459,0.0074560561715225305,9.882000565778059e-05,0.9878786424336381,5,True,252,12000,2,2,0 days 00:00:00.764034,0.7783511052546741,0.7254146984963643,0.7615831084216983,0.6789998810660955
35,1970-10-12 00:00:00+00:00,-1596.8316814833465,-1575.6551069582779,-1588.3106666306662,0.007457616045977843,9.885341002388814e-05,0.9873669187907054,5,True,252,12000,2,2,0 days 00:00:00.407553,0.4783214726071726,0.4377295958888402,0.4575759440041154,0.3953568750972139
36,1970-10-19 00:00:00+00:00,-1604.4977407633683,-1583.3211662382996,-1595.976725910688,0.007382540738808969,9.590369179354028e-05,0.982855547200838,5,True,252,12000,2,2,0 days 00:00:00.648924,0.8892132126153565,0.8287327663336825,0.8760163943795317,0.7736170775413617
37,1970-10-26 01:00:00+00:00,-1612.9701173034719,-1591.7935427784032,-1604.4491024507915,0.0071395370408628735,9.267353671575032e-05,0.9698158389937817,5,True,252,12000,2,2,0 days 00:00:00.827556,0.0336835207243736,0.026113780531843118,0.019761726469776447,0.0257366554643138
38,1970-11-02 01:00:00+00:00,-1618.6854015246827,-1597.508826999614,-1610.1643866720024,0.007190240785484176,9.061214911059442e-05,0.9757731565065897,5,True,252,12000,2,2,0 days 00:00:00.689042,0.03139165006270751,0.08658693964506436,0.046885601949997274,0.05982564569976698
39,1970-11-10 01:00:00+00:00,-1621.860100549386,-1600.6835260243174,-1613.3390856967058,0.00710508465637119,8.947150532825938e-05,0.981381604424806,5,True,252,12000,2,2,0 days 00:00:00.551913,0.21457073010167965,0.19424100652926918,0.20927766810473003,0.17917318444805666
40,1970-11-17 01:00:00+00:00,-1625.6194485832548,-1604.4428740581861,-1617.0984337305745,0.007024367729049193,8.815349823106072e-05,0.9751649021543753,5,True,252,12000,2,2,0 days 00:00:02.984519,0.0845980634088506,0.07209647680584104,0.057217757965383705,0.061049247237971095
41,1970-11-24 01:00:00+00:00,-1625.3672255789243,-1604.1906510538556,-1616.846210726244,0.007049256448807165,8.830919870638991e-05,0.9747489149276855,5,True,252,12000,2,2,0 days 00:00:00.975534,0.05632391115541721,0.054639565987492596,0.05870565090456883,0.05948625840320899
42,1970-12-02 01:00:00+00:00,-1627.0572766847426,-1605.880702159674,-1618.5362618320623,0.00701563164770571,8.773723692829231e-05,0.9830100799832363,5,True,252,12000,2,2,0 days 00:00:01.126169,0.28193731129136684,0.26103262389845433,0.2699630077022384,0.23479590541299034
43,1970-12-09 01:00:00+00:00,-1610.0775088171663,-1588.9009342920976,-1601.556493964486,0.007063583904830629,9.376365203288122e-05,0.9771950795710587,5,True,252,12000,2,2,0 days 00:00:00.633474,0.6051147795647159,0.560424385189528,0.5948405892904052,0.520721416952666
44,1970-12-16 01:00:00+00:00,-1610.7910296063878,-1589.6144550813192,-1602.2700147537075,0.006986805435695191,9.349670680613745e-05,0.9765426217882016,5,True,252,12000,2,2,0 days 00:00:00.471345,2.499342213934422,2.3279344886048907,2.5119287822337473,2.217333133120721
45,1970-12-23 01:00:00+00:00,-1615.163357719844,-1593.9867831947754,-1606.6423428671637,0.006961415314314655,9.189394864878817e-05,0.9729140153697224,5,True,252,12000,2,2,0 days 00:00:00.501153,0.398376566217666,0.35788909290813425,0.3879614780246765,0.3258787146746208
46,1970-12-31 01:00:00+00:00,-1617.7119095407884,-1596.5353350157197,-1609.190894688108,0.006903574284499577,9.095657392057308e-05,0.9719314628494173,5,True,252,12000,2,2,0 days 00:00:00.628211,0.3853020128345948,0.3490391112978129,0.37479076135920775,0.3179010209350674
47,1971-01-08 01:00:00+00:00,-1618.0696721677273,-1596.8930976426586,-1609.548657315047,0.006819922032282459,9.081886749980328e-05,0.9760238780147497,5,True,252,12000,2,2,0 days 00:00:00.914437,0.001023202108832421,0.018946717840954957,,
48,1971-01-15 01:00:00+00:00,-1616.2603435699411,-1595.0837690448725,-1607.7393287172608,0.006873636635197634,9.147713975262819e-05,0.9766198942893851,5,True,252,12000,2,2,0 days 00:00:00.573144,0.41815828346419487,0.37979361814398765,0.4144898909386172,0.3540136632163705
49,1971-01-22 01:00:00+00:00,-1617.141856878904,-1595.9652823538354,-1608.6208420262237,0.006917655297847181,9.11721959764938e-05,0.9719770998134186,5,True,252,12000,2,2,0 days 00:00:00.512023,0.36437095430429206,0.32760319796752063,0.35363683115040834,0.2973123069047588
50,1971-01-29 01:00:00+00:00,-1617.8862587790436,-1596.709684253975,-1609.3652439263633,0.00689190982599684,9.088982353230865e-05,0.971706505134298,5,True,252,12000,2,2,0 days 00:00:00.641525,0.34452837541967846,0.31023676633773917,0.3336452663414275,0.2813807407292571
51,1971-02-05 01:00:00+00:00,-1618.5845793049102,-1597.4080047798416,-1610.06356445223,0.006875165250206819,9.063776866953146e-05,0.9705233517202827,5,True,252,12000,2,2,0 days 00:00:00.523002,0.32416427830548067,0.29112761188508407,0.3125359182997392,0.2625056287824367
52,1971-02-12 01:00:00+00:00,-1620.7374151272552,-1599.5608406021865,-1612.2164002745749,0.0067725315248077745,8.986463809943907e-05,0.9646408958860478,5,True,252,12000,2,2,0 days 00:00:00.577124,0.40087023751887196,0.23870877372162436,0.44341526026876155,0.1745257390207019
53,1971-02-22 01:00:00+00:00,-1621.6091995060983,-1600.4326249810297,-1613.088184653418,0.006744576486828212,8.955594301775327e-05,0.9646426948947072,5,True,252,12000,2,2,0 days 00:00:00.620233,0.3266079066173361,0.2274782233461298,0.36169627903013596,0.17935683335760078
54,1971-03-01 01:00:00+00:00,-1622.8289070448864,-1601.6523325198177,-1614.307892192206,0.006709153671751678,8.915916525983273e-05,0.9636260875017257,5,True,252,12000,2,2,0 days 00:00:00.484326,0.23512417036957098,0.2017313155749455,0.2504467453100542,0.1811391688679837
55,1971-03-08 01:00:00+00:00,-1627.0772788091203,-1605.9007042840517,-1618.55626395644,0.006709235409109064,8.762040635918518e-05,0.9625702724289744,5,True,252,12000,2,2,0 days 00:00:00.583608,0.21092334198040424,0.20661731228651056,0.18329107273674378,0.17724011700042522
56,1971-03-15 01:00:00+00:00,-1613.205988498346,-1592.0294139732773,-1604.6849736456657,0.006888127824058597,9.259929507433263e-05,0.9657132193789266,5,True,252,12000,2,2,0 days 00:00:00.544048,0.32907817838027054,0.29606449761672504,0.31806054061367967,0.26492333572860494
57,1971-03-22 01:00:00+00:00,-1616.0633098884236,-1594.886735363355,-1607.5422950357433,0.006855432700626774,9.154817465327902e-05,0.9669821185130121,5,True,252,12000,2,2,0 days 00:00:00.659103,0.32741107675204184,0.29321279927588184,0.3165390283847448,0.26374274258386954
58,1971-03-29 01:00:00+00:00,-1616.7356779401866,-1595.559103415118,-1608.2146630875063,0.00683244556115283,9.131133901776531e-05,0.9658258875426526,5,True,252,12000,2,2,0 days 00:00:00.509555,0.31613599242914164,0.2843139528886021,0.3049959483249782,0.25512471235216255
59,1971-04-05 01:00:00+00:00,-1618.4899618719696,-1597.313387346901,-1609.9689470192893,0.0067728285985531765,9.067660914592791e-05,0.9648590831583943,5,True,252,12000,2,2,0 days 00:00:00.505927,0.3071098333774719,0.275063864752924,0.2959587589097762,0.24610343480931826
60,1971-04-13 01:00:00+00:00,-1624.6583826513638,-1603.4818081262952,-1616.1373677986835,0.006608734063174283,8.848247467271278e-05,0.9528134436468298,5,True,252,12000,2,2,0 days 00:00:01.020923,0.2825687951385843,0.19905669352071845,0.31667628221038474,0.1446615587767879
61,1971-04-20 01:00:00+00:00,-1623.920632197122,-1602.7440576720533,-1615.3996173444416,0.006654319718319602,8.875326655400285e-05,0.9636719230317415,5,True,252,12000,2,2,0 days 00:00:01.055826,0.30676268508899096,0.2767146646084356,0.29598038145217853,0.24773118621432608
62,1971-04-27 00:00:00+00:00,-1628.6982959087718,-1607.5217213837032,-1620.1772810560915,0.00658529259530332,8.727803039586543e-05,0.9707309934583592,5,True,252,12000,2,2,0 days 00:00:00.664958,0.012075836256559004,0.004891312429083177,0.011384084776579881,
63,1971-05-04 00:00:00+00:00,-1636.541593059244,-1615.3650185341753,-1628.0205782065636,0.0064114999468696384,8.441630665030846e-05,0.9494519802095969,5,True,252,12000,2,2,0 days 00:00:00.918763,0.1702430602696506,0.2942257260011887,0.1497350905338462,0.2268832130938079
64,1971-05-11 00:00:00+00:00,-1615.4017877462516,-1594.225213221183,-1606.8807728935712,0.006592956858774606,9.179130445264394e-05,0.9622238956833867,5,True,252,12000,2,2,0 days 00:00:01.090980,0.3306275530222303,0.30489160238247004,0.31982309622182076,0.27567902471885847
65,1971-05-18 00:00:00+00:00,-1617.5440260240289,-1596.3674514989602,-1609.0230111713486,0.006499071318324286,9.101585779271428e-05,0.9622008789685929,5,True,252,12000,2,2,0 days 00:00:01.068192,0.325178609522072,0.2981364636893636,0.31437844986380964,0.26908548144491895
66,1971-05-25 00:00:00+00:00,-1620.7358762474182,-1599.5593017223496,-1612.214861394738,0.006397486139591584,8.987852817118563e-05,0.9629436359320488,5,True,252,12000,2,2,0 days 00:00:01.573107,0.3053952340446485,0.27888056087516677,0.2941317303000929,0.25159715081769196
67,1971-06-02 00:00:00+00:00,-1623.6281487649198,-1602.4515742398512,-1615.1071339122395,0.006312467047820691,8.888900162574592e-05,0.9532368971854762,5,True,252,12000,2,2,0 days 00:00:00.557002,0.20457817881233806,0.1972909442093401,0.21424893659727418,0.17813301994449354
68,1971-06-09 00:00:00+00:00,-1641.7924552607005,-1620.615880735632,-1633.2714404080202,0.006200247024582663,8.35538240974189e-05,0.9299230963258646,5,True,252,12000,2,2,0 days 00:00:01.279973,0.009434879349977051,0.005580840870881802,0.011122351286360395,0.025669901482387885
69,1971-06-16 00:00:00+00:00,-1647.7104481719853,-1626.5338736469166,-1639.189433319305,0.005949163929402002,8.087349112072147e-05,0.9626196658081543,5,True,252,12000,2,2,0 days 00:00:00.853723,,,,
