,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name
17,2016-03-17 13:30:00+00:00,-1423.3393073194263,-1402.1627327943577,-1414.818292466746,0.01069908392969571,0.00019674609707501413,5,True,252,1800,2,0,0 days 00:00:00.417660,DAX
18,2016-03-24 13:30:00+00:00,-1435.328067104407,-1414.1514925793383,-1426.8070522517266,0.010360668556130867,0.00018759041060266129,5,True,252,1800,2,0,0 days 00:00:00.534395,DAX
19,2016-04-01 13:30:00+00:00,-1430.2012939884803,-1409.0247194634117,-1421.6802791358,0.010490992215394304,0.00019144695808478784,5,True,252,1800,2,0,0 days 00:00:00.544533,DAX
20,2016-04-08 13:30:00+00:00,-1431.0933572319686,-1409.9167827069,-1422.5723423792883,0.010397567287265062,0.00019069058594822677,5,True,252,1800,2,0,0 days 00:00:00.837269,DAX
21,2016-04-15 13:30:00+00:00,-1423.401790466263,-1402.2252159411944,-1414.8807756135827,0.010611628970267555,0.00019668196048315206,5,True,252,1800,2,0,0 days 00:00:00.514834,DAX
22,2016-04-22 13:30:00+00:00,-1422.1849814016973,-1401.0084068766287,-1413.663966549017,0.010657302811098094,0.00019763458203708747,5,True,252,1800,2,0,0 days 00:00:01.133734,DAX
23,2016-05-02 13:30:00+00:00,-1423.52605306039,-1402.3494785353214,-1415.0050382077097,0.010597683598599953,0.00019658553780532617,5,True,252,1800,2,0,0 days 00:00:00.600023,DAX
24,2016-05-09 13:30:00+00:00,-1422.9618390006287,-1401.78526447556,-1414.4408241479484,0.010621979207388216,0.00019703154333339216,5,True,252,1800,2,0,0 days 00:00:00.717546,DAX
25,2016-05-16 13:30:00+00:00,-1427.947236186581,-1406.7706616615123,-1419.4262213339007,0.010524874052587067,0.00019316677321676952,5,True,252,1800,2,0,0 days 00:00:00.410777,DAX
26,2016-05-24 13:30:00+00:00,-1427.7120993410235,-1406.535524815955,-1419.1910844883432,0.010603229247383673,0.00019334650562803215,5,True,252,1800,2,0,0 days 00:00:00.531891,DAX
27,2016-06-01 13:30:00+00:00,-1433.3933112485167,-1412.216736723448,-1424.8722963958364,0.010542059684749298,0.00018903792297968883,5,True,252,1800,2,0,0 days 00:00:00.988321,DAX
28,2016-06-10 13:30:00+00:00,-1427.157106015217,-1405.9805314901485,-1418.6360911625368,0.010678836420933967,0.00019377898154633098,5,True,252,1800,2,0,0 days 00:00:00.796524,DAX
29,2016-06-17 13:30:00+00:00,-1430.7654964663518,-1409.5889219412832,-1422.2444816136715,0.010666991485835721,0.00019106438862745182,5,True,252,1800,2,0,0 days 00:00:00.619655,DAX
30,2016-06-24 13:30:00+00:00,-1375.6832914032748,-1354.5067168782061,-1367.1622765505945,0.011235736492125541,0.00023769381333928427,5,True,252,1800,2,0,0 days 00:00:01.337181,DAX
31,2016-07-01 13:30:00+00:00,-1374.1865657163285,-1353.0099911912598,-1365.6655508636481,0.011055458939350392,0.0002391042168759006,5,True,252,1800,2,0,0 days 00:00:00.596369,DAX
32,2016-07-11 13:30:00+00:00,-1376.6645703277484,-1355.4879958026797,-1368.143555475068,0.011037629191125865,0.00023675486368745547,5,True,252,1800,2,0,0 days 00:00:00.798877,DAX
33,2016-07-18 13:30:00+00:00,-1375.3166024642976,-1354.140027939229,-1366.7955876116173,0.011077056286134437,0.00023806671078521925,5,True,252,1800,2,0,0 days 00:00:00.464969,DAX
34,2016-07-25 13:30:00+00:00,-1388.2077033793096,-1367.031128854241,-1379.6866885266293,0.010984018630470284,0.0002260906002259649,5,True,252,1800,2,0,0 days 00:00:00.758595,DAX
35,2016-08-01 13:30:00+00:00,-1384.5697579841421,-1363.3931834590735,-1376.0487431314618,0.010948526285394316,0.00022944263032520382,5,True,252,1800,2,0,0 days 00:00:00.331299,DAX
36,2016-08-08 13:30:00+00:00,-1390.038761847773,-1368.8621873227044,-1381.5177469950927,0.010877009246204777,0.00022442038717489414,5,True,252,1800,2,0,0 days 00:00:00.900747,DAX
37,2016-08-15 13:30:00+00:00,-1388.6110219674238,-1367.4344474423551,-1380.0900071147435,0.010894995650472717,0.00022574390439402382,5,True,252,1800,2,0,0 days 00:00:01.050736,DAX
38,2016-08-23 13:30:00+00:00,-1387.9312439177138,-1366.7546693926452,-1379.4102290650335,0.010734429042232511,0.00022639870873427813,5,True,252,1800,2,0,0 days 00:00:00.567940,DAX
39,2016-08-30 13:30:00+00:00,-1391.1716818746459,-1369.9951073495772,-1382.6506670219655,0.010648204771943517,0.00022355201566871276,5,True,252,1800,2,0,0 days 00:00:00.816622,DAX
40,2016-09-07 13:30:00+00:00,-1395.925589965407,-1374.7490154403383,-1387.4045751127267,0.010434580462683484,0.00021933194797328043,5,True,252,1800,2,0,0 days 00:00:00.780314,DAX
41,2016-09-14 13:30:00+00:00,-1396.8971816391888,-1375.7206071141202,-1388.3761667865085,0.0104112775159278,0.00021850416539383698,5,True,252,1800,2,0,0 days 00:00:01.002091,DAX
42,2016-09-21 13:30:00+00:00,-1401.9902061714824,-1380.8136316464138,-1393.4691913188021,0.010288659789322243,0.0002141106950989584,5,True,252,1800,2,0,0 days 00:00:01.065434,DAX
43,2016-09-28 13:30:00+00:00,-1400.737384953015,-1379.5608104279463,-1392.2163701003346,0.010358099350928037,0.00021537576392798282,5,True,252,1800,2,0,0 days 00:00:01.152311,DAX
44,2016-10-05 13:30:00+00:00,-1415.226686052078,-1394.0501115270094,-1406.7056711993978,0.01011733473796321,0.00020315372727529744,5,True,252,1800,2,0,0 days 00:00:01.178470,DAX
45,2016-10-12 13:30:00+00:00,-1414.6374594303315,-1393.460884905263,-1406.1164445776512,0.010155448730546822,0.00020364878290989613,5,True,252,1800,2,0,0 days 00:00:00.773041,DAX
46,2016-10-19 13:30:00+00:00,-1418.5121480611774,-1397.3355735361088,-1409.991133208497,0.01000609418345079,0.00020051526845961032,5,True,252,1800,2,0,0 days 00:00:00.885816,DAX
