time,asofdate,pointForecast,close,forecastday,product_name,MA_50,MA_diff_50
2015-09-15 00:00:00+00:00,2015-09-15 00:00:00+00:00,230.57949684302272,230.6,1,BTC,249.81439999999998,-1.2722000000000264
2015-09-16 00:00:00+00:00,2015-09-16 00:00:00+00:00,230.55488095646484,229.73,2,BTC,248.49380000000002,-1.3205999999999563
2015-09-17 00:00:00+00:00,2015-09-17 00:00:00+00:00,230.5593037749314,233.34,3,BTC,247.3568,-1.1370000000000289
2015-09-18 00:00:00+00:00,2015-09-18 00:00:00+00:00,230.5585090713293,233.78,4,BTC,246.26260000000002,-1.0941999999999723
2015-09-19 00:00:00+00:00,2015-09-19 00:00:00+00:00,230.55865186442784,232.88,5,BTC,245.2164,-1.0462000000000273
2015-09-20 00:00:00+00:00,2015-09-20 00:00:00+00:00,232.58187557901636,232.24,1,BTC,244.23059999999998,-0.9858000000000118
2015-09-21 00:00:00+00:00,2015-09-21 00:00:00+00:00,232.46897602788607,227.31,2,BTC,243.12440000000004,-1.1061999999999443
2015-09-22 00:00:00+00:00,2015-09-22 00:00:00+00:00,232.48826242052485,231.28,3,BTC,242.13099999999997,-0.9934000000000651
2015-09-23 00:00:00+00:00,2015-09-23 00:00:00+00:00,232.48496699006407,230.26,4,BTC,241.02599999999998,-1.1049999999999898
2015-09-24 00:00:00+00:00,2015-09-24 00:00:00+00:00,232.4855300515355,235.27,5,BTC,240.07600000000002,-0.9499999999999602
2015-09-25 00:00:00+00:00,2015-09-25 00:00:00+00:00,234.99270282589592,235.89,1,BTC,239.2008,-0.8752000000000351
2015-09-26 00:00:00+00:00,2015-09-26 00:00:00+00:00,235.73717964452194,234.69,2,BTC,238.2958,-0.9049999999999727
2015-09-27 00:00:00+00:00,2015-09-27 00:00:00+00:00,235.79236045958515,233.58,3,BTC,237.727,-0.5688000000000102
2015-09-28 00:00:00+00:00,2015-09-28 00:00:00+00:00,235.7964440495609,239.99,4,BTC,237.17419999999998,-0.552800000000019
2015-09-29 00:00:00+00:00,2015-09-29 00:00:00+00:00,235.7967462155661,236.89,5,BTC,236.60899999999998,-0.5652000000000044
2015-09-30 00:00:00+00:00,2015-09-30 00:00:00+00:00,236.8500432667729,237.14,1,BTC,235.912,-0.6969999999999743
2015-10-01 00:00:00+00:00,2015-10-01 00:00:00+00:00,236.87908120811557,238.34,2,BTC,235.34,-0.5720000000000027
2015-10-02 00:00:00+00:00,2015-10-02 00:00:00+00:00,236.89980502256498,238.28,3,BTC,234.81219999999996,-0.5278000000000418
2015-10-03 00:00:00+00:00,2015-10-03 00:00:00+00:00,236.91459476130305,239.92,4,BTC,234.28719999999998,-0.5249999999999773
2015-10-04 00:00:00+00:00,2015-10-04 00:00:00+00:00,236.92514936634203,239.87,5,BTC,233.83540000000002,-0.4517999999999631
2015-10-05 00:00:00+00:00,2015-10-05 00:00:00+00:00,239.6843376127602,240.95,1,BTC,233.47039999999998,-0.3650000000000375
2015-10-06 00:00:00+00:00,2015-10-06 00:00:00+00:00,239.7466687343104,246.64,2,BTC,233.257,-0.21339999999997872
2015-10-07 00:00:00+00:00,2015-10-07 00:00:00+00:00,239.7784149561787,244.0,3,BTC,233.6972,0.44020000000000437
2015-10-08 00:00:00+00:00,2015-10-08 00:00:00+00:00,239.7945822500121,242.94,4,BTC,234.0092,0.3119999999999834
2015-10-09 00:00:00+00:00,2015-10-09 00:00:00+00:00,239.80281531075482,244.35,5,BTC,234.185,0.1758000000000095
2015-10-10 00:00:00+00:00,2015-10-10 00:00:00+00:00,244.31060169584578,246.07,1,BTC,234.4494,0.26439999999999486
2015-10-11 00:00:00+00:00,2015-10-11 00:00:00+00:00,244.37001838848195,249.02,2,BTC,234.8068,0.3574000000000126
2015-10-12 00:00:00+00:00,2015-10-12 00:00:00+00:00,244.39578029693138,246.39,3,BTC,235.15039999999996,0.3435999999999524
2015-10-13 00:00:00+00:00,2015-10-13 00:00:00+00:00,244.40694905056998,250.99,4,BTC,235.94699999999997,0.7966000000000122
2015-10-14 00:00:00+00:00,2015-10-14 00:00:00+00:00,244.41179091696213,253.27,5,BTC,236.53779999999998,0.5908000000000015
2015-10-15 00:00:00+00:00,2015-10-15 00:00:00+00:00,252.95642222898442,254.99,1,BTC,237.10139999999998,0.5636000000000081
2015-10-16 00:00:00+00:00,2015-10-16 00:00:00+00:00,253.20345336040558,263.43,2,BTC,237.85399999999998,0.752600000000001
2015-10-17 00:00:00+00:00,2015-10-17 00:00:00+00:00,253.30698617308155,272.87,3,BTC,238.68040000000002,0.8264000000000351
