,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ma.L1.close
0,2011-06-08 13:30:00+00:00,-1217.2021555029387,-1203.084439152893,-1211.5214789344852,0.01522550224730409,0.00045269499269262847,5,True,252,1500,1,1,0 days 00:00:00.342513,CORN,0.07371005491063691,0.04654119950811008
1,2011-06-15 13:30:00+00:00,-1211.671117520798,-1197.5534011707523,-1205.9904409523444,0.01547124695026537,0.00046291361181343115,5,True,252,1500,1,1,0 days 00:00:00.283234,CORN,0.07585061174948284,0.04857101302757971
2,2011-06-22 13:30:00+00:00,-1203.9743545605793,-1189.8566382105337,-1198.2936779921258,0.015654832709777577,0.00047748698009335804,5,True,252,1500,1,1,0 days 00:00:00.321664,CORN,0.08991436783588973,0.06210525751734806
3,2011-06-29 13:30:00+00:00,-1212.4253035582665,-1198.3075872082209,-1206.744626989813,0.01547579890773138,0.00046140262226513875,5,True,252,1500,1,1,0 days 00:00:00.231591,CORN,0.09764547282113471,0.06945396832231246
4,2011-07-07 13:30:00+00:00,-1195.587961725535,-1181.4702453754894,-1189.9072851570816,0.01573475229847744,0.000493420534042286,5,True,252,1500,1,1,0 days 00:00:00.191055,CORN,0.44332844241099556,0.41000901145003943
5,2011-07-14 13:30:00+00:00,-1191.5391205279116,-1177.421404177866,-1185.858443959458,0.015849044493093854,0.0005014344701355527,5,True,252,1500,1,1,0 days 00:00:00.199054,CORN,0.4391396951695171,0.4161953513414256
6,2011-07-21 13:30:00+00:00,-1192.9669634865754,-1178.8492471365298,-1187.286286918122,0.01579638260925021,0.0004985940284360608,5,True,252,1500,1,1,0 days 00:00:00.179767,CORN,0.5058716214514953,0.47699381255870543
7,2011-07-28 13:30:00+00:00,-1194.7072246032076,-1180.589508253162,-1189.0265480347541,0.015699128375939488,0.0004951894758525624,5,True,252,1500,1,1,0 days 00:00:00.251591,CORN,0.4163239088387254,0.3935745942939299
8,2011-08-04 13:30:00+00:00,-1191.609533767843,-1177.4918174177974,-1185.9288571993895,0.01589913457589738,0.0005012745578145352,5,True,252,1500,1,1,0 days 00:00:00.217961,CORN,0.5704909733884764,0.529212094775374
9,2011-08-11 13:30:00+00:00,-1188.3556512067175,-1174.237934856672,-1182.674974638264,0.016027369813744155,0.000507784622267492,5,True,252,1500,1,1,0 days 00:00:00.199039,CORN,0.47537526221489235,0.44760433601432564
