,No._Trades,relative_Pnl,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,2599,1.9772066836178714,0.7929176289453426,-65.75,108.25,1.5532621247113163,104.57217878309972,10.226053920408386,,
