,No._Trades,relative_Pnl,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,2599,2.022150255109835,0.7945363601385148,-65.75,108.25,1.6090804155444403,103.26410906202123,10.161894954289837,2.5130531288764018,23.26657832577232
