,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,log_diff,trainDFLength,num_models,order_p,order_q,time,ar.L1.close,ma.L1.close
13,1969-03-11 01:00:00+00:00,-2056.014516784437,-2041.8968004343915,-2050.3338402159834,0.0028355646628913443,1.620338013737795e-05,0.9839494573025993,5,True,252,12000,1,1,0 days 00:00:00.363014,0.021235696102344617,0.01619625626027583
14,1969-03-18 01:00:00+00:00,-2055.158697583244,-2041.0409812331982,-2049.47802101479,0.0028180563179238116,1.628877670798268e-05,0.9934989238497917,5,True,252,12000,1,1,0 days 00:00:00.146992,0.5019780208733707,0.4882108145621998
15,1969-03-25 01:00:00+00:00,-2055.0988586556746,-2040.981142305629,-2049.418182087221,0.0028181252458637784,1.629267593937727e-05,0.9934867851650933,5,True,252,12000,1,1,0 days 00:00:00.276301,0.5095539489087308,0.4941026830570857
16,1969-04-02 01:00:00+00:00,-2054.079439257913,-2039.9617229078672,-2048.398762689459,0.002831686733936595,1.6358729196178583e-05,0.9932902671936461,5,True,252,12000,1,1,0 days 00:00:00.369983,0.4957018817910007,0.48177812386541724
17,1969-04-10 01:00:00+00:00,-2051.5138880334744,-2037.3961716834287,-2045.833211465021,0.0028659556154502423,1.6526138707028916e-05,0.9938447922529692,5,True,252,12000,1,1,0 days 00:00:00.397001,0.5183590920222697,0.5038665861896584
18,1969-04-17 01:00:00+00:00,-2036.2626677045178,-2022.1449513544721,-2030.5819911360643,0.0029508979004539007,1.755722695677208e-05,0.9938632124814311,5,True,252,12000,1,1,0 days 00:00:00.399538,0.5271204256273286,0.5140050504034445
19,1969-04-24 01:00:00+00:00,-2030.5126653457082,-2016.3949489956626,-2024.8319887772548,0.002985226841619177,1.7962427831199106e-05,0.9934589687899268,5,True,252,12000,1,1,0 days 00:00:00.456544,0.5163967902871375,0.5038656739596518
20,1969-05-01 00:00:00+00:00,-2028.4913819320122,-2014.3736655819666,-2022.8107053635588,0.0030138407557655576,1.8107119698984494e-05,0.9936429428680906,5,True,252,12000,1,1,0 days 00:00:00.321468,0.5404417628092791,0.5271336528832096
21,1969-05-08 00:00:00+00:00,-2027.72399778918,-2013.6062814391344,-2022.0433212207265,0.003024268286196267,1.8162246058914248e-05,0.9933712663790306,5,True,252,12000,1,1,0 days 00:00:00.424931,0.5209243528447042,0.5069320451042322
22,1969-05-15 00:00:00+00:00,-2025.4979917857368,-2011.3802754356911,-2019.8173152172833,0.0030884046550800153,1.830116955363619e-05,0.9832902313646131,5,True,252,12000,1,1,0 days 00:00:00.336651,0.022539849973270014,0.016867973743069385
23,1969-05-22 00:00:00+00:00,-2016.0857412964506,-2001.968024946405,-2010.4050647279971,0.0031851333629336676,1.901235024710022e-05,0.9830005157982822,5,True,252,12000,1,1,0 days 00:00:00.397639,0.053765100944592796,0.036781334800103656
24,1969-05-29 00:00:00+00:00,-2015.8978271810097,-2001.780110830964,-2010.2171506125562,0.0031552064048320934,1.9034608496811984e-05,0.9902720917684952,5,True,252,12000,1,1,0 days 00:00:00.214990,0.4780124689657582,0.4551133990076247
25,1969-06-06 00:00:00+00:00,-2003.585213729631,-1989.4674973795854,-1997.9045371611776,0.0032344425130516256,1.9988026565458498e-05,0.9909383701486784,5,True,252,12000,1,1,0 days 00:00:00.357812,0.44155184357333094,0.4267527954735062
26,1969-06-13 00:00:00+00:00,-1966.3396574103526,-1952.221941060307,-1960.6589808418992,0.0033647175349509864,2.3171714473396935e-05,0.9945765406525551,5,True,252,12000,1,1,0 days 00:00:00.707121,0.7047352431365044,0.6857873331196693
27,1969-06-20 00:00:00+00:00,-1932.5054267516407,-1918.387710401595,-1926.8247501831872,0.003562543725462591,2.650138574110578e-05,0.9941011077800976,5,True,252,12000,1,1,0 days 00:00:00.786273,0.7700782676979934,0.7799837160895042
28,1969-06-27 00:00:00+00:00,-1917.9509943997327,-1903.8332780496871,-1912.2703178312793,0.003671034337455341,2.80772018720304e-05,0.9943949321163417,5,True,252,12000,1,1,0 days 00:00:00.370002,0.4676468002606929,0.4760740403607918
29,1969-07-07 00:00:00+00:00,-1873.8450515651252,-1859.7273352150796,-1868.1643749966718,0.003889831885409904,3.344763095614768e-05,0.9879041332446407,5,True,252,12000,1,1,0 days 00:00:00.500997,0.4049707615543306,0.3978241782327266
30,1969-07-14 00:00:00+00:00,-1837.433269604372,-1823.3155532543265,-1831.7525930359186,0.004105573005909242,3.864245836616191e-05,0.9601011097346618,5,True,252,12000,1,1,0 days 00:00:00.567129,0.22720132958065478,0.22224515828304103
31,1969-07-22 00:00:00+00:00,-1832.2966416120785,-1818.1789252620329,-1826.615965043625,0.004158754208850198,3.944477554270734e-05,0.9586943376630891,5,True,252,12000,1,1,0 days 00:00:00.679724,0.22450489189073386,0.21862573233672689
32,1969-07-29 00:00:00+00:00,-1816.0878654476992,-1801.9701490976536,-1810.4071888792457,0.004239094503649027,4.2063447049592434e-05,0.9759816514653369,5,True,252,12000,1,1,0 days 00:00:00.503999,0.264989405865195,0.2621011426253012
33,1969-08-05 00:00:00+00:00,-1804.731426955419,-1790.6137106053734,-1799.0507503869655,0.00433926341031761,4.399938982338715e-05,0.9768791551217065,5,True,252,12000,1,1,0 days 00:00:00.552622,0.27388853348882725,0.27148971731013477
34,1969-08-12 00:00:00+00:00,-1788.6551616369193,-1774.5374452868737,-1782.9744850684658,0.0044953313640163335,4.689612194798521e-05,0.96710242754011,5,True,252,12000,1,1,0 days 00:00:00.543836,0.23926289529052394,0.23628835393225697
35,1969-08-19 00:00:00+00:00,-1748.435653654365,-1734.3179373043195,-1742.7549770859116,0.004798666601095603,5.500848857976094e-05,0.9524825495112164,5,True,252,12000,1,1,0 days 00:00:00.865790,0.19467091297438616,0.19170963974510224
36,1969-08-26 00:00:00+00:00,-1742.5546561820465,-1728.436939832001,-1736.873979613593,0.004915043655173515,5.63077226901873e-05,0.9535166138656463,5,True,252,12000,1,1,0 days 00:00:00.771572,0.19369699955774602,0.19048024187095797
37,1969-09-03 00:00:00+00:00,-1732.7555406471638,-1718.6378242971182,-1727.0748640787103,0.00506325748888611,5.853871047378767e-05,0.9494765854275276,5,True,252,12000,1,1,0 days 00:00:00.787004,0.18667662873777788,0.1833143019482506
38,1969-09-10 00:00:00+00:00,-1725.9128801228403,-1711.7951637727947,-1720.2322035543868,0.005171176101408006,6.015202139871535e-05,0.9494944750483121,5,True,252,12000,1,1,0 days 00:00:00.924257,0.1855173755215423,0.18222042331483115
39,1969-09-17 00:00:00+00:00,-1721.446421368751,-1707.3287050187055,-1715.7657448002976,0.005192710829767003,6.122536238651267e-05,0.9450245478556932,5,True,252,12000,1,1,0 days 00:00:00.932178,0.18632034708333536,0.1848806806970151
40,1969-09-24 00:00:00+00:00,-1713.3289470146733,-1699.2112306646277,-1707.6482704462198,0.005342978956060259,6.323036973328693e-05,0.9485939469598768,5,True,252,12000,1,1,0 days 00:00:01.190714,0.20284948048507864,0.20287918125894278
41,1969-10-01 00:00:00+00:00,-1709.272289337589,-1695.1545729875434,-1703.5916127691355,0.00541621570416273,6.426279629639192e-05,0.9521603024097574,5,True,252,12000,1,1,0 days 00:00:01.245560,0.20824000528013212,0.20864571170670246
42,1969-10-08 00:00:00+00:00,-1707.22791497232,-1693.1101986222743,-1701.5472384038665,0.0054726385252349755,6.47837533512717e-05,0.954764224087504,5,True,252,12000,1,1,0 days 00:00:00.583874,0.20184863600551026,0.2032785492578619
43,1969-10-15 00:00:00+00:00,-1704.462004565401,-1690.3442882153554,-1698.7813279969475,0.005522164200367218,6.550407787022756e-05,0.9552152186676187,5,True,252,12000,1,1,0 days 00:00:00.762934,0.2021382040016755,0.20187224763061196
44,1969-10-22 00:00:00+00:00,-1696.20414310782,-1682.0864267577745,-1690.5234665393666,0.0056628782551368375,6.768124116086029e-05,0.9611978909106377,5,True,252,12000,1,1,0 days 00:00:00.690632,0.21108709731962086,0.21047489557734936
45,1969-10-29 01:00:00+00:00,-1696.2320858764942,-1682.1143695264486,-1690.5514093080408,0.005641475341560906,6.767156046552776e-05,0.959376755415596,5,True,252,12000,1,1,0 days 00:00:00.747711,0.2007867168570912,0.20005317529690103
46,1969-11-05 01:00:00+00:00,-1692.2685603446453,-1678.1508439945997,-1686.5878837761918,0.005757647953821395,6.874398899494554e-05,0.9571315320169351,5,True,252,12000,1,1,0 days 00:00:00.494245,0.19445193947147812,0.19278622225743544
47,1969-11-12 01:00:00+00:00,-1692.2909294859783,-1678.1732131359327,-1686.6102529175248,0.005752698186930509,6.873935760244796e-05,0.9565702849418353,5,True,252,12000,1,1,0 days 00:00:00.528623,0.19337704586631793,0.19161781167355812
48,1969-11-19 01:00:00+00:00,-1677.8526506399317,-1663.734934289886,-1672.1719740714782,0.005816542748097859,7.279039794630576e-05,0.9599026860274267,5,True,252,12000,1,1,0 days 00:00:00.592871,0.19823699614620227,0.19703628470978088
49,1969-11-26 01:00:00+00:00,-1678.3972127465308,-1664.2794963964852,-1672.7165361780774,0.00583826472221481,7.263688606802992e-05,0.9580459676979816,5,True,252,12000,1,1,0 days 00:00:00.393999,0.1972108037451526,0.19590708176212454
50,1969-12-04 01:00:00+00:00,-1675.6726549825726,-1661.554938632527,-1669.991978414119,0.0058973054791355735,7.34260171263279e-05,0.9614356801313657,5,True,252,12000,1,1,0 days 00:00:00.414000,0.20650404242585754,0.20515246071184454
51,1969-12-11 01:00:00+00:00,-1672.1297175064951,-1658.0120011564495,-1666.4490409380417,0.005981075288663439,7.446559792896242e-05,0.9635258461869122,5,True,252,12000,1,1,0 days 00:00:00.434237,0.21020267269848505,0.20919065604466977
52,1969-12-18 01:00:00+00:00,-1669.473745045595,-1655.3560286955494,-1663.7930684771416,0.0060182247447317485,7.52520832699865e-05,0.9592228871822696,5,True,252,12000,1,1,0 days 00:00:00.380404,0.19794808772190278,0.19630009690528433
53,1969-12-29 01:00:00+00:00,-1668.448288260623,-1654.3305719105774,-1662.7676116921696,0.0060471205858941375,7.556311763628433e-05,0.9581795926099004,5,True,252,12000,1,1,0 days 00:00:00.409930,0.1968599335096126,0.19562856982327037
54,1970-01-08 01:00:00+00:00,-1666.922643897753,-1652.8049275477074,-1661.2419673292995,0.0060713063218043395,7.601752309271544e-05,0.9571548634357485,5,True,252,12000,1,1,0 days 00:00:00.241025,0.19550848721427533,0.194100985541604
55,1970-01-15 01:00:00+00:00,-1661.5613485458189,-1647.4436321957733,-1655.8806719773654,0.006176619330630454,7.765168234156707e-05,0.9570582050343442,5,True,252,12000,1,1,0 days 00:00:00.294629,0.19454127049192743,0.1930286080167263
56,1970-01-22 01:00:00+00:00,-1661.2047586138679,-1647.0870422638222,-1655.5240820454144,0.006198613687414645,7.776081932580414e-05,0.9534790299741243,5,True,252,12000,1,1,0 days 00:00:00.280514,0.1859716408844714,0.1843521649247672
57,1970-01-29 01:00:00+00:00,-1659.8439024264849,-1645.7261860764393,-1654.1632258580314,0.006236541078655401,7.818330463038829e-05,0.9543715016665544,5,True,252,12000,1,1,0 days 00:00:00.317687,0.18815232037580548,0.1866860096853753
58,1970-02-05 01:00:00+00:00,-1659.4933353259034,-1645.3756189758578,-1653.81265875745,0.00625242797058996,7.829049603357774e-05,0.9543742962394527,5,True,252,12000,1,1,0 days 00:00:00.200074,0.1881423697904543,0.1868229456041137
59,1970-02-12 01:00:00+00:00,-1658.0839052800093,-1643.9661889299637,-1652.4032287115558,0.006296694231770131,7.873098667148915e-05,0.954844436267332,5,True,252,12000,1,1,0 days 00:00:00.286126,0.18917751482349549,0.18811604699304668
60,1970-02-19 01:00:00+00:00,-1662.2981246709164,-1648.1804083208708,-1656.617448102463,0.0062272827086066245,7.742464885057861e-05,0.9553585066728445,5,True,252,12000,1,1,0 days 00:00:00.406463,0.19068930700008407,0.1891643153983302
61,1970-02-27 01:00:00+00:00,-1661.5463200078152,-1647.4286036577696,-1655.8656434393617,0.00624844080380679,7.765556005965749e-05,0.9539783971517646,5,True,252,12000,1,1,0 days 00:00:00.516324,0.18686514305181628,0.1853764067431216
62,1970-03-06 01:00:00+00:00,-1663.2787346838668,-1649.1610183338212,-1657.5980581154133,0.006197518935037006,7.713008544942206e-05,0.9542568007965491,5,True,252,12000,1,1,0 days 00:00:00.368063,0.18746437026534385,0.1860304432252762
63,1970-03-13 01:00:00+00:00,-1663.8643469965282,-1649.7466306464826,-1658.1836704280747,0.006170578272662048,7.69480907242368e-05,0.9533533588731985,5,True,252,12000,1,1,0 days 00:00:00.632850,0.18498872734838087,0.18355345938928855
64,1970-03-20 01:00:00+00:00,-1659.1229857212224,-1645.0052693711768,-1653.442309152769,0.00622476431573027,7.840649153233605e-05,0.9542210895622673,5,True,252,12000,1,1,0 days 00:00:00.542995,0.1854879771867475,0.18423946645689293
65,1970-03-30 01:00:00+00:00,-1658.8690410163754,-1644.7513246663298,-1653.188364447922,0.006240852084995208,7.848454277201261e-05,0.9542931812263837,5,True,252,12000,1,1,0 days 00:00:00.484524,0.1857472315352545,0.1844603477522248
66,1970-04-06 01:00:00+00:00,-1652.3391665107329,-1638.2214501606873,-1646.6584899422794,0.006363048548014599,8.054794846142066e-05,0.9554306081545015,5,True,252,12000,1,1,0 days 00:00:00.317259,0.18306328915224956,0.18257366561857769
67,1970-04-13 01:00:00+00:00,-1650.9949002810536,-1636.877183931008,-1645.3142237126,0.006398284231361564,8.097620795588325e-05,0.9564952858046237,5,True,252,12000,1,1,0 days 00:00:00.233998,0.18333991382354928,0.18279027506419243
68,1970-04-20 01:00:00+00:00,-1651.600236340425,-1637.4825199903794,-1645.9195597719715,0.006402381151824221,8.078971020757751e-05,0.955353515543234,5,True,252,12000,1,1,0 days 00:00:00.363909,0.18126452455347133,0.18070902851725723
69,1970-04-27 00:00:00+00:00,-1650.7759966504077,-1636.658280300362,-1645.0953200819542,0.006418940128895741,8.104803877649014e-05,0.958187965224747,5,True,252,12000,1,1,0 days 00:00:00.331952,0.18522189575890544,0.18481582094648666
70,1970-05-04 00:00:00+00:00,-1649.8524926011842,-1635.7347762511386,-1644.1718160327307,0.006437200010401139,8.134539986519323e-05,0.9589184439956593,5,True,252,12000,1,1,0 days 00:00:00.250429,0.18701062466557616,0.18663938053061388
71,1970-05-11 00:00:00+00:00,-1646.869100273616,-1632.7513839235703,-1641.1884237051624,0.006501200967698343,8.23148445329785e-05,0.9600346717075614,5,True,252,12000,1,1,0 days 00:00:00.382668,0.190541905925144,0.18979452545598172
72,1970-05-18 00:00:00+00:00,-1646.741205684124,-1632.6234893340784,-1641.0605291156705,0.0064940266557064604,8.235722460300245e-05,0.9595741766375322,5,True,252,12000,1,1,0 days 00:00:00.335989,0.18870723765597228,0.18783229016920733
73,1970-05-25 00:00:00+00:00,-1641.8453456930602,-1627.7276293430145,-1636.1646691246067,0.006579472480752629,8.39733445540908e-05,0.9621920514461203,5,True,252,12000,1,1,0 days 00:00:00.268065,0.18937575596753975,0.1884346460170915
74,1970-06-02 00:00:00+00:00,-1640.5779310561811,-1626.4602147061355,-1634.8972544877277,0.0066185540227957675,8.43968994839887e-05,0.9605487119932252,5,True,252,12000,1,1,0 days 00:00:00.311473,0.18709492630831726,0.18674757420666077
75,1970-06-09 00:00:00+00:00,-1639.1425876612489,-1625.0248713112032,-1633.4619110927954,0.006656181402626264,8.490121156622939e-05,0.9617835147062739,5,True,252,12000,1,1,0 days 00:00:00.315075,0.19037578534710342,0.18978773975171048
76,1970-06-16 00:00:00+00:00,-1638.1321487817268,-1624.0144324316811,-1632.4514722132733,0.006673818956475835,8.532937864879363e-05,0.9619652838343412,5,True,252,12000,1,1,0 days 00:00:00.603058,0.19023080893571595,0.18956972980522746
77,1970-06-23 00:00:00+00:00,-1643.0402164954971,-1628.9225001454515,-1637.3595399270437,0.006624411269498509,8.35782241979996e-05,0.9483470630995496,5,True,252,12000,1,1,0 days 00:00:00.423552,0.18684912935846668,0.18765018621064292
78,1970-06-30 00:00:00+00:00,-1650.3509850231317,-1636.233268673086,-1644.6703084546782,0.006523979464912167,8.11820009160858e-05,0.9473830687994509,5,True,252,12000,1,1,0 days 00:00:00.497117,0.1936675526155586,0.19371641308675747
79,1970-07-08 00:00:00+00:00,-1659.8279157405777,-1645.7101993905321,-1654.1472391721243,0.006436463036284085,7.823079135184203e-05,0.9528600770255408,5,True,252,12000,1,1,0 days 00:00:00.256936,0.20141409860477597,0.20726273307988793
80,1970-07-15 00:00:00+00:00,-1668.4369290494233,-1654.3192126993777,-1662.7562524809698,0.006339280502559577,7.557359759009034e-05,0.9649774471097652,5,True,252,12000,1,1,0 days 00:00:00.285023,0.21994070024540144,0.2241436285005473
81,1970-07-22 00:00:00+00:00,-1665.6045346632186,-1651.486818313173,-1659.9238580947651,0.0064219058432711685,7.642179049492251e-05,0.9660498668488212,5,True,252,12000,1,1,0 days 00:00:00.208766,0.230449133192396,0.2355287985462167
82,1970-07-29 00:00:00+00:00,-1665.0090791035868,-1650.8913627535412,-1659.3284025351334,0.006395994925456327,7.659684771717683e-05,0.9601743084632637,5,True,252,12000,1,1,0 days 00:00:00.237748,0.22305492649904152,0.2246449117097175
83,1970-08-05 00:00:00+00:00,-1664.283360374145,-1650.1656440240995,-1658.6026838056916,0.006449449955142478,7.681937331010207e-05,0.963771075859302,5,True,252,12000,1,1,0 days 00:00:00.215846,0.23209467891376362,0.2332667670145454
84,1970-08-12 00:00:00+00:00,-1670.250102199835,-1656.1323858497894,-1664.5694256313816,0.00641455461373644,7.503492621220498e-05,0.9671463927920128,5,True,252,12000,1,1,0 days 00:00:00.209096,0.27891479341981634,0.282292152616307
85,1970-08-19 00:00:00+00:00,-1683.1559918135526,-1669.038275463507,-1677.4753152450992,0.006336970407454681,7.130092552683184e-05,0.9872196999585348,5,True,252,12000,1,1,0 days 00:00:00.295819,0.4302522220066478,0.4309751575543316
86,1970-08-26 00:00:00+00:00,-1686.1037762205515,-1671.9860598705059,-1680.423099652098,0.00623400912252416,7.045220208523702e-05,0.9844549706937881,5,True,252,12000,1,1,0 days 00:00:00.257720,0.40753779841659815,0.40844827077412227
87,1970-09-02 00:00:00+00:00,-1687.0687234510265,-1672.9510071009809,-1681.388046882573,0.006220171037176765,7.01856036859015e-05,0.9869343081768341,5,True,252,12000,1,1,0 days 00:00:00.339236,0.4377810734468717,0.43866955939540214
88,1970-09-10 00:00:00+00:00,-1684.403084583906,-1670.2853682338605,-1678.7224080154526,0.006255982774771021,7.09304065794907e-05,0.9870129331445034,5,True,252,12000,1,1,0 days 00:00:00.527526,0.4347132025951988,0.43624263122211027
89,1970-09-17 00:00:00+00:00,-1684.9132529542144,-1670.7955366041688,-1679.232576385761,0.006290745502528722,7.079044461341395e-05,0.9918551005835466,5,True,252,12000,1,1,0 days 00:00:00.272116,0.37119804939083967,0.369851572189543
90,1970-09-24 00:00:00+00:00,-1690.6727576416429,-1676.5550412915973,-1684.9920810731894,0.006196049036968266,6.91899230687945e-05,0.9920815524182405,5,True,252,12000,1,1,0 days 00:00:00.260855,0.3558771427458931,0.35430873073097996
91,1970-10-01 00:00:00+00:00,-1692.0006549455497,-1677.8829385955041,-1686.3199783770963,0.006163921649651548,6.88247069617519e-05,0.9915922367886146,5,True,252,12000,1,1,0 days 00:00:00.279121,0.3582904884155138,0.35590638671647845
92,1970-10-08 00:00:00+00:00,-1691.9198942614744,-1677.8021779114288,-1686.239217693021,0.006180831708430258,6.88497540943245e-05,0.9913824818209106,5,True,252,12000,1,1,0 days 00:00:00.304283,0.3808316866764875,0.37663795384971244
93,1970-10-15 00:00:00+00:00,-1693.1540664166214,-1679.0363500665758,-1687.473389848168,0.006166370392782044,6.851444118531125e-05,0.9922120503183145,5,True,252,12000,1,1,0 days 00:00:00.541899,0.37484842253306166,0.37191525539025144
94,1970-10-22 00:00:00+00:00,-1697.8046857374507,-1683.686969387405,-1692.1240091689972,0.006094659684398898,6.726099505954675e-05,0.9864017733249386,5,True,252,12000,1,1,0 days 00:00:00.385081,0.3400542040424958,0.3391183663488772
95,1970-10-29 01:00:00+00:00,-1697.4769803814415,-1683.359264031396,-1691.796303812988,0.0060677062561957104,6.734517231678673e-05,0.9884945516787854,5,True,252,12000,1,1,0 days 00:00:00.612065,0.37511337120109606,0.37430587470652427
96,1970-11-06 01:00:00+00:00,-1695.7225274641196,-1681.604811114074,-1690.0418508956661,0.006080696721730581,6.781583959980915e-05,0.9918168641442797,5,True,252,12000,1,1,0 days 00:00:00.557998,0.44950415689487344,0.44956658277544526
97,1970-11-13 01:00:00+00:00,-1678.852504827461,-1664.7347884774153,-1673.1718282590075,0.006277080972195225,7.25120165850287e-05,0.9975146904988125,5,True,252,12000,1,1,0 days 00:00:00.699533,0.5606698581893831,0.5657040952465011
98,1970-11-20 01:00:00+00:00,-1676.33300406127,-1662.2152877112244,-1670.6523274928165,0.0063414198805826095,7.324099798261488e-05,0.9990745710291304,5,True,252,12000,1,1,0 days 00:00:00.442003,0.6633690054919377,0.6612712410004213
99,1970-11-30 01:00:00+00:00,-1686.0913592736165,-1671.9736429235709,-1680.410682705163,0.0063225501698006845,7.046013091612084e-05,1.0000808749979884,5,True,252,12000,1,1,0 days 00:00:00.775984,1.3599237634375263,1.4143456085450543
100,1970-12-07 01:00:00+00:00,-1688.1396069126786,-1674.021890562633,-1682.458930344225,0.006275276571996404,6.98901287067735e-05,0.9984801494841355,5,True,252,12000,1,1,0 days 00:00:00.708525,0.845999845150405,0.8440869949274085
101,1970-12-14 01:00:00+00:00,-1690.102581290304,-1675.9848649402584,-1684.4219047218505,0.00623180055388601,6.934958720334484e-05,0.9978411299967617,5,True,252,12000,1,1,0 days 00:00:00.610995,0.6670790472349736,0.6615512854013124
102,1970-12-21 01:00:00+00:00,-1698.87606336728,-1684.7583470172344,-1693.1953867988266,0.006126045326983357,6.697499553453495e-05,0.9995187951286622,5,True,252,12000,1,1,0 days 00:00:00.500002,0.8671824275131764,0.86484007847643
103,1970-12-29 01:00:00+00:00,-1699.5235038772444,-1685.4057875271988,-1693.842827308791,0.0060923419067627155,6.680317743237835e-05,1.000444732255536,5,True,252,12000,1,1,0 days 00:00:00.346602,0.9766595408880848,0.9740867288273282
104,1971-01-06 01:00:00+00:00,-1694.8195368725023,-1680.7018205224567,-1689.1388603040489,0.006154701591588285,6.806114606013377e-05,1.0006136476509175,5,True,252,12000,1,1,0 days 00:00:00.300530,0.8219742441842393,0.8157453718660773
105,1971-01-13 01:00:00+00:00,-1692.5801767020348,-1678.4624603519892,-1686.8995001335813,0.00619700901880598,6.866971606064305e-05,1.001306928867379,5,True,252,12000,1,1,0 days 00:00:00.302005,0.4477287572225755,0.46173613152864945
106,1971-01-20 01:00:00+00:00,-1689.780364707622,-1675.6626483575765,-1684.0996881391686,0.006183510619698693,6.943569532279305e-05,0.9984033429865438,5,True,252,12000,1,1,0 days 00:00:00.355875,0.1849966548120362,0.1949567075467412
107,1971-01-27 01:00:00+00:00,-1689.743178368708,-1675.6254620186623,-1684.0625018002545,0.006189678566387797,6.944389821334853e-05,0.9966426023218388,5,True,252,12000,1,1,0 days 00:00:00.280592,0.1496834506550252,0.16041190342632589
108,1971-02-03 01:00:00+00:00,-1686.2758336948032,-1672.1581173447576,-1680.5951571263497,0.006259986112923857,7.040276766050287e-05,0.9917071568292276,5,True,252,12000,1,1,0 days 00:00:00.347707,0.11153688803719422,0.12435357823413745
109,1971-02-10 01:00:00+00:00,-1685.0240405663149,-1670.9063242162692,-1679.3433639978614,0.006238148024878529,7.075893240786273e-05,0.9992874583663894,5,True,252,12000,1,1,0 days 00:00:00.217562,1.3534082337606366,1.3496542627093027
110,1971-02-18 01:00:00+00:00,-1684.2046465718272,-1670.0869302217816,-1678.5239700033737,0.006271943839537225,7.098370043229336e-05,0.9921818156389455,5,True,252,12000,1,1,0 days 00:00:00.316327,0.1148047048478614,0.1291504814250263
111,1971-02-25 01:00:00+00:00,-1680.759087600647,-1666.6413712506014,-1675.0784110321936,0.006300940647735395,7.196002337469104e-05,0.992108570391033,5,True,252,12000,1,1,0 days 00:00:00.321234,0.11048647375668358,0.12509856241271064
112,1971-03-04 01:00:00+00:00,-1677.4628698878469,-1663.3451535378013,-1671.7821933193934,0.006374246162791492,7.290728990626216e-05,0.9920653471260835,5,True,252,12000,1,1,0 days 00:00:00.374055,0.11111280661496205,0.1265366171374953
113,1971-03-11 01:00:00+00:00,-1674.4510543447318,-1660.3333379946862,-1668.7703777762783,0.006422992527438767,7.378677663123856e-05,0.9902880565674458,5,True,252,12000,1,1,0 days 00:00:00.329719,0.10793028953193609,0.12595775680555388
