,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
0,2016-05-23 00:00:00+00:00,-736.6453045571112,-715.4687300320427,-728.1242897044309,0.03480094636990962,0.003002621770364124,0.9874273075100694,5,True,252,500,2,2,0 days 00:00:00.535758,bitcoin,0.13493539541005256,0.13122601856146857,0.1035845097399136,0.10060012715786197
1,2016-05-28 00:00:00+00:00,-744.4770372797101,-723.3004627546416,-735.9560224270298,0.03394940330317088,0.0029102818111205664,0.9903950321092305,5,True,252,500,2,2,0 days 00:00:00.451668,bitcoin,0.13415717260522378,0.1293053686427982,0.10507143858967881,0.10186933712662778
2,2016-06-02 00:00:00+00:00,-748.7310377833907,-727.5544632583221,-740.2100229307104,0.03413694736929336,0.0028774311257020683,0.9936709434688374,5,True,252,500,2,2,0 days 00:00:00.497902,bitcoin,0.05969418324378538,0.05876675133826912,0.038001746832392796,0.037819769334123156
3,2016-06-07 00:00:00+00:00,-740.9289139875963,-719.7523394625277,-732.407899134916,0.03381153914508088,0.002956255844051471,0.9894197686740477,5,True,252,500,2,2,0 days 00:00:00.482079,bitcoin,0.12106995883079198,0.11711329804281236,0.09288202543244711,0.08963807244164544
4,2016-06-12 00:00:00+00:00,-744.5520310721334,-723.3754565470649,-736.0310162194531,0.03313497503914078,0.0029213659937230626,0.995753773356646,5,True,252,500,2,2,0 days 00:00:00.539364,bitcoin,0.1428510636557793,0.13784031285510784,0.11402020381464777,0.11047561089142731
5,2016-06-17 00:00:00+00:00,-787.9688123960769,-766.7922378710084,-779.4477975433966,0.030595689439989377,0.002461525934485619,0.9808133679684524,5,True,252,500,2,2,0 days 00:00:00.770261,bitcoin,0.2959115764618476,0.2930388590583219,0.2628650319768306,0.2627067055709536
6,2016-06-22 00:00:00+00:00,-830.9067130895711,-809.7301385645026,-822.3856982368908,0.029584693440326597,0.002065260164914147,0.9564659552094847,5,True,252,500,2,2,0 days 00:00:00.479448,bitcoin,0.4584607084098241,0.4243637752113538,0.442239932738258,0.42209151114726956
7,2016-06-27 00:00:00+00:00,-825.8008373224646,-804.6242627973961,-817.2798224697843,0.03003237761374689,0.002108563257414091,0.9577269237952141,5,True,252,500,2,2,0 days 00:00:00.492344,bitcoin,0.527548000398794,0.48358261429834204,0.5160619663376996,0.49050053250787395
8,2016-07-02 00:00:00+00:00,-817.9927336491406,-796.8161591240721,-809.4717187964603,0.03148634245494725,0.002180602130080429,0.9540873735339866,5,True,252,500,2,2,0 days 00:00:00.508746,bitcoin,0.011021255417205287,0.00737443903490175,,
9,2016-07-07 00:00:00+00:00,-767.1249306403678,-745.9483561152992,-758.6039157876875,0.033731783305771076,0.0026658848275835116,0.8912180274102952,5,True,252,500,2,2,0 days 00:00:01.413508,bitcoin,0.06341404929165755,0.06161716513545672,0.05870819062336986,0.05274430005600676
10,2016-07-12 00:00:00+00:00,-723.5237659116325,-702.347191386564,-715.0027510589522,0.036385140957599385,0.0031644206916042533,0.9089414491663251,5,True,252,500,2,2,0 days 00:00:00.599786,bitcoin,0.025402415397992102,0.028497143545716527,0.03477550464614774,0.05043197273820651
11,2016-07-17 00:00:00+00:00,-705.3048610044676,-684.1282864793991,-696.7838461517873,0.03634676900925867,0.0033973918052488507,0.9319221095278155,5,True,252,500,2,2,0 days 00:00:00.910613,bitcoin,0.013134561886914121,0.012238322517720454,0.022334076736791594,0.015133635376899502
12,2016-07-22 00:00:00+00:00,-714.6889081658857,-693.5123336408171,-706.1678933132054,0.035519669836608626,0.0032729257941539426,0.9225656919151508,5,True,252,500,2,2,0 days 00:00:01.354061,bitcoin,0.02639896091787878,0.026961245870406835,0.01855269697002273,0.020200589668667328
13,2016-07-27 00:00:00+00:00,-704.1054111746888,-682.9288366496203,-695.5843963220085,0.03606851601135478,0.003173561433355141,0.9360122696537968,5,True,252,500,2,2,0 days 00:00:00.476472,bitcoin,0.0025892008676595135,,0.01754437924865708,0.02026065496316278
14,2016-08-01 00:00:00+00:00,-739.3053366069495,-718.128762081881,-730.7843217542692,0.03356732516855224,0.0029807279873217477,0.8873861979308524,5,True,252,500,2,2,0 days 00:00:01.229430,bitcoin,0.10074805185864136,0.07717360768314444,0.07688325352310785,0.06313561012880975
15,2016-08-06 00:00:00+00:00,-760.0667063044183,-738.8901317793498,-751.545691451738,0.033026596778175425,0.0027340492339819424,0.8969237055735103,5,True,252,500,2,2,0 days 00:00:00.696356,bitcoin,0.14084503695002548,0.19485752921651,0.1485092357226641,0.23942994278559934
