,asofdate,pointForecast,close,forecastday,product_name
0,2017-01-31 00:00:00+00:00,10.565446426418788,10.7,1,bitcoin
1,2017-02-01 00:00:00+00:00,10.557360710550169,10.72,2,bitcoin
2,2017-02-02 00:00:00+00:00,10.576373861047188,10.82,3,bitcoin
3,2017-02-03 00:00:00+00:00,10.569203890126731,10.99,4,bitcoin
4,2017-02-04 00:00:00+00:00,10.582612119606477,11.41,5,bitcoin
5,2017-02-05 00:00:00+00:00,11.338815462023861,11.26,1,bitcoin
6,2017-02-06 00:00:00+00:00,11.312539434524556,11.34,2,bitcoin
7,2017-02-07 00:00:00+00:00,11.370374935935912,11.51,3,bitcoin
8,2017-02-08 00:00:00+00:00,11.346300532445841,11.41,4,bitcoin
9,2017-02-09 00:00:00+00:00,11.38769830794188,11.02,5,bitcoin
10,2017-02-10 00:00:00+00:00,10.839846346125647,11.43,1,bitcoin
11,2017-02-11 00:00:00+00:00,10.903320702643029,11.52,2,bitcoin
12,2017-02-12 00:00:00+00:00,10.86483966459088,11.5,3,bitcoin
13,2017-02-13 00:00:00+00:00,10.915418521202602,11.43,4,bitcoin
14,2017-02-14 00:00:00+00:00,10.88590495355022,13.15,5,bitcoin
15,2017-02-15 00:00:00+00:00,13.08163298273461,12.98,1,bitcoin
16,2017-02-16 00:00:00+00:00,12.794021115679516,12.89,2,bitcoin
17,2017-02-17 00:00:00+00:00,13.153296900577956,12.75,3,bitcoin
18,2017-02-18 00:00:00+00:00,12.913567528452564,12.89,4,bitcoin
19,2017-02-19 00:00:00+00:00,13.18205981315389,12.9,5,bitcoin
20,2017-02-20 00:00:00+00:00,12.682585804861567,12.61,1,bitcoin
21,2017-02-21 00:00:00+00:00,12.963730307279725,12.83,2,bitcoin
22,2017-02-22 00:00:00+00:00,12.746046138034664,12.75,3,bitcoin
23,2017-02-23 00:00:00+00:00,12.962687954472768,13.21,4,bitcoin
24,2017-02-24 00:00:00+00:00,12.78584794875661,13.19,5,bitcoin
25,2017-02-25 00:00:00+00:00,13.130482489780942,13.65,1,bitcoin
26,2017-02-26 00:00:00+00:00,13.178288476099379,14.74,2,bitcoin
27,2017-02-27 00:00:00+00:00,13.165150680690859,15.66,3,bitcoin
28,2017-02-28 00:00:00+00:00,13.192486465703242,16.24,4,bitcoin
29,2017-03-01 00:00:00+00:00,13.17176000172466,17.37,5,bitcoin
30,2017-03-02 00:00:00+00:00,17.212959819383144,19.27,1,bitcoin
31,2017-03-03 00:00:00+00:00,17.32049633634298,19.67,2,bitcoin
32,2017-03-04 00:00:00+00:00,17.384865312041665,18.65,3,bitcoin
33,2017-03-05 00:00:00+00:00,17.37247977423318,19.4,4,bitcoin
34,2017-03-06 00:00:00+00:00,17.395850787580287,19.67,5,bitcoin
35,2017-03-07 00:00:00+00:00,19.639628366132303,18.96,1,bitcoin
36,2017-03-08 00:00:00+00:00,19.704998397622294,16.67,2,bitcoin
37,2017-03-09 00:00:00+00:00,19.68350636245674,17.82,3,bitcoin
38,2017-03-10 00:00:00+00:00,19.70786687554188,19.2,4,bitcoin
39,2017-03-11 00:00:00+00:00,19.687379191529097,21.65,5,bitcoin
40,2017-03-12 00:00:00+00:00,21.752923668239077,23.39,1,bitcoin
41,2017-03-13 00:00:00+00:00,21.83023926226028,28.64,2,bitcoin
42,2017-03-14 00:00:00+00:00,21.8077663677567,28.69,3,bitcoin
43,2017-03-15 00:00:00+00:00,21.703734874020263,35.65,4,bitcoin
44,2017-03-16 00:00:00+00:00,21.599576727036833,45.96,5,bitcoin
45,2017-03-17 00:00:00+00:00,48.03972046850776,44.62,1,bitcoin
46,2017-03-18 00:00:00+00:00,48.92468386788739,33.64,2,bitcoin
47,2017-03-19 00:00:00+00:00,48.07027796819274,43.21,3,bitcoin
48,2017-03-20 00:00:00+00:00,48.79583391521022,42.32,4,bitcoin
49,2017-03-21 00:00:00+00:00,48.087835616643574,42.37,5,bitcoin
50,2017-03-22 00:00:00+00:00,43.25988074333004,41.37,1,bitcoin
51,2017-03-23 00:00:00+00:00,43.165686394922545,42.98,2,bitcoin
52,2017-03-24 00:00:00+00:00,41.31852445991067,52.93,3,bitcoin
53,2017-03-25 00:00:00+00:00,43.70719015069298,50.5,4,bitcoin
54,2017-03-26 00:00:00+00:00,42.495996244768136,50.68,5,bitcoin
55,2017-03-27 00:00:00+00:00,50.800427049889194,48.97,1,bitcoin
56,2017-03-28 00:00:00+00:00,51.32770830075452,50.3,2,bitcoin
57,2017-03-29 00:00:00+00:00,50.81736906729876,53.11,3,bitcoin
58,2017-03-30 00:00:00+00:00,50.80328180900969,51.87,4,bitcoin
59,2017-03-31 00:00:00+00:00,51.326827351966436,50.18,5,bitcoin
60,2017-04-01 00:00:00+00:00,49.06376723509995,50.71,1,bitcoin
61,2017-04-02 00:00:00+00:00,51.34698309327809,48.74,2,bitcoin
62,2017-04-03 00:00:00+00:00,50.571575782623455,44.26,3,bitcoin
63,2017-04-04 00:00:00+00:00,49.36238567382927,44.47,4,bitcoin
64,2017-04-05 00:00:00+00:00,51.65115496823118,44.78,5,bitcoin
65,2017-04-06 00:00:00+00:00,44.85501842783224,43.3,1,bitcoin
66,2017-04-07 00:00:00+00:00,46.66477542143929,42.32,2,bitcoin
67,2017-04-08 00:00:00+00:00,45.789311678076125,44.45,3,bitcoin
68,2017-04-09 00:00:00+00:00,43.625769014685666,43.92,4,bitcoin
69,2017-04-10 00:00:00+00:00,43.46571329331637,43.92,5,bitcoin
70,2017-04-11 00:00:00+00:00,43.745517351105235,43.83,1,bitcoin
71,2017-04-12 00:00:00+00:00,43.95812102522958,46.48,2,bitcoin
72,2017-04-13 00:00:00+00:00,44.33099018811119,49.77,3,bitcoin
73,2017-04-14 00:00:00+00:00,44.47870125721053,47.2,4,bitcoin
74,2017-04-15 00:00:00+00:00,44.30082033512275,48.94,5,bitcoin
75,2017-04-16 00:00:00+00:00,49.549249952898954,48.13,1,bitcoin
76,2017-04-17 00:00:00+00:00,48.85508541504212,47.94,2,bitcoin
77,2017-04-18 00:00:00+00:00,49.16558644312272,49.79,3,bitcoin
78,2017-04-19 00:00:00+00:00,49.59251186996481,47.78,4,bitcoin
79,2017-04-20 00:00:00+00:00,49.09187514865956,49.38,5,bitcoin
80,2017-04-21 00:00:00+00:00,49.87497867721586,48.37,1,bitcoin
81,2017-04-22 00:00:00+00:00,49.89976338994264,48.61,2,bitcoin
82,2017-04-23 00:00:00+00:00,49.33934626189184,48.96,3,bitcoin
83,2017-04-24 00:00:00+00:00,49.64552465995898,50.12,4,bitcoin
84,2017-04-25 00:00:00+00:00,49.96276297576234,50.31,5,bitcoin
85,2017-04-26 00:00:00+00:00,50.45560045028585,53.42,1,bitcoin
86,2017-04-27 00:00:00+00:00,50.53575438867248,63.67,2,bitcoin
87,2017-04-28 00:00:00+00:00,50.7906478628356,73.14,3,bitcoin
88,2017-04-29 00:00:00+00:00,50.57277451722387,70.4,4,bitcoin
89,2017-04-30 00:00:00+00:00,50.47512575025037,80.87,5,bitcoin
90,2017-05-01 00:00:00+00:00,83.72375706528561,79.35,1,bitcoin
91,2017-05-02 00:00:00+00:00,78.85428606696868,77.55,2,bitcoin
92,2017-05-03 00:00:00+00:00,80.50242054513191,81.29,3,bitcoin
93,2017-05-04 00:00:00+00:00,84.23909927183635,95.97,4,bitcoin
94,2017-05-05 00:00:00+00:00,79.92281072138863,91.93,5,bitcoin
95,2017-05-06 00:00:00+00:00,90.76712869479842,95.84,1,bitcoin
96,2017-05-07 00:00:00+00:00,94.80877360885513,93.82,2,bitcoin
97,2017-05-08 00:00:00+00:00,93.11279305672767,89.25,3,bitcoin
98,2017-05-09 00:00:00+00:00,90.37361680063033,86.58,4,bitcoin
99,2017-05-10 00:00:00+00:00,93.97657221571761,88.36,5,bitcoin
100,2017-05-11 00:00:00+00:00,90.22968732102012,88.3,1,bitcoin
