,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.resid,ar.L2.resid,ma.L1.resid,ma.L2.resid
0,252,505.6478862525406,526.8244607776091,514.1689011052209,0.3784879425170781,0.4151045280609502,5,True,252,1000,2,2,0 days 00:00:00.224772,OJ,0.30129777630946725,0.25117777274671466,0.2969619819071457,0.24359009904955956
1,257,504.3527953357192,525.5293698607877,512.8738101883995,0.380019641156704,0.4130499539657912,5,True,252,1000,2,2,0 days 00:00:00.219975,OJ,0.4881393368068611,0.40261863404123954,0.5185221896355113,0.4603404421399196
2,262,519.0792508324246,540.2558253574931,527.6002656851048,0.3912411582934825,0.43774187997610603,5,True,252,1000,2,2,0 days 00:00:00.216582,OJ,0.29359116752388703,0.274098278278017,0.287519465277826,0.26472049907865236
3,267,516.0906166455544,537.2671911706229,524.6116314982347,0.3915821931915224,0.4332348020266258,5,True,252,1000,2,2,0 days 00:00:00.227357,OJ,0.2194089315473126,0.19994563396444962,0.21316551809012887,0.19123940990220772
4,272,523.6614104018148,544.8379849268833,532.1824252544951,0.4016460324088745,0.4462232547943742,5,True,252,1000,2,2,0 days 00:00:00.339843,OJ,0.21867784367638968,0.19906216559044365,0.20801237516925583,0.18901908657618505
5,277,528.7359463084177,549.9125208334863,537.256961161098,0.40465214448325504,0.4551563236615261,5,True,252,1000,2,2,0 days 00:00:00.184182,OJ,0.21862231836248502,0.19381485868772097,0.21177845986246552,0.18811560626345908
6,282,528.6567432289551,549.8333177540236,537.1777580816354,0.40218606726779466,0.4546557871429208,5,True,252,1000,2,2,0 days 00:00:00.206274,OJ,0.22359462584522424,0.19416898942656183,0.21636970409457626,0.18652366798748624
7,287,535.0491483621606,556.2257228872292,543.5701632148409,0.4136033347962866,0.46631421767015346,5,True,252,1000,2,2,0 days 00:00:00.203255,OJ,0.22282704832728312,0.19226566232324266,0.21609852060443696,0.18510015836412197
8,292,543.3377623903925,564.5143369154611,551.8587772430728,0.4283246901875467,0.4818714902321304,5,True,252,1000,2,2,0 days 00:00:00.206030,OJ,0.21773828623008903,0.1903213994471851,0.2105040403732333,0.1826173776469192
9,297,543.7056529568727,564.8822274819412,552.226667809553,0.42995654343435574,0.4825843311894003,5,True,252,1000,2,2,0 days 00:00:00.157104,OJ,0.21456919984800044,0.18963877394166817,0.20787523610926192,0.18220772417600167
10,302,543.1616294711871,564.3382039962556,551.6826443238674,0.42932870973252735,0.4815520518754336,5,True,252,1000,2,2,0 days 00:00:00.320594,OJ,0.21469147607175354,0.18987617465972362,0.20825070531355078,0.18262380032707798
11,307,542.9040361060352,564.0806106311037,551.4250509587155,0.42750123605406887,0.48104950871705887,5,True,252,1000,2,2,0 days 00:00:00.415195,OJ,0.2141013510322117,0.18944103703820886,0.20764285004671007,0.18216338330458465
12,312,543.0037624797817,564.1803370048502,551.524777332462,0.4286993672063267,0.48124232090758257,5,True,252,1000,2,2,0 days 00:00:00.460181,OJ,0.2142154584236294,0.18959259715153506,0.20772887678813998,0.1822845512027642
13,317,542.7975975503662,563.9741720754347,551.3186124030465,0.4276460823611669,0.48092102465002734,5,True,252,1000,2,2,0 days 00:00:00.363386,OJ,0.21377665980592625,0.1893133600666721,0.20725983695264624,0.18186727046893666
14,322,541.7228999673536,562.8994744924221,550.2439148200339,0.42547022700942916,0.4788882586464585,5,True,252,1000,2,2,0 days 00:00:00.355190,OJ,0.2143292222411492,0.19022379810429085,0.20725516445645079,0.18265208742415584
15,327,536.2969639715234,557.4735384965919,544.8179788242037,0.41803259690530364,0.4686224292002132,5,True,252,1000,2,2,0 days 00:00:00.187403,OJ,0.20551055425918002,0.18218854115569838,0.19804285041141295,0.17344739499337017
16,332,534.8587279687454,556.0353024938139,543.3797428214257,0.41221930761821374,0.4660205629606021,5,True,252,1000,2,2,0 days 00:00:00.181767,OJ,0.20616911919166256,0.18307320427753765,0.19912601383730505,0.17466833103685894
17,337,534.2174631575798,555.3940376826483,542.7384780102601,0.4105462025709889,0.46479812255427067,5,True,252,1000,2,2,0 days 00:00:00.285003,OJ,0.20810695998839784,0.18634618957181187,0.20096605009111848,0.1780349230372611
18,342,539.044809131234,560.2213836563026,547.5658239839144,0.4162291703340833,0.4737880174441145,5,True,252,1000,2,2,0 days 00:00:00.282504,OJ,0.21195242920637913,0.1910965030908635,0.2034798099314103,0.18226585591460512
19,347,533.8910903378919,555.0676648629604,542.4121051905722,0.419214367768186,0.4683150060443917,5,True,252,1000,2,2,0 days 00:00:00.245302,OJ,0.19675039074229786,0.17529533228332436,0.1896702415144916,0.1682280041964444
20,352,507.89804681405525,529.0746213391238,516.4190616667355,0.39157599616213357,0.4185191577708302,5,True,252,1000,2,2,0 days 00:00:00.209634,OJ,0.19978517545564295,0.17079770386330484,0.19277951751995334,0.1700377472684434
21,357,508.92695913508146,530.10353366015,517.4479739877618,0.3938279275537116,0.42026906379485374,5,True,252,1000,2,2,0 days 00:00:00.254638,OJ,0.2007995442730187,0.17105083327257226,0.193866382248012,0.17084977228773846
22,362,509.29900928713437,530.4755838122029,517.8200241398147,0.3957536354800743,0.4208425608961161,5,True,252,1000,2,2,0 days 00:00:00.223838,OJ,0.1995314552528698,0.16995284859738904,0.1920781250459383,0.16908678561349202
23,367,509.6133324999291,530.7899070249977,518.1343473526093,0.3971903557460435,0.4213690468832416,5,True,252,1000,2,2,0 days 00:00:00.228923,OJ,0.19921478641448737,0.1699420040120276,0.19156083945016955,0.16871510860303207
24,372,516.4331415729198,537.6097160979883,524.9541564256001,0.40348155601873453,0.43294792492011436,5,True,252,1000,2,2,0 days 00:00:00.227868,OJ,0.20954480161061526,0.179068196902179,0.20233681981519588,0.17890994138137392
25,377,578.7196542567806,599.8962287818491,587.2406691094609,0.4435840175850829,0.5544724965059482,5,True,252,1000,2,2,0 days 00:00:00.347145,OJ,0.411968420372142,0.31625414992752227,0.40073721331926654,0.34805225821724706
26,382,585.4054009780705,606.581975503139,593.9264158307508,0.4564156813217205,0.5694159434589355,5,True,252,1000,2,2,0 days 00:00:00.291526,OJ,0.4382742417667602,0.33933992819070435,0.4410326992077329,0.3908682693867625
27,387,594.0561992987127,615.2327738237813,602.577214151393,0.4678126907470337,0.5893476369501236,5,True,252,1000,2,2,0 days 00:00:00.228783,OJ,0.4797925990327756,0.4241487676255932,0.4705635262288306,0.4557306066291775
28,392,596.2812960265825,617.457870551651,604.8023108792628,0.47192043046056953,0.5946873710665015,5,True,252,1000,2,2,0 days 00:00:00.403386,OJ,0.4512256620379995,0.4081693879684605,0.43569226686910756,0.4251839017427191
