,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.resid,ma.L1.resid
0,1991-09-30 22:00:00+00:00,-1149.221319934581,-1135.1036035845354,-1143.5406433661276,0.014236999915080168,0.000593073040473536,5,True,252,2000,1,1,0 days 00:00:00.196562,NG1,0.30129277735038734,0.2729353790553718
1,1991-10-07 22:00:00+00:00,-1151.137708131178,-1137.0199917811324,-1145.4570315627245,0.01407297534430721,0.0005885864194014848,5,True,252,2000,1,1,0 days 00:00:00.124141,NG1,0.2588392025495841,0.2316014453960696
2,1991-10-14 22:00:00+00:00,-1153.965367606249,-1139.8476512562033,-1148.2846910377955,0.013858590508446898,0.00058249532279969,5,True,252,2000,1,1,0 days 00:00:00.141453,NG1,0.26396192800086204,0.2315546462670594
3,1991-10-21 22:00:00+00:00,-1231.6519419328515,-1217.534225582806,-1225.971265364398,0.013332734643516794,0.0004279176836197653,5,True,252,2000,1,1,0 days 00:00:00.134135,NG1,0.27069415896522947,0.26095609260656766
4,1991-10-28 23:00:00+00:00,-1212.9248825796717,-1198.807166229626,-1207.2442060112182,0.013685033273365626,0.0004605819197073505,5,True,252,2000,1,1,0 days 00:00:00.116026,NG1,0.2937986759902702,0.27807221697966533
5,1991-11-04 23:00:00+00:00,-1211.4985425315263,-1197.3808261814806,-1205.8178659630728,0.013820407991722206,0.00046334004027702327,5,True,252,2000,1,1,0 days 00:00:00.225841,NG1,0.2831784336129868,0.2664341131060021
6,1991-11-11 23:00:00+00:00,-1212.9955252212794,-1198.8778088712338,-1207.314848652826,0.013740991545374713,0.00046051577883707127,5,True,252,2000,1,1,0 days 00:00:00.144679,NG1,0.2813641110873422,0.2649124225887649
7,1991-11-18 23:00:00+00:00,-1230.8302300133255,-1216.7125136632799,-1225.149553444872,0.01353802605705066,0.00042896601441337026,5,True,252,2000,1,1,0 days 00:00:00.129584,NG1,0.2873222944048203,0.26681069138442576
8,1991-11-25 23:00:00+00:00,-1215.3802719757327,-1201.2625556256871,-1209.6995954072793,0.013855649084013736,0.00045607063304356764,5,True,252,2000,1,1,0 days 00:00:00.142690,NG1,0.22536402282902765,0.19295757831292798
9,1991-12-03 23:00:00+00:00,-1216.267756627687,-1202.1500402776414,-1210.5870800592336,0.013794176081420093,0.00045453160038490807,5,True,252,2000,1,1,0 days 00:00:00.133394,NG1,0.20771431661191575,0.17509145192342743
10,1991-12-10 23:00:00+00:00,-1214.026920069481,-1199.9092037194355,-1208.3462435010276,0.013871156204525722,0.00045878927548009856,5,True,252,2000,1,1,0 days 00:00:00.182700,NG1,0.2396271194686562,0.20490728621888138
11,1991-12-17 23:00:00+00:00,-1233.9015084776202,-1219.7837921275745,-1228.2208319091667,0.013578797819250019,0.00042404432565191895,5,True,252,2000,1,1,0 days 00:00:00.275025,NG1,0.18304427085460756,0.15122600241374165
12,1991-12-25 23:00:00+00:00,-1198.4290934105356,-1184.31137706049,-1192.7484168420822,0.01374545976494214,0.00048805204309048387,5,True,252,2000,1,1,0 days 00:00:00.167776,NG1,0.16913017025225266,0.1361551859125292
13,1992-01-02 23:00:00+00:00,-1205.055681888573,-1190.9379655385274,-1199.3750053201195,0.013602818978913293,0.00047527184846328925,5,True,252,2000,1,1,0 days 00:00:00.149433,NG1,0.17416421468409926,0.1407481097484316
14,1992-01-09 23:00:00+00:00,-1197.8008455511072,-1183.6831292010615,-1192.1201689826537,0.013762848149361106,0.0004891579383948088,5,True,252,2000,1,1,0 days 00:00:00.157218,NG1,0.2641839897734976,0.2256013903392105
15,1992-01-16 23:00:00+00:00,-1191.7958443127568,-1177.6781279627112,-1186.1151677443033,0.014113479734106189,0.0005012412533246237,5,True,252,2000,1,1,0 days 00:00:00.131292,NG1,0.15783365692716564,0.12348549732942296
16,1992-01-23 23:00:00+00:00,-1181.261848080836,-1167.1441317307904,-1175.5811715123825,0.014473468880405104,0.0005221868083248067,5,True,252,2000,1,1,0 days 00:00:00.163593,NG1,0.14939506749554315,0.115779426019771
17,1992-01-30 23:00:00+00:00,-1178.9346449738591,-1164.8169286238135,-1173.2539684054057,0.014679203278231795,0.0005269819555144336,5,True,252,2000,1,1,0 days 00:00:00.206080,NG1,0.1291619069502834,0.098385349010849
18,1992-02-06 23:00:00+00:00,-1178.4575084866606,-1164.339792136615,-1172.776831918207,0.014748046872147376,0.0005280062466998485,5,True,252,2000,1,1,0 days 00:00:00.151205,NG1,0.12149646807758233,0.09173910269448109
19,1992-02-13 23:00:00+00:00,-1172.599941591427,-1158.4822252413815,-1166.9192650229736,0.01496024783348728,0.0005404363530482674,5,True,252,2000,1,1,0 days 00:00:00.150095,NG1,0.13097458524850844,0.10085056327045912
20,1992-02-23 23:00:00+00:00,-1163.8159867738473,-1149.6982704238017,-1158.1353102053938,0.015256898581935614,0.0005596507663059767,5,True,252,2000,1,1,0 days 00:00:00.166026,NG1,0.23882220842394353,0.20264745550499003
21,1992-03-01 23:00:00+00:00,-1162.8424661401432,-1148.7247497900976,-1157.1617895716897,0.015384851633781286,0.0005618080769793182,5,True,252,2000,1,1,0 days 00:00:00.124130,NG1,0.19416677948251376,0.15961198300345028
22,1992-03-08 23:00:00+00:00,-1161.780377879179,-1147.6626615291334,-1156.0997013107255,0.015441242471591418,0.0005642075353859779,5,True,252,2000,1,1,0 days 00:00:00.169076,NG1,0.20249644568993141,0.1684229722167428
23,1992-03-15 23:00:00+00:00,-1161.9519934783325,-1147.8342771282869,-1156.271316909879,0.01542698802685678,0.000563816068838048,5,True,252,2000,1,1,0 days 00:00:00.157013,NG1,0.20513647717549005,0.17192553726859644
24,1992-03-22 23:00:00+00:00,-1158.1636913936268,-1144.0459750435812,-1152.4830148251733,0.015647425455574165,0.0005723424761321022,5,True,252,2000,1,1,0 days 00:00:00.165842,NG1,0.20683213674341347,0.17233407642053175
25,1992-03-29 23:00:00+00:00,-1137.354132906828,-1123.2364165567824,-1131.6734563383745,0.016321768889330956,0.0006216545179791363,5,True,252,2000,1,1,0 days 00:00:00.170031,NG1,0.12418400044604157,0.10097955506349011
26,1992-04-05 22:00:00+00:00,-1135.4492983967775,-1121.331582046732,-1129.768621828324,0.016494512482661237,0.0006263816901241777,5,True,252,2000,1,1,0 days 00:00:00.181493,NG1,0.13275589282694833,0.10928384422070772
27,1992-04-12 22:00:00+00:00,-1132.727939665016,-1118.6102233149704,-1127.0472630965626,0.01667232766880969,0.0006332354306487836,5,True,252,2000,1,1,0 days 00:00:00.190174,NG1,0.22901919133696508,0.1989739864967376
28,1992-04-20 22:00:00+00:00,-1128.0258097912192,-1113.9080934411736,-1122.3451332227658,0.017014983937582058,0.0006451095929665646,5,True,252,2000,1,1,0 days 00:00:00.167932,NG1,0.17642872667347156,0.14701479928653086
29,1992-04-27 22:00:00+00:00,-1108.5849685742924,-1094.4672522242467,-1102.904292005839,0.0175928572278579,0.0006969554376859839,5,True,252,2000,1,1,0 days 00:00:00.091266,NG1,0.9423131859531034,0.9277432501077824
30,1992-05-04 22:00:00+00:00,-1102.898641678045,-1088.7809253279993,-1097.2179651095914,0.018024225101041704,0.0007128567220968955,5,True,252,2000,1,1,0 days 00:00:00.101493,NG1,0.9234829637848264,0.9087719037801589
31,1992-05-11 22:00:00+00:00,-1100.1666810643605,-1086.048964714315,-1094.486004495907,0.018336636957152354,0.000720626356521711,5,True,252,2000,1,1,0 days 00:00:00.141275,NG1,0.8809270436062266,0.8634302065345308
32,1992-05-18 22:00:00+00:00,-1094.8793148369496,-1080.761598486904,-1089.198638268496,0.018748240751955903,0.0007359102142926552,5,True,252,2000,1,1,0 days 00:00:00.124161,NG1,0.7930155944108955,0.7856581586276946
33,1992-05-26 22:00:00+00:00,-1067.1984677036066,-1053.080751353561,-1061.5177911351532,0.01969510605702073,0.000821137624603256,5,True,252,2000,1,1,0 days 00:00:00.191247,NG1,0.09327322547559871,0.07106740725695129
