,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.resid,ar.L2.resid,ma.L1.resid,ma.L2.resid
0,1974-03-05 01:00:00+00:00,-1236.4216836262253,-1215.2451091011567,-1227.900668773545,0.017007236510185177,0.000412965979919395,5,True,252,2000,2,2,0 days 00:00:00.414619,CT1,0.2699244746348422,0.19814292806364434,0.28413951068380444,0.20239885043039693
1,1974-03-12 01:00:00+00:00,-1232.604544605495,-1211.4279700804263,-1224.0835297528147,0.01720462134399206,0.00041921512716922764,5,True,252,2000,2,2,0 days 00:00:00.262038,CT1,0.2933302345248884,0.20248859403403674,0.3060449739450721,0.2060825880273556
2,1974-03-19 01:00:00+00:00,-1227.5008313682529,-1206.3242568431842,-1218.9798165155726,0.01741881807627634,0.00042781563713021914,5,True,252,2000,2,2,0 days 00:00:00.524100,CT1,0.291812441571251,0.20685030897017279,0.30483510230695565,0.20969949276523922
3,1974-03-26 01:00:00+00:00,-1222.1356268991203,-1200.9590523740517,-1213.61461204644,0.017658493064944797,0.00043699045243899914,5,True,252,2000,2,2,0 days 00:00:00.349793,CT1,0.2783683633227412,0.20905387484598803,0.294652440485684,0.21348645192720653
4,1974-04-02 01:00:00+00:00,-1217.2638989309726,-1196.087324405904,-1208.7428840782923,0.01795983606775095,0.0004457542791583658,5,True,252,2000,2,2,0 days 00:00:00.645218,CT1,0.2780149820314202,0.19743091594589213,0.29005108220779435,0.201941604363075
5,1974-04-09 01:00:00+00:00,-1219.4522834117138,-1198.2757088866451,-1210.9312685590335,0.017889549169998707,0.00044165899963609226,5,True,252,2000,2,2,0 days 00:00:00.322912,CT1,0.33251827482300034,0.25050667010761435,0.3318074827516175,0.2785887588944562
6,1974-04-17 01:00:00+00:00,-1212.3913938870796,-1191.214819362011,-1203.8703790343993,0.018304079895395526,0.00045431565267273693,5,True,252,2000,2,2,0 days 00:00:00.543865,CT1,0.22094676497059473,0.29885440364054244,0.2430380320952635,0.3106250366476899
7,1974-04-24 01:00:00+00:00,-1213.0396091788375,-1191.8630346537689,-1204.5185943261572,0.018290957086759478,0.0004534377383657511,5,True,252,2000,2,2,0 days 00:00:00.414663,CT1,0.23721913220540283,0.3078560383494045,0.2753502112125818,0.2860905525518062
8,1974-05-01 01:00:00+00:00,-1222.5250951454755,-1201.3485206204068,-1214.0040802927952,0.017804209964421495,0.0004373528168304856,5,True,252,2000,2,2,0 days 00:00:00.548554,CT1,0.05461937904384868,0.08437713247211046,0.04599529486205535,0.10625466312256375
9,1974-05-08 01:00:00+00:00,-1231.7787854086982,-1210.6022108836296,-1223.257770556018,0.017560193076159053,0.00042088110585909,5,True,252,2000,2,2,0 days 00:00:00.452740,CT1,0.04880026505228021,0.062333527630156926,0.046505388342109266,0.053307291776510474
