time,resid
1973-02-27 02:00:00+00:00,0.9102000459637533
1973-02-28 02:00:00+00:00,0.8967432811235634
1973-03-01 02:00:00+00:00,0.890224330015266
1973-03-02 02:00:00+00:00,0.8788586792314795
1973-03-05 02:00:00+00:00,0.8809718349444959
1973-03-06 02:00:00+00:00,0.8961280824863394
1973-03-07 02:00:00+00:00,0.8931534538411915
1973-03-08 02:00:00+00:00,0.892978409332691
1973-03-09 02:00:00+00:00,0.8956658065594482
1973-03-12 02:00:00+00:00,0.9093898054096446
1973-03-13 02:00:00+00:00,0.8908789376145593
1973-03-14 02:00:00+00:00,0.9006113918142951
1973-03-15 02:00:00+00:00,0.8972434520079408
1973-03-16 02:00:00+00:00,0.8972026520569141
1973-03-19 02:00:00+00:00,0.8982820070692351
1973-03-20 02:00:00+00:00,0.9074611110554568
1973-03-21 02:00:00+00:00,0.905990975479012
1973-03-22 02:00:00+00:00,0.9019880544724193
1973-03-23 02:00:00+00:00,0.8987497071387675
1973-03-26 02:00:00+00:00,0.9051973496174495
1973-03-27 02:00:00+00:00,0.9031605470630114
1973-03-28 02:00:00+00:00,0.8819257018941715
1973-03-29 02:00:00+00:00,0.8508057585920278
1973-03-30 02:00:00+00:00,0.8771635567079734
1973-04-02 02:00:00+00:00,0.8917860845070101
1973-04-03 02:00:00+00:00,0.8912226129488773
1973-04-04 02:00:00+00:00,0.8948779271065334
1973-04-05 02:00:00+00:00,0.8989662740862148
1973-04-06 02:00:00+00:00,0.8938619998200494
1973-04-09 02:00:00+00:00,0.9007446430781041
1973-04-10 02:00:00+00:00,0.8982102301711488
1973-04-11 02:00:00+00:00,0.9004576447541699
1973-04-12 02:00:00+00:00,0.9349731148739084
1973-04-13 02:00:00+00:00,0.9469458806437839
1973-04-16 02:00:00+00:00,0.9189561449555617
1973-04-17 02:00:00+00:00,0.9344389012449802
1973-04-18 02:00:00+00:00,0.9594970957755928
1973-04-19 02:00:00+00:00,0.9552848350860377
1973-04-23 02:00:00+00:00,0.9905036971689325
1973-04-24 02:00:00+00:00,1.0269767821388631
1973-04-25 02:00:00+00:00,0.9844304344278211
1973-04-26 02:00:00+00:00,0.9418528747127622
1973-04-27 02:00:00+00:00,0.9398124757941044
