,asofdate,pointForecast,resid,forecastday,product_name,MA_50,MA_diff_50
253,253,0.03838182121656672,-1.103123259729045,1,OJ,-0.4755806295570874,-0.01676488087742506
254,254,-0.006198716367348533,-1.0375935593322216,2,OJ,-0.49379500425726386,-0.01821437470017645
255,255,0.0014342408709710091,-0.9966057716338096,3,OJ,-0.5093764493057649,-0.015581445048501008
256,256,-0.0013081687120956365,-0.9999367299671429,4,OJ,-0.5258708503816025,-0.01649440107583766
257,257,-0.0011113270915879708,-1.0069059680623793,5,OJ,-0.5477573769600858,-0.021886526578483223
258,258,-0.038695164614245076,-0.7681553013957126,1,OJ,-0.5579957163075284,-0.010238339347442671
259,259,-0.000437855193744132,-0.8553315712369834,2,OJ,-0.5697905509812498,-0.011794834673721333
260,260,0.042711889659503906,-0.8897835474274587,3,OJ,-0.5833027227978282,-0.013512171816578489
261,261,0.008605473272101281,-0.7023323252052349,4,OJ,-0.5959214253727843,-0.012618702574956009
262,262,-0.024887204509053393,-0.6150334958401558,5,OJ,-0.6046069762281635,-0.008685550855379254
263,263,-0.012646124299627762,-0.5871478410782528,1,OJ,-0.6168168399142305,-0.012209863686067024
264,264,0.006564380593047855,-0.6037094660782524,2,OJ,-0.6301475420085869,-0.013330702094356384
265,265,-0.004653546502009956,-0.8767912081417433,3,OJ,-0.6505972238295744,-0.020449681820987498
266,266,-0.006677172545259528,-0.8785447795703142,4,OJ,-0.6698099668498568,-0.01921274302028242
267,267,0.005819905298743161,-1.008507559332219,5,OJ,-0.6903278882166998,-0.02051792136684294
268,268,-0.0524044992257556,-1.0839118767925353,1,OJ,-0.7116905223877755,-0.021362634171075756
269,269,-0.01205978018155101,-0.929772085125868,2,OJ,-0.7280741952934193,-0.016383672905643798
270,270,-0.034320151118600935,-1.0283991724274562,3,OJ,-0.7427412653242835,-0.014667070030864204
271,271,-0.019762947171891088,-1.018182507744916,4,OJ,-0.7554680091161707,-0.012726743791887207
272,272,-0.026943706346892592,-1.1196731228242838,5,OJ,-0.7690807028639661,-0.01361269374779539
273,273,-0.022409516584961143,-1.2760530692528538,1,OJ,-0.7859542601787808,-0.016873557314814658
274,274,-0.019490573964392133,-1.0464362537766652,2,OJ,-0.795902462136453,-0.00994820195767221
275,275,-0.016814823442707245,-1.105435618856029,3,OJ,-0.8091754083622026,-0.013272946225749593
276,276,-0.014558722312757557,-0.6339783767925391,4,OJ,-0.8134240532211091,-0.004248644858906525
277,277,-0.012467283080473601,-0.6823634680623791,5,OJ,-0.817563906519169,-0.004139853298059881
278,278,-0.025756358884255565,-0.5730727140941252,1,OJ,-0.8196906286884811,-0.0021267221693120897
279,279,0.007328356618893654,-0.6313300633004746,2,OJ,-0.8208584061311619,-0.0011677774426808174
280,280,-0.009451823485867232,-0.6205469879036489,3,OJ,-0.8189729770041778,0.001885429126984084
281,281,-0.0003979517823457278,-0.6434402220306321,4,OJ,-0.8182099221717263,0.0007630548324515374
282,282,-0.00475481711888816,-0.5887061347290443,5,OJ,-0.8176619509371583,0.0005479712345679566
283,283,-0.0004224810125205826,-0.3185779204433322,1,OJ,-0.8128726213251655,0.004789329611992854
284,284,-0.0005900193585406714,-0.34539376369730224,2,OJ,-0.806243555668199,0.006629065656966415
285,285,-0.00023526063543187958,-0.36500697203063515,3,OJ,-0.7997723604389222,0.00647119522927686
286,286,-0.00041299870594713265,-0.12574026766555366,4,OJ,-0.7910958055491513,0.008676554889770927
287,287,-6.799090021193588e-05,-0.09579696806237989,5,OJ,-0.7839306814045305,0.0071651241446207825
288,288,-0.002551654056738316,-0.054786720046505144,1,OJ,-0.7748715856329256,0.009059095771604908
289,289,-0.00019763724260299213,-0.014048926395712757,2,OJ,-0.7601259964221673,0.014745589210758303
290,290,0.0024287469462383757,0.058033563683654366,3,OJ,-0.7497816904786044,0.010344305943562837
291,291,0.0004178696790819928,0.276119166858253,4,OJ,-0.734785187550915,0.014996502927689392
292,292,-0.0018934824599285375,0.40383555574714464,5,OJ,-0.716574319455677,0.018210868095238086
293,293,-0.011536597380866457,0.29461164106460463,1,OJ,-0.7019451144865413,0.014629204969135667
294,294,-0.007793092376467677,0.45783841685825516,2,OJ,-0.6787232090985341,0.02322190538800717
295,295,-0.009056534599705346,0.49584966685825355,3,OJ,-0.6550964323260474,0.0236267767724867
296,296,-0.007816814848806973,0.4963715517788883,4,OJ,-0.6299613473965942,0.025135084929453266
297,297,-0.007868781294485844,0.6390674565407943,5,OJ,-0.5983305959592043,0.031630751437389804
298,298,-0.021134055683631376,1.1380244486042892,1,OJ,-0.5525942097951833,0.04573638616402109
299,299,-0.002878392426358028,0.8063014406677816,2,OJ,-0.512795112625871,0.03979909716931229
300,300,0.025739414486935716,0.4909054406677805,3,OJ,-0.4797086334283401,0.03308647919753088
301,301,0.01037878248723256,0.6839652005884166,4,OJ,-0.44131173504650595,0.03839689838183413
302,302,-0.014937338380721605,0.7591970021757187,5,OJ,-0.40460070087983924,0.03671103416666671
303,303,-0.009321373497228535,0.8972170597154007,1,OJ,-0.36459389449095037,0.04000680638888887
304,304,-0.009892766527494858,1.397843938683653,2,OJ,-0.3158851445306328,0.04870874996031754
305,305,-0.009003121513941448,0.9927149406677803,3,OJ,-0.2760987302846011,0.03978641424603174
306,306,-0.008848636247655833,0.7942362501915895,4,OJ,-0.24021527068142642,0.035883459603174656
307,307,-0.008353004686740028,0.5807198414614322,5,OJ,-0.20846275449095017,0.031752516190476254
308,308,0.027049696174585625,0.5949548791598454,1,OJ,-0.18120055087983902,0.027262203611111147
309,309,-0.005546772522388691,0.4647557898741269,2,OJ,-0.1547988036576168,0.026401747222222216
310,310,-0.01677856044876863,0.2513150359058731,3,OJ,-0.13197683199095014,0.022821971666666663
311,311,0.012130594377249351,0.28721373630269853,4,OJ,-0.1121859107607915,0.019790921230158645
312,312,0.02197553557800348,0.19526675415984296,5,OJ,-0.09597990576079152,0.01620600499999998
313,313,0.001970484573384881,0.21492004979476298,1,OJ,-0.0799385479433312,0.016041357817460314
314,314,-0.006849481371247321,0.11701489701698659,2,OJ,-0.06552406068142642,0.01441448726190478
315,315,0.0005194797258066305,0.05020461923920644,3,OJ,-0.04698414413380743,0.018539916547618995
316,316,0.008154816451011227,-0.040360845046508026,4,OJ,-0.03022046544333131,0.016763678690476118
317,317,0.0017371841083705744,-0.07121147203063569,5,OJ,-0.011474543697299645,0.018745921746031666
318,318,0.0027994374475244473,-0.08441853552269615,1,OJ,0.008515323128097139,0.019989866825396784
319,319,-0.00048141229527314477,-0.054203616871904226,2,OJ,0.026026692493176413,0.017511369365079275
320,320,-0.002877994244119547,-0.2844361248084124,3,OJ,0.040905953445557294,0.01487926095238088
321,321,-5.068475104337634e-05,-0.1328914799671399,4,OJ,0.05861177400111281,0.017705820555555515
322,322,0.0020396367220168335,-0.0506619085385673,5,OJ,0.07999199828682714,0.02138022428571433
323,323,-0.0011705878755274572,-0.09856809901475605,1,OJ,0.1035416976915891,0.023549699404761953
324,324,-0.0020574986664403916,-0.14269747203062955,2,OJ,0.12161647332650981,0.018074775634920714
325,325,-0.00079030542749043,-0.24978298790364356,3,OJ,0.1387295259455575,0.017113052619047706
326,326,0.0011282120276551698,-0.23751663076078855,4,OJ,0.14665876086619253,0.00792923492063502
327,327,0.00143717700868324,-0.21353866250681963,5,OJ,0.15603525697730372,0.009376496111111188
328,328,-0.0005039822288649741,-0.3996832974274528,1,OJ,0.1595030453106372,0.0034677883333334714
329,329,-0.0006324350858483384,-0.6946706307607879,2,OJ,0.1582362339614309,-0.0012668113492062816
330,330,-0.0005478377685563177,-0.7305189204433262,3,OJ,0.15603679531063733,-0.0021994386507935837
331,331,-0.0005500680533355888,-0.7770236148877723,4,OJ,0.15336512745349454,-0.00267166785714279
332,332,-0.0005189047814991261,-0.8018058371099936,5,OJ,0.14910313340587555,-0.004261994047618983
333,333,0.006852958027007505,-1.0127681664750738,1,OJ,0.13521932848524074,-0.013883804920634818
334,334,0.006956536275866804,-1.1706640494115839,2,OJ,0.1187139227709551,-0.01650540571428563
335,335,0.0061258844111445766,-1.0703122676655523,3,OJ,0.10460781685825676,-0.014106105912698341
336,336,0.005769844923527976,-0.9292739164750778,4,OJ,0.08853714388206627,-0.016070672976190498
337,337,0.005388180148434786,-1.086365313300474,5,OJ,0.06872577697730439,-0.019811366904761873
338,338,-0.03580840282791124,-0.809970678379837,1,OJ,0.053622097810637745,-0.015103679166666648
339,339,0.025203660819738027,-0.9001284085385697,2,OJ,0.035900508167780606,-0.01772158964285714
340,340,0.020674109214106885,-0.9133848490147586,3,OJ,0.016472139913812352,-0.019428368253968254
341,341,-0.021696971770857464,-1.0705812676655522,4,OJ,-0.010461868776663752,-0.026934008690476102
342,342,0.0027323422749880046,-1.079548739887775,5,OJ,-0.04012955468936214,-0.02966768591269839
343,343,0.00313084775884102,-1.1825048053639668,1,OJ,-0.06967188361793357,-0.029542328928571428
344,344,-0.0018113153597389944,-1.029267472030632,2,OJ,-0.09941400139571131,-0.029742117777777743
345,345,0.001580572082291395,-1.4043398073480913,3,OJ,-0.13741779087983821,-0.0380037894841269
346,346,0.0007605429969425488,-1.2625678648877745,4,OJ,-0.17259657921317145,-0.03517878833333324
347,347,0.0013242897016633411,-1.356511237903648,5,OJ,-0.21250815310206028,-0.03991157388888883
348,348,-0.05875208317962947,-1.071019880760792,1,OJ,-0.2566890396893619,-0.04418088658730163
349,349,0.002299230456003429,-1.3739642140941242,2,OJ,-0.30029435278460004,-0.04360531309523813
350,350,-0.027136565589438034,-1.108810729967141,3,OJ,-0.33228867619729846,-0.03199432341269842
351,351,-0.011845860207073225,-1.326883261713175,4,OJ,-0.3725056454433303,-0.04021696924603185
352,352,-0.01868951659450485,-1.3596307200465063,5,OJ,-0.4148821998877748,-0.04237655444444449
