,asofdate,pnl,strategy
0,1971-01-13 01:00:00+00:00,0.0,arma_threshold
1,1971-01-14 01:00:00+00:00,0.0,arma_threshold
2,1971-01-15 01:00:00+00:00,0.0,arma_threshold
3,1971-01-18 01:00:00+00:00,0.0,arma_threshold
4,1971-01-19 01:00:00+00:00,0.0,arma_threshold
5,1971-01-20 01:00:00+00:00,,arma_threshold
6,1971-01-21 01:00:00+00:00,,arma_threshold
7,1971-01-22 01:00:00+00:00,,arma_threshold
8,1971-01-25 01:00:00+00:00,,arma_threshold
9,1971-01-26 01:00:00+00:00,,arma_threshold
10,1971-01-27 01:00:00+00:00,0.0,arma_threshold
11,1971-01-28 01:00:00+00:00,0.0,arma_threshold
12,1971-01-29 01:00:00+00:00,0.0,arma_threshold
13,1971-02-01 01:00:00+00:00,0.0,arma_threshold
14,1971-02-02 01:00:00+00:00,0.0,arma_threshold
15,1971-02-03 01:00:00+00:00,0.0,arma_threshold
16,1971-02-04 01:00:00+00:00,0.0,arma_threshold
17,1971-02-05 01:00:00+00:00,0.0,arma_threshold
18,1971-02-08 01:00:00+00:00,0.0,arma_threshold
19,1971-02-09 01:00:00+00:00,0.0,arma_threshold
20,1971-02-10 01:00:00+00:00,0.0,arma_threshold
21,1971-02-11 01:00:00+00:00,0.0,arma_threshold
22,1971-02-12 01:00:00+00:00,0.0,arma_threshold
23,1971-02-16 01:00:00+00:00,0.0,arma_threshold
24,1971-02-17 01:00:00+00:00,0.0,arma_threshold
25,1971-02-18 01:00:00+00:00,0.0,arma_threshold
26,1971-02-19 01:00:00+00:00,0.0,arma_threshold
27,1971-02-22 01:00:00+00:00,0.0,arma_threshold
28,1971-02-23 01:00:00+00:00,0.0,arma_threshold
29,1971-02-24 01:00:00+00:00,0.0,arma_threshold
30,1971-02-25 01:00:00+00:00,0.375,arma_threshold
31,1971-02-26 01:00:00+00:00,1.25,arma_threshold
32,1971-03-01 01:00:00+00:00,1.125,arma_threshold
33,1971-03-02 01:00:00+00:00,3.125,arma_threshold
34,1971-03-03 01:00:00+00:00,2.125,arma_threshold
35,1971-03-04 01:00:00+00:00,0.0,arma_threshold
36,1971-03-05 01:00:00+00:00,0.0,arma_threshold
37,1971-03-08 01:00:00+00:00,0.0,arma_threshold
38,1971-03-09 01:00:00+00:00,0.0,arma_threshold
39,1971-03-10 01:00:00+00:00,0.0,arma_threshold
40,1971-03-11 01:00:00+00:00,2.0,arma_threshold
41,1971-03-12 01:00:00+00:00,2.25,arma_threshold
42,1971-03-15 01:00:00+00:00,1.875,arma_threshold
43,1971-03-16 01:00:00+00:00,-1.125,arma_threshold
44,1971-03-17 01:00:00+00:00,-2.875,arma_threshold
45,1971-03-18 01:00:00+00:00,-2.375,arma_threshold
46,1971-03-19 01:00:00+00:00,-2.375,arma_threshold
47,1971-03-22 01:00:00+00:00,-2.25,arma_threshold
48,1971-03-23 01:00:00+00:00,0.75,arma_threshold
49,1971-03-24 01:00:00+00:00,0.75,arma_threshold
50,1971-03-25 01:00:00+00:00,0.875,arma_threshold
51,1971-03-26 01:00:00+00:00,1.5,arma_threshold
52,1971-03-29 01:00:00+00:00,1.0,arma_threshold
53,1971-03-30 01:00:00+00:00,0.125,arma_threshold
54,1971-03-31 01:00:00+00:00,3.25,arma_threshold
55,1971-04-01 01:00:00+00:00,3.5,arma_threshold
56,1971-04-02 01:00:00+00:00,3.625,arma_threshold
57,1971-04-05 01:00:00+00:00,4.75,arma_threshold
58,1971-04-06 01:00:00+00:00,5.625,arma_threshold
59,1971-04-07 01:00:00+00:00,1.5,arma_threshold
60,1971-04-08 01:00:00+00:00,0.0,arma_threshold
61,1971-04-12 01:00:00+00:00,0.0,arma_threshold
62,1971-04-13 01:00:00+00:00,0.0,arma_threshold
63,1971-04-14 01:00:00+00:00,0.0,arma_threshold
64,1971-04-15 01:00:00+00:00,0.0,arma_threshold
65,1971-04-16 01:00:00+00:00,0.0,arma_threshold
66,1971-04-19 01:00:00+00:00,0.0,arma_threshold
67,1971-04-20 01:00:00+00:00,0.0,arma_threshold
68,1971-04-21 01:00:00+00:00,0.0,arma_threshold
69,1971-04-22 01:00:00+00:00,0.0,arma_threshold
70,1971-04-23 01:00:00+00:00,-0.625,arma_threshold
71,1971-04-26 00:00:00+00:00,-2.125,arma_threshold
72,1971-04-27 00:00:00+00:00,-2.375,arma_threshold
73,1971-04-28 00:00:00+00:00,-3.0,arma_threshold
74,1971-04-29 00:00:00+00:00,-3.0,arma_threshold
75,1971-04-30 00:00:00+00:00,-0.125,arma_threshold
76,1971-05-03 00:00:00+00:00,2.375,arma_threshold
77,1971-05-04 00:00:00+00:00,1.875,arma_threshold
78,1971-05-05 00:00:00+00:00,3.125,arma_threshold
79,1971-05-06 00:00:00+00:00,2.75,arma_threshold
80,1971-05-07 00:00:00+00:00,0.0,arma_threshold
81,1971-05-10 00:00:00+00:00,0.0,arma_threshold
82,1971-05-11 00:00:00+00:00,0.0,arma_threshold
83,1971-05-12 00:00:00+00:00,0.0,arma_threshold
84,1971-05-13 00:00:00+00:00,0.0,arma_threshold
85,1971-05-14 00:00:00+00:00,0.375,arma_threshold
86,1971-05-17 00:00:00+00:00,-2.25,arma_threshold
87,1971-05-18 00:00:00+00:00,0.375,arma_threshold
88,1971-05-19 00:00:00+00:00,-1.125,arma_threshold
89,1971-05-20 00:00:00+00:00,-2.125,arma_threshold
90,1971-05-21 00:00:00+00:00,0.0,arma_threshold
91,1971-05-24 00:00:00+00:00,0.0,arma_threshold
92,1971-05-25 00:00:00+00:00,0.0,arma_threshold
93,1971-05-26 00:00:00+00:00,0.0,arma_threshold
94,1971-05-27 00:00:00+00:00,0.0,arma_threshold
95,1971-05-28 00:00:00+00:00,0.0,arma_threshold
96,1971-06-01 00:00:00+00:00,0.0,arma_threshold
97,1971-06-02 00:00:00+00:00,0.0,arma_threshold
98,1971-06-03 00:00:00+00:00,0.0,arma_threshold
99,1971-06-04 00:00:00+00:00,0.0,arma_threshold
100,1971-06-07 00:00:00+00:00,0.0,arma_threshold
101,1971-06-08 00:00:00+00:00,0.0,arma_threshold
102,1971-06-09 00:00:00+00:00,0.0,arma_threshold
103,1971-06-10 00:00:00+00:00,0.0,arma_threshold
104,1971-06-11 00:00:00+00:00,0.0,arma_threshold
105,1971-06-14 00:00:00+00:00,3.625,arma_threshold
106,1971-06-15 00:00:00+00:00,4.125,arma_threshold
107,1971-06-16 00:00:00+00:00,1.0,arma_threshold
108,1971-06-17 00:00:00+00:00,2.875,arma_threshold
109,1971-06-18 00:00:00+00:00,2.125,arma_threshold
110,1971-06-21 00:00:00+00:00,0.0,arma_threshold
111,1971-06-22 00:00:00+00:00,0.0,arma_threshold
112,1971-06-23 00:00:00+00:00,0.0,arma_threshold
113,1971-06-24 00:00:00+00:00,0.0,arma_threshold
114,1971-06-25 00:00:00+00:00,0.0,arma_threshold
115,1971-06-28 00:00:00+00:00,0.0,arma_threshold
116,1971-06-29 00:00:00+00:00,0.0,arma_threshold
117,1971-06-30 00:00:00+00:00,0.0,arma_threshold
118,1971-07-01 00:00:00+00:00,0.0,arma_threshold
119,1971-07-02 00:00:00+00:00,0.0,arma_threshold
120,1971-07-06 00:00:00+00:00,0.0,arma_threshold
121,1971-07-07 00:00:00+00:00,0.0,arma_threshold
122,1971-07-08 00:00:00+00:00,0.0,arma_threshold
123,1971-07-09 00:00:00+00:00,0.0,arma_threshold
124,1971-07-12 00:00:00+00:00,0.0,arma_threshold
125,1971-07-13 00:00:00+00:00,0.0,arma_threshold
126,1971-07-14 00:00:00+00:00,0.0,arma_threshold
127,1971-07-15 00:00:00+00:00,0.0,arma_threshold
128,1971-07-16 00:00:00+00:00,0.0,arma_threshold
129,1971-07-19 00:00:00+00:00,0.0,arma_threshold
130,1971-07-20 00:00:00+00:00,-5.5,arma_threshold
131,1971-07-21 00:00:00+00:00,-5.125,arma_threshold
132,1971-07-22 00:00:00+00:00,-2.375,arma_threshold
133,1971-07-23 00:00:00+00:00,-6.125,arma_threshold
134,1971-07-26 00:00:00+00:00,-7.75,arma_threshold
135,1971-07-27 00:00:00+00:00,0.0,arma_threshold
136,1971-07-28 00:00:00+00:00,0.0,arma_threshold
137,1971-07-29 00:00:00+00:00,0.0,arma_threshold
138,1971-07-30 00:00:00+00:00,0.0,arma_threshold
139,1971-08-02 00:00:00+00:00,0.0,arma_threshold
140,1971-08-03 00:00:00+00:00,0.5,arma_threshold
141,1971-08-04 00:00:00+00:00,7.0,arma_threshold
142,1971-08-05 00:00:00+00:00,5.0,arma_threshold
143,1971-08-06 00:00:00+00:00,7.125,arma_threshold
144,1971-08-09 00:00:00+00:00,6.125,arma_threshold
145,1971-08-10 00:00:00+00:00,7.875,arma_threshold
146,1971-08-11 00:00:00+00:00,7.0,arma_threshold
147,1971-08-12 00:00:00+00:00,7.125,arma_threshold
148,1971-08-13 00:00:00+00:00,6.75,arma_threshold
149,1971-08-16 00:00:00+00:00,10.375,arma_threshold
150,1971-08-17 00:00:00+00:00,7.25,arma_threshold
151,1971-08-18 00:00:00+00:00,5.875,arma_threshold
152,1971-08-19 00:00:00+00:00,8.75,arma_threshold
153,1971-08-20 00:00:00+00:00,9.0,arma_threshold
154,1971-08-23 00:00:00+00:00,3.875,arma_threshold
155,1971-08-24 00:00:00+00:00,4.0,arma_threshold
156,1971-08-25 00:00:00+00:00,4.25,arma_threshold
157,1971-08-26 00:00:00+00:00,0.25,arma_threshold
158,1971-08-27 00:00:00+00:00,-2.0,arma_threshold
159,1971-08-30 00:00:00+00:00,1.375,arma_threshold
160,1971-08-31 00:00:00+00:00,-0.875,arma_threshold
161,1971-09-01 00:00:00+00:00,-2.25,arma_threshold
162,1971-09-02 00:00:00+00:00,-1.0,arma_threshold
163,1971-09-03 00:00:00+00:00,-0.0,arma_threshold
164,1971-09-07 00:00:00+00:00,-0.0,arma_threshold
165,1971-09-08 00:00:00+00:00,0.0,arma_threshold
166,1971-09-09 00:00:00+00:00,0.0,arma_threshold
167,1971-09-10 00:00:00+00:00,0.0,arma_threshold
168,1971-09-13 00:00:00+00:00,0.0,arma_threshold
169,1971-09-14 00:00:00+00:00,0.0,arma_threshold
170,1971-09-15 00:00:00+00:00,3.375,arma_threshold
171,1971-09-16 00:00:00+00:00,0.5,arma_threshold
172,1971-09-17 00:00:00+00:00,-3.625,arma_threshold
173,1971-09-20 00:00:00+00:00,-2.625,arma_threshold
174,1971-09-21 00:00:00+00:00,-1.75,arma_threshold
175,1971-09-22 00:00:00+00:00,1.125,arma_threshold
176,1971-09-23 00:00:00+00:00,2.0,arma_threshold
177,1971-09-24 00:00:00+00:00,4.0,arma_threshold
178,1971-09-27 00:00:00+00:00,5.25,arma_threshold
179,1971-09-28 00:00:00+00:00,3.75,arma_threshold
180,1971-09-29 00:00:00+00:00,3.0,arma_threshold
181,1971-09-30 00:00:00+00:00,4.125,arma_threshold
182,1971-10-01 00:00:00+00:00,4.625,arma_threshold
183,1971-10-04 00:00:00+00:00,2.875,arma_threshold
184,1971-10-05 00:00:00+00:00,2.0,arma_threshold
185,1971-10-06 00:00:00+00:00,0.0,arma_threshold
186,1971-10-07 00:00:00+00:00,0.0,arma_threshold
187,1971-10-08 00:00:00+00:00,0.0,arma_threshold
188,1971-10-11 00:00:00+00:00,0.0,arma_threshold
189,1971-10-12 00:00:00+00:00,0.0,arma_threshold
190,1971-10-13 00:00:00+00:00,0.0,arma_threshold
191,1971-10-14 00:00:00+00:00,0.0,arma_threshold
192,1971-10-15 00:00:00+00:00,0.0,arma_threshold
193,1971-10-18 00:00:00+00:00,0.0,arma_threshold
194,1971-10-19 00:00:00+00:00,0.0,arma_threshold
195,1971-10-20 00:00:00+00:00,0.0,arma_threshold
196,1971-10-21 00:00:00+00:00,0.0,arma_threshold
197,1971-10-22 00:00:00+00:00,0.0,arma_threshold
198,1971-10-25 00:00:00+00:00,0.0,arma_threshold
199,1971-10-26 00:00:00+00:00,0.0,arma_threshold
200,1971-10-27 00:00:00+00:00,0.75,arma_threshold
201,1971-10-28 00:00:00+00:00,-0.5,arma_threshold
202,1971-10-29 00:00:00+00:00,-1.875,arma_threshold
203,1971-11-01 01:00:00+00:00,-2.25,arma_threshold
204,1971-11-02 01:00:00+00:00,-1.625,arma_threshold
205,1971-11-03 01:00:00+00:00,-4.625,arma_threshold
206,1971-11-04 01:00:00+00:00,-5.125,arma_threshold
207,1971-11-05 01:00:00+00:00,-2.125,arma_threshold
208,1971-11-08 01:00:00+00:00,-0.625,arma_threshold
209,1971-11-09 01:00:00+00:00,0.375,arma_threshold
210,1971-11-10 01:00:00+00:00,0.0,arma_threshold
211,1971-11-11 01:00:00+00:00,0.0,arma_threshold
212,1971-11-12 01:00:00+00:00,0.0,arma_threshold
213,1971-11-15 01:00:00+00:00,0.0,arma_threshold
214,1971-11-16 01:00:00+00:00,0.0,arma_threshold
215,1971-11-17 01:00:00+00:00,0.875,arma_threshold
216,1971-11-18 01:00:00+00:00,1.25,arma_threshold
