,pointForecast,positionType,product_name,strategy_name,forecastDay,forecastDiff,maDiff,percDiff,retScore
0,62.039068374057074,short,XRT,arma_ma,1,-0.19935413803003854,-0.19970909118652003,-0.3183553839515185,9.892788639415475
1,61.981661226316916,short,XRT,arma_ma,2,-0.19935413803003854,-0.19970909118652003,-0.3183553839515185,9.892788639415475
2,61.94849602231676,short,XRT,arma_ma,3,-0.19935413803003854,-0.19970909118652003,-0.3183553839515185,9.892788639415475
3,61.8992161638143,short,XRT,arma_ma,4,-0.19935413803003854,-0.19970909118652003,-0.3183553839515185,9.892788639415475
4,61.86064723526098,short,XRT,arma_ma,5,-0.19935413803003854,-0.19970909118652003,-0.3183553839515185,9.892788639415475
0,32.83219696705638,short,XLF,arma_ma,1,-0.06332027187725231,-0.07078887939453438,-0.19750551829359567,3.7479336622384234
1,32.818356928270674,short,XLF,arma_ma,2,-0.06332027187725231,-0.07078887939453438,-0.19750551829359567,3.7479336622384234
2,32.80446487912783,short,XLF,arma_ma,3,-0.06332027187725231,-0.07078887939453438,-0.19750551829359567,3.7479336622384234
3,32.790572381849856,short,XLF,arma_ma,4,-0.06332027187725231,-0.07078887939453438,-0.19750551829359567,3.7479336622384234
4,32.77667988071064,short,XLF,arma_ma,5,-0.06332027187725231,-0.07078887939453438,-0.19750551829359567,3.7479336622384234
0,87.2390961794933,no_position,XLE,arma_ma,1,0.2502643183976261,-0.003188629150386646,0.29216006035302955,10.855757054344828
1,87.16176713453443,no_position,XLE,arma_ma,2,0.2502643183976261,-0.003188629150386646,0.29216006035302955,10.855757054344828
2,87.30181882244698,no_position,XLE,arma_ma,3,0.2502643183976261,-0.003188629150386646,0.29216006035302955,10.855757054344828
3,87.33577251855338,no_position,XLE,arma_ma,4,0.2502643183976261,-0.003188629150386646,0.29216006035302955,10.855757054344828
4,87.34026065628825,no_position,XLE,arma_ma,5,0.2502643183976261,-0.003188629150386646,0.29216006035302955,10.855757054344828
0,68.78521475021138,no_position,XLU,arma_ma,1,-0.09891982821265799,0.002027740478510509,-0.1419833943052269,6.951024213984701
1,68.76543118189755,no_position,XLU,arma_ma,2,-0.09891982821265799,0.002027740478510509,-0.1419833943052269,6.951024213984701
2,68.74564761358607,no_position,XLU,arma_ma,3,-0.09891982821265799,0.002027740478510509,-0.1419833943052269,6.951024213984701
3,68.7258640452746,no_position,XLU,arma_ma,4,-0.09891982821265799,0.002027740478510509,-0.1419833943052269,6.951024213984701
4,68.70608047696312,no_position,XLU,arma_ma,5,-0.09891982821265799,0.002027740478510509,-0.1419833943052269,6.951024213984701
0,99.71068885595905,no_position,XLI,arma_ma,1,0.04166143996226879,-0.04931610107421136,0.042227284021750924,2.7695866281671995
1,99.719666428021,no_position,XLI,arma_ma,2,0.04166143996226879,-0.04931610107421136,0.042227284021750924,2.7695866281671995
2,99.72866528361526,no_position,XLI,arma_ma,3,0.04166143996226879,-0.04931610107421136,0.042227284021750924,2.7695866281671995
3,99.73766427687092,no_position,XLI,arma_ma,4,0.04166143996226879,-0.04931610107421136,0.042227284021750924,2.7695866281671995
4,99.74666327101694,no_position,XLI,arma_ma,5,0.04166143996226879,-0.04931610107421136,0.042227284021750924,2.7695866281671995
0,148.34831525822202,no_position,XLK,arma_ma,1,-0.3318678007754272,0.19153045654297784,-0.22274500875204942,18.870678012791714
1,148.27502123732125,no_position,XLK,arma_ma,2,-0.3318678007754272,0.19153045654297784,-0.22274500875204942,18.870678012791714
2,148.209344824097,no_position,XLK,arma_ma,3,-0.3318678007754272,0.19153045654297784,-0.22274500875204942,18.870678012791714
3,148.15059014714205,no_position,XLK,arma_ma,4,-0.3318678007754272,0.19153045654297784,-0.22274500875204942,18.870678012791714
4,148.09812487500582,no_position,XLK,arma_ma,5,-0.3318678007754272,0.19153045654297784,-0.22274500875204942,18.870678012791714
0,134.36167631335113,no_position,XLV,arma_ma,1,-0.04160043164810645,0.018011474609380684,-0.031177721600562827,3.443826120979555
1,134.35335590639744,no_position,XLV,arma_ma,2,-0.04160043164810645,0.018011474609380684,-0.031177721600562827,3.443826120979555
2,134.34503549944475,no_position,XLV,arma_ma,3,-0.04160043164810645,0.018011474609380684,-0.031177721600562827,3.443826120979555
3,134.33671509249208,no_position,XLV,arma_ma,4,-0.04160043164810645,0.018011474609380684,-0.031177721600562827,3.443826120979555
4,134.3283946855394,no_position,XLV,arma_ma,5,-0.04160043164810645,0.018011474609380684,-0.031177721600562827,3.443826120979555
0,146.46855199470798,short,XLY,arma_ma,1,-0.6366009703737063,-0.08678070068359034,-0.43731602551605686,39.59751637988053
1,146.49988296252474,short,XLY,arma_ma,2,-0.6366009703737063,-0.08678070068359034,-0.43731602551605686,39.59751637988053
2,146.2773225604826,short,XLY,arma_ma,3,-0.6366009703737063,-0.08678070068359034,-0.43731602551605686,39.59751637988053
3,146.28267333401416,short,XLY,arma_ma,4,-0.6366009703737063,-0.08678070068359034,-0.43731602551605686,39.59751637988053
4,146.08340025032942,short,XLY,arma_ma,5,-0.6366009703737063,-0.08678070068359034,-0.43731602551605686,39.59751637988053
0,75.12909398786921,no_position,XLP,arma_ma,1,-0.019721509603598975,0.023114318847646587,-0.026169731215328573,1.8045742498322763
1,75.12537286079866,no_position,XLP,arma_ma,2,-0.019721509603598975,0.023114318847646587,-0.026169731215328573,1.8045742498322763
2,75.12065921209346,no_position,XLP,arma_ma,3,-0.019721509603598975,0.023114318847646587,-0.026169731215328573,1.8045742498322763
3,75.11558321295942,no_position,XLP,arma_ma,4,-0.019721509603598975,0.023114318847646587,-0.026169731215328573,1.8045742498322763
4,75.11037492594328,no_position,XLP,arma_ma,5,-0.019721509603598975,0.023114318847646587,-0.026169731215328573,1.8045742498322763
0,80.84173817330493,short,XLB,arma_ma,1,-0.11367458102358796,-0.07941970825194744,-0.14207546305277918,7.386984237550119
1,80.81846897571084,short,XLB,arma_ma,2,-0.11367458102358796,-0.07941970825194744,-0.14207546305277918,7.386984237550119
2,80.79714923782115,short,XLB,arma_ma,3,-0.11367458102358796,-0.07941970825194744,-0.14207546305277918,7.386984237550119
3,80.77659026225416,short,XLB,arma_ma,4,-0.11367458102358796,-0.07941970825194744,-0.14207546305277918,7.386984237550119
4,80.75632816555844,short,XLB,arma_ma,5,-0.11367458102358796,-0.07941970825194744,-0.14207546305277918,7.386984237550119
0,133.8502077961603,short,XOP,arma_ma,1,-0.15931596758053956,-0.053670349121091476,-0.11978644178987938,5.1320609436872395
1,133.78822648875723,short,XOP,arma_ma,2,-0.15931596758053956,-0.053670349121091476,-0.11978644178987938,5.1320609436872395
2,133.7278966702853,short,XOP,arma_ma,3,-0.15931596758053956,-0.053670349121091476,-0.11978644178987938,5.1320609436872395
3,133.72311733600705,short,XOP,arma_ma,4,-0.15931596758053956,-0.053670349121091476,-0.11978644178987938,5.1320609436872395
4,133.74067792890384,short,XOP,arma_ma,5,-0.15931596758053956,-0.053670349121091476,-0.11978644178987938,5.1320609436872395
0,82.91008276180844,short,IYR,arma_ma,1,-0.46722307492910886,-0.19204681396485057,-0.5520773840155584,30.548722377841777
1,82.82927020017176,short,IYR,arma_ma,2,-0.46722307492910886,-0.19204681396485057,-0.5520773840155584,30.548722377841777
2,82.75040134913957,short,IYR,arma_ma,3,-0.46722307492910886,-0.19204681396485057,-0.5520773840155584,30.548722377841777
3,82.67158714813182,short,IYR,arma_ma,4,-0.46722307492910886,-0.19204681396485057,-0.5520773840155584,30.548722377841777
4,82.59277448366464,short,IYR,arma_ma,5,-0.46722307492910886,-0.19204681396485057,-0.5520773840155584,30.548722377841777
0,78.45832512932776,short,XTL,arma_ma,1,-0.14778254433232973,-0.1829438781738162,-0.1838548760662537,9.569937891654567
1,78.44861743611868,short,XTL,arma_ma,2,-0.14778254433232973,-0.1829438781738162,-0.1838548760662537,9.569937891654567
2,78.37425861040853,short,XTL,arma_ma,3,-0.14778254433232973,-0.1829438781738162,-0.1838548760662537,9.569937891654567
3,78.31554197661563,short,XTL,arma_ma,4,-0.14778254433232973,-0.1829438781738162,-0.1838548760662537,9.569937891654567
4,78.29721715049189,short,XTL,arma_ma,5,-0.14778254433232973,-0.1829438781738162,-0.1838548760662537,9.569937891654567
0,12.370874603367241,long,CANE,arma_ma,1,0.045879485893562943,0.042899990081787465,0.37606136566264814,3.464496919311843
1,12.381094530513895,long,CANE,arma_ma,2,0.045879485893562943,0.042899990081787465,0.37606136566264814,3.464496919311843
2,12.391008958887953,long,CANE,arma_ma,3,0.045879485893562943,0.042899990081787465,0.37606136566264814,3.464496919311843
3,12.400944862787329,long,CANE,arma_ma,4,0.045879485893562943,0.042899990081787465,0.37606136566264814,3.464496919311843
4,12.410879257011727,long,CANE,arma_ma,5,0.045879485893562943,0.042899990081787465,0.37606136566264814,3.464496919311843
0,6.932261344778768,short,WEAT,arma_ma,1,-0.0636921974770992,-0.015499992370605398,-0.9164345212238753,3.377083260855712
1,6.919523002130634,short,WEAT,arma_ma,2,-0.0636921974770992,-0.015499992370605398,-0.9164345212238753,3.377083260855712
2,6.906784659481849,short,WEAT,arma_ma,3,-0.0636921974770992,-0.015499992370605398,-0.9164345212238753,3.377083260855712
3,6.894046316833063,short,WEAT,arma_ma,4,-0.0636921974770992,-0.015499992370605398,-0.9164345212238753,3.377083260855712
4,6.881307974184278,short,WEAT,arma_ma,5,-0.0636921974770992,-0.015499992370605398,-0.9164345212238753,3.377083260855712
0,25.106927258340644,short,CORN,arma_ma,1,-0.016090495646167824,-0.03229999542236328,-0.06415668139998201,1.2110844668555492
1,25.099547901697143,short,CORN,arma_ma,2,-0.016090495646167824,-0.03229999542236328,-0.06415668139998201,1.2110844668555492
2,25.08657163225149,short,CORN,arma_ma,3,-0.016090495646167824,-0.03229999542236328,-0.06415668139998201,1.2110844668555492
3,25.072797784711934,short,CORN,arma_ma,4,-0.016090495646167824,-0.03229999542236328,-0.06415668139998201,1.2110844668555492
4,25.058910267293285,short,CORN,arma_ma,5,-0.016090495646167824,-0.03229999542236328,-0.06415668139998201,1.2110844668555492
0,25.15575306981595,short,CPER,arma_ma,1,-0.06537932521407441,-0.005400009155270169,-0.2680579206649041,4.474250187946725
1,25.142958603078906,short,CPER,arma_ma,2,-0.06537932521407441,-0.005400009155270169,-0.2680579206649041,4.474250187946725
2,25.13017921419853,short,CPER,arma_ma,3,-0.06537932521407441,-0.005400009155270169,-0.2680579206649041,4.474250187946725
3,25.117399981826917,short,CPER,arma_ma,4,-0.06537932521407441,-0.005400009155270169,-0.2680579206649041,4.474250187946725
4,25.10462075107987,short,CPER,arma_ma,5,-0.06537932521407441,-0.005400009155270169,-0.2680579206649041,4.474250187946725
0,26.919821530431282,short,SOYB,arma_ma,1,-0.06815573041680878,-0.021400032043459305,-0.25168290475933386,5.991579451365909
1,26.917779563688928,short,SOYB,arma_ma,2,-0.06815573041680878,-0.021400032043459305,-0.25168290475933386,5.991579451365909
2,26.91231086319714,short,SOYB,arma_ma,3,-0.06815573041680878,-0.021400032043459305,-0.25168290475933386,5.991579451365909
3,26.907085891289466,short,SOYB,arma_ma,4,-0.06815573041680878,-0.021400032043459305,-0.25168290475933386,5.991579451365909
4,26.90184358293768,short,SOYB,arma_ma,5,-0.06815573041680878,-0.021400032043459305,-0.25168290475933386,5.991579451365909
0,105.05274000885964,short,TLT,arma_ma,1,-0.03736369308221299,-0.05322372436523892,-0.03499128442531625,3.5767268330072315
1,105.05784832152023,short,TLT,arma_ma,2,-0.03736369308221299,-0.05322372436523892,-0.03499128442531625,3.5767268330072315
2,105.03148497440212,short,TLT,arma_ma,3,-0.03736369308221299,-0.05322372436523892,-0.03499128442531625,3.5767268330072315
3,104.99047221840625,short,TLT,arma_ma,4,-0.03736369308221299,-0.05322372436523892,-0.03499128442531625,3.5767268330072315
4,104.94263966385138,short,TLT,arma_ma,5,-0.03736369308221299,-0.05322372436523892,-0.03499128442531625,3.5767268330072315
