,0
Unnamed: 0,378.0
aic,-1162.5071695661045
bic,-1141.3305950410358
hqic,-1153.9861547134244
mae,0.018648012280116453
mse,0.0006865746572503542
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,3800.0
order_p,2.0
order_q,2.0
ar.L1.close,0.21567991775889056
ar.L2.close,0.18316447193369637
ma.L1.close,0.21525728699411645
ma.L2.close,0.19408851494592713
