,No._Trades,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,258,0.9806201550387597,-0.1300099999999986,4.059989999999999,0.6161068217054263,0.4260591870953248,0.6527320944272044,2.122890531077801,5.862676653877797
