,No._Trades,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,510,0.9960707269155207,-0.0924999999999998,0.6164999999999998,0.08276129666011783,0.006458268659222405,0.08036335395702698,,
